Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
365,7,Oct 12 2002,Sat,(18) Louisiana State,36,@,(16) Florida,7,
366,7,Oct 12 2002,Sat,Louisiana-Monroe,34,,Idaho,14,
367,7,Oct 12 2002,Sat,Marshall,66,,Buffalo,21,
368,7,Oct 12 2002,Sat,(1) Miami (FL),28,,(9) Florida State,27,
369,7,Oct 12 2002,Sat,(13) Michigan,27,,(15) Penn State,24,
370,7,Oct 12 2002,Sat,Middle Tennessee State,21,@,Vanderbilt,20,
371,7,Oct 12 2002,Sat,(25) Mississippi,52,,Arkansas State,17,
372,7,Oct 12 2002,Sat,Mississippi State,11,,Troy,8,
373,7,Oct 12 2002,Sat,Nebraska,24,,Missouri,13,
374,7,Oct 12 2002,Sat,New Mexico,25,@,Nevada-Las Vegas,16,
375,7,Oct 12 2002,Sat,New Mexico State,31,,Louisiana-Lafayette,28,
376,7,Oct 12 2002,Sat,(14) North Carolina State,34,@,North Carolina,17,
377,7,Oct 12 2002,Sat,Northern Illinois,48,@,Miami (OH),41,
378,7,Oct 12 2002,Sat,(8) Notre Dame,14,,Pittsburgh,6,
379,7,Oct 12 2002,Sat,Ohio,55,,Eastern Michigan,27,
380,7,Oct 12 2002,Sat,(5) Ohio State,50,,San Jose State,7,
381,7,Oct 12 2002,Sat,(2) Oklahoma,35,,(3) Texas,24,Dallas TX
382,7,Oct 12 2002,Sat,(7) Oregon,31,@,UCLA,30,
383,7,Oct 12 2002,Sat,Rice,17,@,Navy,10,
384,7,Oct 12 2002,Sat,San Diego State,36,,Utah,17,
385,7,Oct 12 2002,Sat,South Carolina,16,@,Kentucky,12,
386,7,Oct 12 2002,Sat,South Florida,16,,Southern Mississippi,13,
387,7,Oct 12 2002,Sat,(20) Southern California,30,,California,28,
388,7,Oct 12 2002,Sat,Temple,17,,Syracuse,16,
389,7,Oct 12 2002,Sat,Texas A&amp;M,41,@,Baylor,0,
390,7,Oct 12 2002,Sat,Texas Christian,46,@,Army,27,
391,7,Oct 12 2002,Sat,Toledo,37,,Ball State,17,
392,7,Oct 12 2002,Sat,Tulane,35,,Cincinnati,17,
393,7,Oct 12 2002,Sat,Virginia,22,,Clemson,17,
394,7,Oct 12 2002,Sat,Wake Forest,36,,Duke,10,
395,7,Oct 12 2002,Sat,(22) Washington,32,,Arizona,28,
396,7,Oct 12 2002,Sat,(12) Washington State,36,@,Stanford,11,
397,7,Oct 12 2002,Sat,West Virginia,40,@,Rutgers,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
398,8,Oct 17 2002,Thu,Maryland,34,,Georgia Tech,10,
399,8,Oct 18 2002,Fri,Boise State,67,,Fresno State,21,
400,8,Oct 19 2002,Sat,(24) Alabama,42,,(21) Mississippi,7,
401,8,Oct 19 2002,Sat,Arizona State,45,@,(6) Oregon,42,
402,8,Oct 19 2002,Sat,Ball State,42,,Eastern Michigan,17,
403,8,Oct 19 2002,Sat,Boston College,46,,Navy,21,
404,8,Oct 19 2002,Sat,(25) Bowling Green State,48,,Western Michigan,45,
405,8,Oct 19 2002,Sat,California,17,,UCLA,12,
406,8,Oct 19 2002,Sat,Clemson,31,,Wake Forest,23,
407,8,Oct 19 2002,Sat,(23) Colorado,34,,Baylor,0,
408,8,Oct 19 2002,Sat,Colorado State,28,@,Utah,20,
409,8,Oct 19 2002,Sat,Florida,30,,Auburn,23,
410,8,Oct 19 2002,Sat,(5) Georgia,48,,Vanderbilt,17,
411,8,Oct 19 2002,Sat,Hawaii,37,,Tulsa,14,
412,8,Oct 19 2002,Sat,Houston,56,,Army,42,
413,8,Oct 19 2002,Sat,(15) Iowa,24,@,Indiana,8,
414,8,Oct 19 2002,Sat,Kentucky,29,@,Arkansas,17,
415,8,Oct 19 2002,Sat,(14) Louisiana State,38,,South Carolina,14,
416,8,Oct 19 2002,Sat,Marshall,24,,Troy,7,
417,8,Oct 19 2002,Sat,Miami (OH),49,@,Buffalo,0,
418,8,Oct 19 2002,Sat,(11) Michigan,23,@,Purdue,21,
419,8,Oct 19 2002,Sat,Middle Tennessee State,48,,Louisiana-Lafayette,35,
420,8,Oct 19 2002,Sat,Minnesota,28,@,Michigan State,7,
421,8,Oct 19 2002,Sat,Mississippi State,29,@,Memphis,17,
422,8,Oct 19 2002,Sat,Nevada,52,,San Jose State,24,
423,8,Oct 19 2002,Sat,Nevada-Las Vegas,24,@,Brigham Young,3,
424,8,Oct 19 2002,Sat,New Mexico State,34,,Louisiana-Monroe,21,
425,8,Oct 19 2002,Sat,(13) North Carolina State,24,,Duke,22,
426,8,Oct 19 2002,Sat,North Texas,13,@,Arkansas State,10,
427,8,Oct 19 2002,Sat,Northern Illinois,49,,Central Michigan,0,
428,8,Oct 19 2002,Sat,(7) Notre Dame,21,@,(18) Air Force,14,
429,8,Oct 19 2002,Sat,Ohio,50,@,Kent State,0,
430,8,Oct 19 2002,Sat,(4) Ohio State,19,@,Wisconsin,14,
431,8,Oct 19 2002,Sat,(2) Oklahoma,49,,(9) Iowa State,3,
432,8,Oct 19 2002,Sat,Oklahoma State,24,,Nebraska,21,
433,8,Oct 19 2002,Sat,(20) Penn State,49,,Northwestern,0,
434,8,Oct 19 2002,Sat,San Diego State,24,@,Wyoming,20,
435,8,Oct 19 2002,Sat,South Florida,46,@,East Carolina,30,
436,8,Oct 19 2002,Sat,(19) Southern California,41,,(22) Washington,21,
437,8,Oct 19 2002,Sat,Southern Methodist,37,,Louisiana Tech,34,
438,8,Oct 19 2002,Sat,Southern Mississippi,23,,Cincinnati,14,
439,8,Oct 19 2002,Sat,Stanford,16,,Arizona,6,
440,8,Oct 19 2002,Sat,Temple,38,@,Connecticut,24,
441,8,Oct 19 2002,Sat,(8) Texas,17,@,(17) Kansas State,14,
442,8,Oct 19 2002,Sat,Texas A&amp;M,47,@,Kansas,22,
443,8,Oct 19 2002,Sat,Texas Christian,45,@,Louisville,31,
444,8,Oct 19 2002,Sat,Texas Tech,52,,Missouri,38,
445,8,Oct 19 2002,Sat,Texas-El Paso,38,,Rice,35,
446,8,Oct 19 2002,Sat,Toledo,27,@,Central Florida,24,
447,8,Oct 19 2002,Sat,Tulane,35,,Alabama-Birmingham,14,
448,8,Oct 19 2002,Sat,Utah State,45,,New Mexico,44,
449,8,Oct 19 2002,Sat,Virginia,37,,North Carolina,27,
450,8,Oct 19 2002,Sat,(3) Virginia Tech,35,,Rutgers,14,
451,8,Oct 19 2002,Sat,West Virginia,34,,Syracuse,7,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
452,9,Oct 24 2002,Thu,Colorado State,37,,Brigham Young,10,
453,9,Oct 24 2002,Thu,(12) North Carolina State,38,@,Clemson,6,
454,9,Oct 25 2002,Fri,Hawaii,31,@,Fresno State,21,
455,9,Oct 26 2002,Sat,(19) Alabama,34,@,(16) Tennessee,14,
456,9,Oct 26 2002,Sat,Alabama-Birmingham,29,@,Army,26,
457,9,Oct 26 2002,Sat,(23) Arizona State,27,,Washington,16,
458,9,Oct 26 2002,Sat,Arkansas,48,,Mississippi,28,
459,9,Oct 26 2002,Sat,Auburn,31,,(10) Louisiana State,7,
460,9,Oct 26 2002,Sat,Boise State,45,@,San Jose State,8,
461,9,Oct 26 2002,Sat,(24) Bowling Green State,38,,Ball State,20,
462,9,Oct 26 2002,Sat,Central Florida,28,,Akron,17,
463,9,Oct 26 2002,Sat,Cincinnati,48,,Memphis,10,
464,9,Oct 26 2002,Sat,(21) Colorado,37,,Texas Tech,13,
465,9,Oct 26 2002,Sat,(5) Georgia,52,@,Kentucky,24,
466,9,Oct 26 2002,Sat,Georgia Tech,23,,Virginia,15,
467,9,Oct 26 2002,Sat,Idaho,21,,Middle Tennessee State,18,
468,9,Oct 26 2002,Sat,Illinois,45,,Indiana,14,
469,9,Oct 26 2002,Sat,(13) Iowa,34,@,(8) Michigan,9,
470,9,Oct 26 2002,Sat,(20) Kansas State,44,@,Baylor,10,
471,9,Oct 26 2002,Sat,Kent State,16,@,Buffalo,12,
472,9,Oct 26 2002,Sat,Louisiana Tech,50,,Nevada,47,
473,9,Oct 26 2002,Sat,Louisiana-Monroe,51,,Utah State,48,
474,9,Oct 26 2002,Sat,Louisville,44,,East Carolina,20,
475,9,Oct 26 2002,Sat,Marshall,23,@,Central Michigan,18,
476,9,Oct 26 2002,Sat,Maryland,45,@,Duke,12,
477,9,Oct 26 2002,Sat,(1) Miami (FL),40,@,West Virginia,23,
478,9,Oct 26 2002,Sat,Miami (OH),27,@,Toledo,13,
479,9,Oct 26 2002,Sat,Missouri,36,,Kansas,12,
480,9,Oct 26 2002,Sat,Nebraska,38,@,Texas A&amp;M,31,
481,9,Oct 26 2002,Sat,New Mexico,42,,Utah,35,
482,9,Oct 26 2002,Sat,New Mexico State,26,@,Arkansas State,21,
483,9,Oct 26 2002,Sat,North Texas,27,@,Louisiana-Lafayette,0,
484,9,Oct 26 2002,Sat,Northern Illinois,24,@,Western Michigan,20,
485,9,Oct 26 2002,Sat,(6) Notre Dame,34,@,(11) Florida State,24,
486,9,Oct 26 2002,Sat,(4) Ohio State,13,,(18) Penn State,7,
487,9,Oct 26 2002,Sat,Oregon State,24,,California,13,
488,9,Oct 26 2002,Sat,Pittsburgh,19,,Boston College,16,
489,9,Oct 26 2002,Sat,Purdue,42,@,Northwestern,13,
490,9,Oct 26 2002,Sat,Rice,27,,Southern Methodist,15,
491,9,Oct 26 2002,Sat,San Diego State,31,,Nevada-Las Vegas,21,
492,9,Oct 26 2002,Sat,(15) Southern California,44,@,(14) Oregon,33,
493,9,Oct 26 2002,Sat,Syracuse,45,,Rutgers,14,
494,9,Oct 26 2002,Sat,(7) Texas,21,,(17) Iowa State,10,
495,9,Oct 26 2002,Sat,Troy,21,,Florida Atlantic,6,
496,9,Oct 26 2002,Sat,Tulane,51,,Navy,30,
497,9,Oct 26 2002,Sat,Tulsa,20,,Texas-El Paso,0,
498,9,Oct 26 2002,Sat,UCLA,28,,Stanford,18,
499,9,Oct 26 2002,Sat,Vanderbilt,28,,Connecticut,24,
500,9,Oct 26 2002,Sat,(3) Virginia Tech,20,,Temple,10,
501,9,Oct 26 2002,Sat,Wake Forest,31,,North Carolina,0,
502,9,Oct 26 2002,Sat,(9) Washington State,21,@,Arizona,13,
503,9,Oct 26 2002,Sat,Wisconsin,42,@,Michigan State,24,
504,9,Oct 26 2002,Sat,Wyoming,34,,(22) Air Force,26,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
505,10,Oct 30 2002,Wed,Texas Christian,37,,Southern Mississippi,7,
506,10,Oct 31 2002,Thu,(24) Colorado State,31,@,Air Force,12,
507,10,Nov 2 2002,Sat,Akron,34,,Marshall,20,
508,10,Nov 2 2002,Sat,(12) Alabama,30,@,Vanderbilt,8,
509,10,Nov 2 2002,Sat,Arkansas,23,,Troy,0,Little Rock AR
510,10,Nov 2 2002,Sat,Arkansas State,38,,Southern Utah,16,
511,10,Nov 2 2002,Sat,Auburn,31,@,Mississippi,24,
512,10,Nov 2 2002,Sat,Ball State,17,,Western Michigan,7,
513,10,Nov 2 2002,Sat,Boise State,58,@,Texas-El Paso,3,
514,10,Nov 2 2002,Sat,Boston College,14,@,(4) Notre Dame,7,
515,10,Nov 2 2002,Sat,(21) Bowling Green State,45,@,Kent State,14,
516,10,Nov 2 2002,Sat,Brigham Young,34,,San Diego State,10,
517,10,Nov 2 2002,Sat,Central Michigan,47,@,Eastern Michigan,21,
518,10,Nov 2 2002,Sat,Clemson,34,@,Duke,31,
519,10,Nov 2 2002,Sat,Connecticut,61,,Florida Atlantic,14,
520,10,Nov 2 2002,Sat,Florida,20,,(5) Georgia,13,Jacksonville FL
521,10,Nov 2 2002,Sat,(18) Florida State,34,@,Wake Forest,21,
522,10,Nov 2 2002,Sat,Georgia Tech,24,@,(10) North Carolina State,17,
523,10,Nov 2 2002,Sat,Hawaii,40,,San Jose State,31,
524,10,Nov 2 2002,Sat,Houston,26,@,Memphis,21,
525,10,Nov 2 2002,Sat,(9) Iowa,20,,Wisconsin,3,
526,10,Nov 2 2002,Sat,(22) Iowa State,42,,Missouri,35,
527,10,Nov 2 2002,Sat,(14) Kansas State,64,@,Kansas,0,
528,10,Nov 2 2002,Sat,Kentucky,45,@,Mississippi State,24,
529,10,Nov 2 2002,Sat,Louisiana-Lafayette,31,,Idaho,28,
530,10,Nov 2 2002,Sat,Maryland,59,@,North Carolina,7,
531,10,Nov 2 2002,Sat,(1) Miami (FL),42,@,Rutgers,17,
532,10,Nov 2 2002,Sat,Miami (OH),38,,Ohio,20,
533,10,Nov 2 2002,Sat,(15) Michigan,49,,Michigan State,3,
534,10,Nov 2 2002,Sat,Nevada,24,@,Southern Methodist,6,
535,10,Nov 2 2002,Sat,Nevada-Las Vegas,49,,Wyoming,48,
536,10,Nov 2 2002,Sat,New Mexico State,24,,Middle Tennessee State,21,
537,10,Nov 2 2002,Sat,North Texas,41,,Louisiana-Monroe,2,
538,10,Nov 2 2002,Sat,Northwestern,41,,Indiana,37,
539,10,Nov 2 2002,Sat,(6) Ohio State,34,,(23) Minnesota,3,
540,10,Nov 2 2002,Sat,(2) Oklahoma,27,,(13) Colorado,11,
541,10,Nov 2 2002,Sat,Oklahoma State,28,,Texas A&amp;M,23,
542,10,Nov 2 2002,Sat,(19) Oregon,41,,Stanford,14,
543,10,Nov 2 2002,Sat,Oregon State,38,,Arizona,3,
544,10,Nov 2 2002,Sat,(20) Penn State,18,,Illinois,7,
545,10,Nov 2 2002,Sat,Pittsburgh,28,@,(3) Virginia Tech,21,
546,10,Nov 2 2002,Sat,Rice,33,@,Tulsa,18,
547,10,Nov 2 2002,Sat,South Florida,56,,Charleston Southern,6,
548,10,Nov 2 2002,Sat,Syracuse,38,@,Central Florida,35,
549,10,Nov 2 2002,Sat,(25) Tennessee,18,@,South Carolina,10,
550,10,Nov 2 2002,Sat,(7) Texas,27,@,Nebraska,24,
551,10,Nov 2 2002,Sat,Texas Tech,62,,Baylor,11,
552,10,Nov 2 2002,Sat,UCLA,34,@,Washington,24,
553,10,Nov 2 2002,Sat,(8) Washington State,44,,(16) Arizona State,22,
554,10,Nov 2 2002,Sat,West Virginia,46,@,Temple,20,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
555,11,Nov 7 2002,Thu,Cincinnati,24,@,Louisville,14,
556,11,Nov 9 2002,Sat,Air Force,49,@,Army,30,
557,11,Nov 9 2002,Sat,(11) Alabama,28,,Mississippi State,14,
558,11,Nov 9 2002,Sat,Arkansas,23,@,South Carolina,0,
559,11,Nov 9 2002,Sat,Auburn,52,,Louisiana-Monroe,14,
560,11,Nov 9 2002,Sat,Boise State,49,,Rice,7,
561,11,Nov 9 2002,Sat,Brigham Young,35,,Wyoming,31,
562,11,Nov 9 2002,Sat,California,55,@,(25) Arizona State,38,
563,11,Nov 9 2002,Sat,Central Florida,45,@,Buffalo,21,
564,11,Nov 9 2002,Sat,Clemson,42,@,North Carolina,12,
565,11,Nov 9 2002,Sat,(18) Colorado,42,@,Missouri,35,
566,11,Nov 9 2002,Sat,Connecticut,63,,Kent State,21,
567,11,Nov 9 2002,Sat,East Carolina,54,@,Houston,48,
568,11,Nov 9 2002,Sat,(23) Florida,21,@,Vanderbilt,17,
569,11,Nov 9 2002,Sat,(17) Florida State,21,@,Georgia Tech,13,
570,11,Nov 9 2002,Sat,Fresno State,31,,Tulsa,12,
571,11,Nov 9 2002,Sat,(7) Georgia,31,,Mississippi,17,
572,11,Nov 9 2002,Sat,Illinois,37,@,Wisconsin,20,
573,11,Nov 9 2002,Sat,(6) Iowa,62,,Northwestern,10,
574,11,Nov 9 2002,Sat,(12) Kansas State,58,,(21) Iowa State,7,
575,11,Nov 9 2002,Sat,(16) Louisiana State,33,@,Kentucky,30,
576,11,Nov 9 2002,Sat,Louisiana-Lafayette,13,,Arkansas State,10,
577,11,Nov 9 2002,Sat,Maryland,24,,(14) North Carolina State,21,
578,11,Nov 9 2002,Sat,(2) Miami (FL),26,@,Tennessee,3,
579,11,Nov 9 2002,Sat,(13) Michigan,41,@,Minnesota,24,
580,11,Nov 9 2002,Sat,Michigan State,56,@,Indiana,21,
581,11,Nov 9 2002,Sat,Nebraska,45,,Kansas,7,
582,11,Nov 9 2002,Sat,Nevada,23,,Texas-El Paso,17,
583,11,Nov 9 2002,Sat,New Mexico,15,,San Diego State,8,
584,11,Nov 9 2002,Sat,North Texas,10,,Idaho,0,
585,11,Nov 9 2002,Sat,Northern Illinois,26,,(20) Bowling Green State,17,
586,11,Nov 9 2002,Sat,(9) Notre Dame,30,@,Navy,23,Baltimore MD
587,11,Nov 9 2002,Sat,Ohio,27,,Akron,10,
588,11,Nov 9 2002,Sat,(3) Ohio State,10,@,Purdue,6,
589,11,Nov 9 2002,Sat,(19) Penn State,35,,Virginia,14,
590,11,Nov 9 2002,Sat,(22) Pittsburgh,29,,Temple,22,
591,11,Nov 9 2002,Sat,San Jose State,42,,Louisiana Tech,30,
592,11,Nov 9 2002,Sat,South Florida,31,,Memphis,28,
593,11,Nov 9 2002,Sat,(10) Southern California,49,@,Stanford,17,
594,11,Nov 9 2002,Sat,Southern Mississippi,20,@,Alabama-Birmingham,13,
595,11,Nov 9 2002,Sat,Syracuse,50,,(8) Virginia Tech,42,
596,11,Nov 9 2002,Sat,(4) Texas,41,,Baylor,0,
597,11,Nov 9 2002,Sat,Texas A&amp;M,30,,(1) Oklahoma,26,
598,11,Nov 9 2002,Sat,Texas Christian,17,,Tulane,10,
599,11,Nov 9 2002,Sat,Texas Tech,49,,Oklahoma State,24,
600,11,Nov 9 2002,Sat,Toledo,44,,Central Michigan,17,
601,11,Nov 9 2002,Sat,Troy,24,,Florida A&amp;M,7,Mobile AL
602,11,Nov 9 2002,Sat,UCLA,37,@,Arizona,7,
603,11,Nov 9 2002,Sat,Utah,28,,Nevada-Las Vegas,17,
604,11,Nov 9 2002,Sat,Utah State,32,,New Mexico State,30,
605,11,Nov 9 2002,Sat,Washington,41,,Oregon State,29,
606,11,Nov 9 2002,Sat,(5) Washington State,32,,(15) Oregon,21,
607,11,Nov 9 2002,Sat,West Virginia,24,,Boston College,14,
608,11,Nov 9 2002,Sat,Western Michigan,33,,Eastern Michigan,31,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
609,12,Nov 12 2002,Tue,Marshall,36,,Miami (OH),34,
610,12,Nov 14 2002,Thu,Louisville,20,@,Southern Mississippi,17,
611,12,Nov 16 2002,Sat,Air Force,49,@,Nevada-Las Vegas,32,
612,12,Nov 16 2002,Sat,Akron,21,,Buffalo,10,
613,12,Nov 16 2002,Sat,(10) Alabama,31,@,(14) Louisiana State,0,
614,12,Nov 16 2002,Sat,Alabama-Birmingham,36,,East Carolina,29,
615,12,Nov 16 2002,Sat,Arizona,52,@,California,41,
616,12,Nov 16 2002,Sat,Arkansas,24,,Louisiana-Lafayette,17,
617,12,Nov 16 2002,Sat,Arkansas State,38,@,Idaho,29,
618,12,Nov 16 2002,Sat,Army,14,@,Tulane,10,
619,12,Nov 16 2002,Sat,Ball State,38,@,Central Michigan,21,
620,12,Nov 16 2002,Sat,Boise State,36,,Louisiana Tech,10,
621,12,Nov 16 2002,Sat,Boston College,41,,Syracuse,20,
622,12,Nov 16 2002,Sat,Central Florida,32,,Kent State,6,
623,12,Nov 16 2002,Sat,Cincinnati,47,,Houston,14,
624,12,Nov 16 2002,Sat,(17) Colorado,41,,Iowa State,27,
625,12,Nov 16 2002,Sat,(21) Colorado State,49,@,San Diego State,21,
626,12,Nov 16 2002,Sat,Connecticut,38,@,Navy,0,
627,12,Nov 16 2002,Sat,(20) Florida,28,,South Carolina,7,
628,12,Nov 16 2002,Sat,(15) Florida State,40,,North Carolina,14,
629,12,Nov 16 2002,Sat,Fresno State,38,,Nevada,30,
630,12,Nov 16 2002,Sat,(7) Georgia,24,@,(24) Auburn,21,
631,12,Nov 16 2002,Sat,Georgia Tech,17,,Duke,2,
632,12,Nov 16 2002,Sat,Hawaii,33,@,Rice,28,
633,12,Nov 16 2002,Sat,(6) Iowa,45,@,Minnesota,21,
634,12,Nov 16 2002,Sat,(11) Kansas State,49,,Nebraska,13,
635,12,Nov 16 2002,Sat,Kentucky,41,,Vanderbilt,21,
636,12,Nov 16 2002,Sat,(19) Maryland,30,@,Clemson,12,
637,12,Nov 16 2002,Sat,(12) Michigan,21,,Wisconsin,14,
638,12,Nov 16 2002,Sat,Middle Tennessee State,44,,Louisiana-Monroe,28,
639,12,Nov 16 2002,Sat,Missouri,33,@,Texas A&amp;M,27,
640,12,Nov 16 2002,Sat,New Mexico,20,@,Brigham Young,16,
641,12,Nov 16 2002,Sat,North Texas,38,,New Mexico State,27,
642,12,Nov 16 2002,Sat,Northern Illinois,49,@,Eastern Michigan,21,
643,12,Nov 16 2002,Sat,(2) Ohio State,23,@,Illinois,16,
644,12,Nov 16 2002,Sat,(4) Oklahoma,49,@,Baylor,9,
645,12,Nov 16 2002,Sat,Oklahoma State,55,@,Kansas,20,
646,12,Nov 16 2002,Sat,Oregon State,31,@,Stanford,21,
647,12,Nov 16 2002,Sat,(16) Penn State,58,@,Indiana,25,
648,12,Nov 16 2002,Sat,Purdue,45,@,Michigan State,42,
649,12,Nov 16 2002,Sat,San Jose State,49,@,Tulsa,38,
650,12,Nov 16 2002,Sat,South Florida,29,,Bowling Green State,7,
651,12,Nov 16 2002,Sat,(8) Southern California,34,,Arizona State,13,
652,12,Nov 16 2002,Sat,Southern Methodist,42,@,Texas-El Paso,35,
653,12,Nov 16 2002,Sat,Temple,20,@,Rutgers,17,
654,12,Nov 16 2002,Sat,Tennessee,35,@,Mississippi State,17,
655,12,Nov 16 2002,Sat,Texas Tech,42,,(4) Texas,38,
656,12,Nov 16 2002,Sat,Toledo,42,@,Western Michigan,21,
657,12,Nov 16 2002,Sat,Utah,23,@,Wyoming,18,
658,12,Nov 16 2002,Sat,Utah State,19,@,Troy,16,
659,12,Nov 16 2002,Sat,Virginia,14,,(22) North Carolina State,9,
660,12,Nov 16 2002,Sat,Washington,42,@,(23) Oregon,14,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
661,13,Nov 20 2002,Wed,West Virginia,21,@,(13) Virginia Tech,18,
662,13,Nov 21 2002,Thu,(1) Miami (FL),28,,(17) Pittsburgh,21,
663,13,Nov 23 2002,Sat,Akron,48,@,Kent State,10,
664,13,Nov 23 2002,Sat,Arkansas,26,@,Mississippi State,19,
665,13,Nov 23 2002,Sat,Auburn,17,@,(9) Alabama,7,
666,13,Nov 23 2002,Sat,Ball State,41,,Buffalo,21,
667,13,Nov 23 2002,Sat,(23) Boise State,44,@,Nevada,7,
668,13,Nov 23 2002,Sat,Boston College,36,@,Temple,14,
669,13,Nov 23 2002,Sat,Bowling Green State,63,,Eastern Michigan,21,
670,13,Nov 23 2002,Sat,California,30,,Stanford,7,
671,13,Nov 23 2002,Sat,Central Florida,48,@,Miami (OH),31,
672,13,Nov 23 2002,Sat,Clemson,27,,South Carolina,20,
673,13,Nov 23 2002,Sat,(20) Colorado State,22,,New Mexico,14,
674,13,Nov 23 2002,Sat,Connecticut,37,@,Iowa State,20,
675,13,Nov 23 2002,Sat,East Carolina,31,,(22) Texas Christian,28,
676,13,Nov 23 2002,Sat,Fresno State,19,@,San Jose State,16,
677,13,Nov 23 2002,Sat,Hawaii,20,,Cincinnati,19,
678,13,Nov 23 2002,Sat,Illinois,31,@,Northwestern,24,
679,13,Nov 23 2002,Sat,(10) Kansas State,38,@,Missouri,0,
680,13,Nov 23 2002,Sat,(21) Louisiana State,14,,Mississippi,13,
681,13,Nov 23 2002,Sat,Louisiana Tech,38,,Texas-El Paso,24,Shreveport LA
682,13,Nov 23 2002,Sat,Louisiana-Monroe,34,,Louisiana-Lafayette,10,
683,13,Nov 23 2002,Sat,Louisville,41,,Alabama-Birmingham,21,
684,13,Nov 23 2002,Sat,Marshall,24,@,Ohio,21,
685,13,Nov 23 2002,Sat,Memphis,38,,Army,10,
686,13,Nov 23 2002,Sat,New Mexico State,35,@,Idaho,31,
687,13,Nov 23 2002,Sat,North Carolina,23,@,Duke,21,
688,13,Nov 23 2002,Sat,North Carolina State,17,,(14) Florida State,7,
689,13,Nov 23 2002,Sat,North Texas,30,@,Middle Tennessee State,20,
690,13,Nov 23 2002,Sat,(8) Notre Dame,42,,Rutgers,0,
691,13,Nov 23 2002,Sat,(2) Ohio State,14,,(12) Michigan,9,
692,13,Nov 23 2002,Sat,(4) Oklahoma,60,,(24) Texas Tech,15,
693,13,Nov 23 2002,Sat,Oklahoma State,63,,Baylor,28,
694,13,Nov 23 2002,Sat,Oregon State,45,,Oregon,24,
695,13,Nov 23 2002,Sat,(15) Penn State,61,,Michigan State,7,
696,13,Nov 23 2002,Sat,Purdue,34,,Indiana,10,
697,13,Nov 23 2002,Sat,San Diego State,38,@,Air Force,34,
698,13,Nov 23 2002,Sat,South Florida,32,@,Houston,14,
699,13,Nov 23 2002,Sat,(7) Southern California,52,@,(25) UCLA,21,
700,13,Nov 23 2002,Sat,Southern Methodist,24,,Tulsa,21,
701,13,Nov 23 2002,Sat,Tennessee,24,@,Vanderbilt,0,Nashville TN
702,13,Nov 23 2002,Sat,Toledo,33,@,Northern Illinois,30,
703,13,Nov 23 2002,Sat,Tulane,31,,Southern Mississippi,10,
704,13,Nov 23 2002,Sat,Utah,13,,Brigham Young,6,
705,13,Nov 23 2002,Sat,Virginia,48,,(18) Maryland,13,
706,13,Nov 23 2002,Sat,Wake Forest,30,,Navy,27,
707,13,Nov 23 2002,Sat,Washington,29,@,(3) Washington State,26,
708,13,Nov 23 2002,Sat,Western Michigan,35,@,Central Michigan,10,
709,13,Nov 23 2002,Sat,Wisconsin,49,,Minnesota,31,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
710,14,Nov 28 2002,Thu,Mississippi,24,,Mississippi State,12,
711,14,Nov 29 2002,Fri,Arizona State,34,@,Arizona,20,
712,14,Nov 29 2002,Fri,Arkansas,21,,(18) Louisiana State,20,Little Rock AR
713,14,Nov 29 2002,Fri,(13) Colorado,28,@,Nebraska,13,
714,14,Nov 29 2002,Fri,(10) Texas,50,,Texas A&amp;M,20,
715,14,Nov 30 2002,Sat,(14) Alabama,21,@,Hawaii,16,
716,14,Nov 30 2002,Sat,Boston College,44,,Rutgers,14,
717,14,Nov 30 2002,Sat,Central Florida,42,,Ohio,32,
718,14,Nov 30 2002,Sat,Cincinnati,31,,Alabama-Birmingham,23,
719,14,Nov 30 2002,Sat,(23) Florida State,31,,(15) Florida,14,
720,14,Nov 30 2002,Sat,(5) Georgia,51,,Georgia Tech,7,
721,14,Nov 30 2002,Sat,Houston,27,,Louisville,10,
722,14,Nov 30 2002,Sat,Marshall,38,,Ball State,14,
723,14,Nov 30 2002,Sat,(25) Maryland,32,,Wake Forest,14,
724,14,Nov 30 2002,Sat,(1) Miami (FL),49,@,Syracuse,7,
725,14,Nov 30 2002,Sat,Middle Tennessee State,45,,Utah State,28,
726,14,Nov 30 2002,Sat,Nevada-Las Vegas,36,@,(16) Colorado State,33,
727,14,Nov 30 2002,Sat,New Mexico,49,,Wyoming,20,
728,14,Nov 30 2002,Sat,Oklahoma State,38,,(3) Oklahoma,28,
729,14,Nov 30 2002,Sat,(6) Southern California,44,,(7) Notre Dame,13,
730,14,Nov 30 2002,Sat,Southern Mississippi,24,,East Carolina,7,
731,14,Nov 30 2002,Sat,Tennessee,24,,Kentucky,0,
732,14,Nov 30 2002,Sat,Texas Christian,27,,Memphis,20,
