Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
375,7,Oct 7 2017,Sat,Northern Illinois,24,,Kent State,3,
376,7,Oct 7 2017,Sat,(21) Notre Dame,33,@,North Carolina,10,
377,7,Oct 7 2017,Sat,(10) Ohio State,62,,Maryland,14,
378,7,Oct 7 2017,Sat,(4) Penn State,31,@,Northwestern,7,
379,7,Oct 7 2017,Sat,Purdue,31,,Minnesota,17,
380,7,Oct 7 2017,Sat,(19) San Diego State,41,@,Nevada-Las Vegas,10,
381,7,Oct 7 2017,Sat,South Carolina,48,,Arkansas,22,
382,7,Oct 7 2017,Sat,(14) Southern California,38,,Oregon State,10,
383,7,Oct 7 2017,Sat,Southern Mississippi,31,@,Texas-San Antonio,29,
384,7,Oct 7 2017,Sat,Stanford,23,@,(20) Utah,20,
385,7,Oct 7 2017,Sat,Syracuse,27,,Pittsburgh,24,
386,7,Oct 7 2017,Sat,Temple,34,@,East Carolina,10,
387,7,Oct 7 2017,Sat,Texas,40,,Kansas State,34,
388,7,Oct 7 2017,Sat,(8) Texas Christian,31,,(23) West Virginia,24,
389,7,Oct 7 2017,Sat,Texas Tech,65,@,Kansas,19,
390,7,Oct 7 2017,Sat,Toledo,20,,Eastern Michigan,15,
391,7,Oct 7 2017,Sat,Tulane,62,,Tulsa,28,
392,7,Oct 7 2017,Sat,Virginia,28,,Duke,21,
393,7,Oct 7 2017,Sat,(16) Virginia Tech,23,@,Boston College,10,
394,7,Oct 7 2017,Sat,(6) Washington,38,,California,7,
395,7,Oct 7 2017,Sat,(11) Washington State,33,@,Oregon,10,
396,7,Oct 7 2017,Sat,Western Kentucky,15,@,Texas-El Paso,14,
397,7,Oct 7 2017,Sat,Western Michigan,71,@,Buffalo,68,
398,7,Oct 7 2017,Sat,(9) Wisconsin,38,@,Nebraska,17,
399,8,Oct 11 2017,Wed,South Alabama,19,@,Troy,8,
400,8,Oct 12 2017,Thu,Louisiana-Lafayette,24,,Texas State,7,
401,8,Oct 13 2017,Fri,California,37,,(8) Washington State,3,
402,8,Oct 13 2017,Fri,Syracuse,27,,(2) Clemson,24,
403,8,Oct 14 2017,Sat,Air Force,34,,Nevada-Las Vegas,30,
404,8,Oct 14 2017,Sat,(1) Alabama,41,,Arkansas,9,
405,8,Oct 14 2017,Sat,Alabama-Birmingham,25,,Middle Tennessee State,23,
406,8,Oct 14 2017,Sat,Appalachian State,23,@,Idaho,20,
407,8,Oct 14 2017,Sat,Arizona,47,,UCLA,30,
408,8,Oct 14 2017,Sat,Arizona State,13,,(5) Washington,7,
409,8,Oct 14 2017,Sat,Arkansas State,51,,Coastal Carolina,17,
410,8,Oct 14 2017,Sat,Army,28,,Eastern Michigan,27,
411,8,Oct 14 2017,Sat,Boise State,31,@,(19) San Diego State,14,
412,8,Oct 14 2017,Sat,Boston College,45,@,Louisville,42,
413,8,Oct 14 2017,Sat,(22) Central Florida,63,,East Carolina,21,
414,8,Oct 14 2017,Sat,Colorado,36,@,Oregon State,33,
415,8,Oct 14 2017,Sat,Colorado State,44,,Nevada,42,
416,8,Oct 14 2017,Sat,Connecticut,28,@,Temple,24,
417,8,Oct 14 2017,Sat,Florida International,23,,Tulane,10,
418,8,Oct 14 2017,Sat,Florida State,17,@,Duke,10,
419,8,Oct 14 2017,Sat,Fresno State,38,,New Mexico,0,
420,8,Oct 14 2017,Sat,(4) Georgia,53,,Missouri,28,
421,8,Oct 14 2017,Sat,Georgia State,47,@,Louisiana-Monroe,37,
422,8,Oct 14 2017,Sat,Hawaii,37,,San Jose State,26,
423,8,Oct 14 2017,Sat,Iowa State,45,,Kansas,0,
424,8,Oct 14 2017,Sat,Kent State,17,,Miami (OH),14,
425,8,Oct 14 2017,Sat,Louisiana State,27,,(10) Auburn,23,
426,8,Oct 14 2017,Sat,Marshall,35,,Old Dominion,3,
427,8,Oct 14 2017,Sat,Memphis,30,,(25) Navy,27,
428,8,Oct 14 2017,Sat,(11) Miami (FL),25,,Georgia Tech,24,
429,8,Oct 14 2017,Sat,(17) Michigan,27,@,Indiana,20,
430,8,Oct 14 2017,Sat,(21) Michigan State,30,@,Minnesota,27,
431,8,Oct 14 2017,Sat,Mississippi,57,,Vanderbilt,35,
432,8,Oct 14 2017,Sat,Mississippi State,35,,Brigham Young,10,
433,8,Oct 14 2017,Sat,New Mexico State,35,@,Georgia Southern,27,
434,8,Oct 14 2017,Sat,(20) North Carolina State,35,@,Pittsburgh,17,
435,8,Oct 14 2017,Sat,North Texas,29,,Texas-San Antonio,26,
436,8,Oct 14 2017,Sat,Northern Illinois,14,@,Buffalo,13,
437,8,Oct 14 2017,Sat,Northwestern,37,@,Maryland,21,
438,8,Oct 14 2017,Sat,Ohio,48,@,Bowling Green State,30,
439,8,Oct 14 2017,Sat,(9) Ohio State,56,@,Nebraska,14,
440,8,Oct 14 2017,Sat,(12) Oklahoma,29,,Texas,24,X
441,8,Oct 14 2017,Sat,(14) Oklahoma State,59,,Baylor,16,
442,8,Oct 14 2017,Sat,Rutgers,35,@,Illinois,24,
443,8,Oct 14 2017,Sat,South Carolina,15,@,Tennessee,9,
444,8,Oct 14 2017,Sat,(18) South Florida,33,,Cincinnati,3,
445,8,Oct 14 2017,Sat,(13) Southern California,28,,Utah,27,
446,8,Oct 14 2017,Sat,Southern Mississippi,24,,Texas-El Paso,0,
447,8,Oct 14 2017,Sat,(23) Stanford,49,,Oregon,7,
448,8,Oct 14 2017,Sat,Texas A&M,19,@,Florida,17,
449,8,Oct 14 2017,Sat,(6) Texas Christian,26,@,Kansas State,6,
450,8,Oct 14 2017,Sat,Toledo,30,@,Central Michigan,10,
451,8,Oct 14 2017,Sat,Tulsa,45,,Houston,17,
452,8,Oct 14 2017,Sat,Virginia,20,@,North Carolina,14,
453,8,Oct 14 2017,Sat,West Virginia,46,,(24) Texas Tech,35,
454,8,Oct 14 2017,Sat,Western Kentucky,45,,Charlotte,14,
455,8,Oct 14 2017,Sat,(7) Wisconsin,17,,Purdue,9,
456,8,Oct 14 2017,Sat,Wyoming,28,@,Utah State,23,
458,9,Oct 19 2017,Thu,Arkansas State,47,,Louisiana-Lafayette,3,
459,9,Oct 19 2017,Thu,(25) Memphis,42,@,Houston,38,
460,9,Oct 20 2017,Fri,Air Force,45,@,Nevada,42,
461,9,Oct 20 2017,Fri,Colorado State,27,@,New Mexico,24,
462,9,Oct 20 2017,Fri,Marshall,38,@,Middle Tennessee State,10,
463,9,Oct 20 2017,Fri,Western Kentucky,35,@,Old Dominion,31,
464,9,Oct 21 2017,Sat,(1) Alabama,45,,Tennessee,7,
465,9,Oct 21 2017,Sat,Appalachian State,37,,Coastal Carolina,29,
466,9,Oct 21 2017,Sat,Arizona,45,@,California,44,
467,9,Oct 21 2017,Sat,Arizona State,30,@,Utah,10,
468,9,Oct 21 2017,Sat,Army,31,,Temple,28,
469,9,Oct 21 2017,Sat,(21) Auburn,52,@,Arkansas,20,
470,9,Oct 21 2017,Sat,Boise State,24,,Wyoming,14,
471,9,Oct 21 2017,Sat,Boston College,41,@,Virginia,10,
472,9,Oct 21 2017,Sat,(20) Central Florida,31,@,Navy,21,
473,9,Oct 21 2017,Sat,Central Michigan,56,@,Ball State,9,
474,9,Oct 21 2017,Sat,Charlotte,25,,Alabama-Birmingham,24,
475,9,Oct 21 2017,Sat,Connecticut,20,,Tulsa,14,
476,9,Oct 21 2017,Sat,East Carolina,33,,Brigham Young,17,
477,9,Oct 21 2017,Sat,Florida Atlantic,69,,North Texas,31,
478,9,Oct 21 2017,Sat,Fresno State,27,@,San Diego State,3,
479,9,Oct 21 2017,Sat,Georgia Tech,38,,Wake Forest,24,
480,9,Oct 21 2017,Sat,Iowa State,31,@,Texas Tech,13,
481,9,Oct 21 2017,Sat,(24) Louisiana State,40,@,Mississippi,24,
482,9,Oct 21 2017,Sat,Louisville,31,@,Florida State,28,
483,9,Oct 21 2017,Sat,Massachusetts,55,,Georgia Southern,20,
484,9,Oct 21 2017,Sat,(8) Miami (FL),27,,Syracuse,19,
485,9,Oct 21 2017,Sat,Miami (OH),24,,Buffalo,14,
486,9,Oct 21 2017,Sat,(18) Michigan State,17,,Indiana,9,
487,9,Oct 21 2017,Sat,Minnesota,24,,Illinois,17,
488,9,Oct 21 2017,Sat,Mississippi State,45,,Kentucky,7,
489,9,Oct 21 2017,Sat,Missouri,68,,Idaho,21,
490,9,Oct 21 2017,Sat,Northern Illinois,48,@,Bowling Green State,17,
491,9,Oct 21 2017,Sat,Northwestern,17,,Iowa,10,
492,9,Oct 21 2017,Sat,(13) Notre Dame,49,,(11) Southern California,14,
493,9,Oct 21 2017,Sat,Ohio,48,,Kent State,3,
494,9,Oct 21 2017,Sat,(9) Oklahoma,42,@,Kansas State,35,
495,9,Oct 21 2017,Sat,(10) Oklahoma State,13,@,Texas,10,
496,9,Oct 21 2017,Sat,(2) Penn State,42,,(19) Michigan,13,
497,9,Oct 21 2017,Sat,Pittsburgh,24,@,Duke,17,
498,9,Oct 21 2017,Sat,Rutgers,14,,Purdue,12,
499,9,Oct 21 2017,Sat,South Alabama,33,,Louisiana-Monroe,23,
500,9,Oct 21 2017,Sat,(16) South Florida,34,@,Tulane,28,
501,9,Oct 21 2017,Sat,Southern Methodist,31,@,Cincinnati,28,
502,9,Oct 21 2017,Sat,Southern Mississippi,34,@,Louisiana Tech,27,
503,9,Oct 21 2017,Sat,(4) Texas Christian,43,,Kansas,0,
504,9,Oct 21 2017,Sat,Texas-San Antonio,20,,Rice,7,
505,9,Oct 21 2017,Sat,Toledo,48,,Akron,21,
506,9,Oct 21 2017,Sat,Troy,34,@,Georgia State,10,
507,9,Oct 21 2017,Sat,UCLA,31,,Oregon,14,
508,9,Oct 21 2017,Sat,Utah State,52,@,Nevada-Las Vegas,28,
509,9,Oct 21 2017,Sat,(14) Virginia Tech,59,,North Carolina,7,
510,9,Oct 21 2017,Sat,(15) Washington State,28,,Colorado,0,
511,9,Oct 21 2017,Sat,(23) West Virginia,38,@,Baylor,36,
512,9,Oct 21 2017,Sat,Western Michigan,20,@,Eastern Michigan,17,
513,9,Oct 21 2017,Sat,(5) Wisconsin,38,,Maryland,13,
514,10,Oct 26 2017,Thu,Georgia State,21,,South Alabama,13,
515,10,Oct 26 2017,Thu,Northern Illinois,30,,Eastern Michigan,27,
516,10,Oct 26 2017,Thu,(20) Stanford,15,@,Oregon State,14,
517,10,Oct 26 2017,Thu,Toledo,58,@,Ball State,17,
518,10,Oct 27 2017,Fri,Boston College,35,,Florida State,3,
519,10,Oct 27 2017,Fri,(24) Memphis,56,,Tulane,26,
520,10,Oct 27 2017,Fri,Southern Methodist,38,,Tulsa,34,
521,10,Oct 28 2017,Sat,Air Force,45,@,Colorado State,28,
522,10,Oct 28 2017,Sat,Akron,21,,Buffalo,20,
523,10,Oct 28 2017,Sat,Alabama-Birmingham,30,@,Southern Mississippi,12,
524,10,Oct 28 2017,Sat,Arizona,58,,(15) Washington State,37,
525,10,Oct 28 2017,Sat,Arkansas,38,@,Mississippi,37,
526,10,Oct 28 2017,Sat,Arkansas State,37,@,New Mexico State,21,
527,10,Oct 28 2017,Sat,Boise State,41,@,Utah State,14,
528,10,Oct 28 2017,Sat,Brigham Young,41,,San Jose State,20,
529,10,Oct 28 2017,Sat,(18) Central Florida,73,,Austin Peay,33,
530,10,Oct 28 2017,Sat,(7) Clemson,24,,Georgia Tech,10,
531,10,Oct 28 2017,Sat,Colorado,44,,California,28,
532,10,Oct 28 2017,Sat,Florida Atlantic,42,@,Western Kentucky,28,
533,10,Oct 28 2017,Sat,Florida International,41,@,Marshall,30,
534,10,Oct 28 2017,Sat,(3) Georgia,42,,Florida,7,X
535,10,Oct 28 2017,Sat,Idaho,31,,Louisiana-Monroe,23,
536,10,Oct 28 2017,Sat,Iowa,17,,Minnesota,10,
537,10,Oct 28 2017,Sat,(25) Iowa State,14,,(4) Texas Christian,7,
538,10,Oct 28 2017,Sat,Kansas State,30,@,Kansas,20,
539,10,Oct 28 2017,Sat,Kentucky,29,,Tennessee,26,
540,10,Oct 28 2017,Sat,Louisiana Tech,42,@,Rice,28,
541,10,Oct 28 2017,Sat,Maryland,42,,Indiana,39,
542,10,Oct 28 2017,Sat,Massachusetts,30,,Appalachian State,27,
543,10,Oct 28 2017,Sat,(8) Miami (FL),24,@,North Carolina,19,
544,10,Oct 28 2017,Sat,Michigan,35,,Rutgers,14,
545,10,Oct 28 2017,Sat,Mississippi State,35,@,Texas A&M,14,
546,10,Oct 28 2017,Sat,Missouri,52,@,Connecticut,12,
547,10,Oct 28 2017,Sat,Nebraska,25,@,Purdue,24,
548,10,Oct 28 2017,Sat,Nevada-Las Vegas,26,@,Fresno State,16,
549,10,Oct 28 2017,Sat,North Texas,45,,Old Dominion,38,
550,10,Oct 28 2017,Sat,Northwestern,39,,(16) Michigan State,31,
551,10,Oct 28 2017,Sat,(9) Notre Dame,35,,(14) North Carolina State,14,
552,10,Oct 28 2017,Sat,(6) Ohio State,39,,(2) Penn State,38,
553,10,Oct 28 2017,Sat,(10) Oklahoma,49,,Texas Tech,27,
554,10,Oct 28 2017,Sat,(11) Oklahoma State,50,@,(22) West Virginia,39,
555,10,Oct 28 2017,Sat,Oregon,41,,Utah,20,
556,10,Oct 28 2017,Sat,Pittsburgh,31,,Virginia,14,
557,10,Oct 28 2017,Sat,San Diego State,28,@,Hawaii,7,
558,10,Oct 28 2017,Sat,South Carolina,34,,Vanderbilt,27,
559,10,Oct 28 2017,Sat,(21) Southern California,48,@,Arizona State,17,
560,10,Oct 28 2017,Sat,Texas,38,@,Baylor,7,
561,10,Oct 28 2017,Sat,Texas State,27,@,Coastal Carolina,7,
562,10,Oct 28 2017,Sat,Texas-San Antonio,31,@,Texas-El Paso,14,
563,10,Oct 28 2017,Sat,Troy,38,,Georgia Southern,16,
564,10,Oct 28 2017,Sat,(13) Virginia Tech,24,,Duke,3,
565,10,Oct 28 2017,Sat,Wake Forest,42,,Louisville,32,
566,10,Oct 28 2017,Sat,(12) Washington,44,,UCLA,23,
567,10,Oct 28 2017,Sat,(5) Wisconsin,24,@,Illinois,10,
568,10,Oct 28 2017,Sat,Wyoming,42,,New Mexico,3,
570,11,Oct 31 2017,8:00 PM,Bowling Green State,44,@,Kent State,16,
571,11,Oct 31 2017,8:00 PM,Ohio,45,,Miami (OH),28,
572,11,Nov 1 2017,8:00 PM,Central Michigan,35,@,Western Michigan,28,
573,11,Nov 2 2017,6:00 PM,Eastern Michigan,56,,Ball State,14,
574,11,Nov 2 2017,6:00 PM,Toledo,27,,Northern Illinois,17,
575,11,Nov 2 2017,9:15 PM,Troy,24,,Idaho,21,
576,11,Nov 3 2017,6:00 PM,Florida Atlantic,30,,Marshall,25,
577,11,Nov 3 2017,8:00 PM,(22) Memphis,41,@,Tulsa,14,
578,11,Nov 3 2017,12:00 PM,Temple,34,,Navy,26,
579,11,Nov 3 2017,9:30 PM,Utah,48,,UCLA,17,
580,11,Nov 4 2017,8:00 PM,(1) Alabama,24,,(19) Louisiana State,10,
581,11,Nov 4 2017,3:00 PM,Alabama-Birmingham,52,,Rice,21,
582,11,Nov 4 2017,9:00 PM,Arizona State,41,,Colorado,30,
583,11,Nov 4 2017,4:00 PM,Arkansas,39,,Coastal Carolina,38,
584,11,Nov 4 2017,3:30 PM,Army,21,@,Air Force,0,
585,11,Nov 4 2017,12:00 PM,(16) Auburn,42,@,Texas A&M,27,
586,11,Nov 4 2017,12:00 PM,Baylor,38,@,Kansas,9,
587,11,Nov 4 2017,7:00 PM,Boise State,41,,Nevada,14,
588,11,Nov 4 2017,5:00 PM,California,37,,Oregon State,23,
589,11,Nov 4 2017,7:15 PM,(15) Central Florida,31,@,Southern Methodist,24,
590,11,Nov 4 2017,4:00 PM,Cincinnati,17,@,Tulane,16,
591,11,Nov 4 2017,3:30 PM,(6) Clemson,38,@,(20) North Carolina State,31,
592,11,Nov 4 2017,7:00 PM,Florida International,14,,Texas-San Antonio,7,
593,11,Nov 4 2017,12:20 PM,Florida State,27,,Syracuse,24,
594,11,Nov 4 2017,10:45 PM,Fresno State,20,,Brigham Young,13,
595,11,Nov 4 2017,3:30 PM,(2) Georgia,24,,South Carolina,10,
596,11,Nov 4 2017,3:00 PM,Georgia State,21,@,Georgia Southern,17,
597,11,Nov 4 2017,12:00 PM,Houston,52,,East Carolina,27,
598,11,Nov 4 2017,3:30 PM,Iowa,55,,(3) Ohio State,24,
599,11,Nov 4 2017,12:00 PM,Kansas State,42,@,Texas Tech,35,
600,11,Nov 4 2017,4:00 PM,Louisiana-Lafayette,19,@,South Alabama,14,
601,11,Nov 4 2017,3:00 PM,Louisiana-Monroe,52,,Appalachian State,45,
602,11,Nov 4 2017,8:00 PM,(9) Miami (FL),28,,(13) Virginia Tech,10,
603,11,Nov 4 2017,7:30 PM,Michigan,33,,Minnesota,10,
604,11,Nov 4 2017,12:00 PM,(24) Michigan State,27,,(7) Penn State,24,
605,11,Nov 4 2017,7:30 PM,Middle Tennessee State,30,,Texas-El Paso,3,
606,11,Nov 4 2017,4:00 PM,Mississippi,37,@,Kentucky,34,
607,11,Nov 4 2017,12:00 PM,(21) Mississippi State,34,,Massachusetts,23,
608,11,Nov 4 2017,12:00 PM,Missouri,45,,Florida,16,
609,11,Nov 4 2017,6:00 PM,Nevada-Las Vegas,31,,Hawaii,23,
610,11,Nov 4 2017,3:00 PM,New Mexico State,45,@,Texas State,35,
611,11,Nov 4 2017,3:30 PM,North Texas,24,@,Louisiana Tech,23,
612,11,Nov 4 2017,3:30 PM,Northwestern,31,@,Nebraska,24,
613,11,Nov 4 2017,3:30 PM,(5) Notre Dame,48,,Wake Forest,37,
614,11,Nov 4 2017,4:00 PM,(8) Oklahoma,62,@,(11) Oklahoma State,52,
615,11,Nov 4 2017,3:30 PM,Old Dominion,6,,Charlotte,0,
616,11,Nov 4 2017,12:00 PM,Purdue,29,,Illinois,10,
617,11,Nov 4 2017,3:30 PM,Rutgers,31,,Maryland,24,
618,11,Nov 4 2017,10:30 PM,San Diego State,52,@,San Jose State,7,
619,11,Nov 4 2017,3:30 PM,South Florida,37,@,Connecticut,20,
620,11,Nov 4 2017,10:45 PM,(17) Southern California,49,,(23) Arizona,35,
621,11,Nov 4 2017,7:30 PM,Tennessee,24,,Southern Mississippi,10,
622,11,Nov 4 2017,7:15 PM,(10) Texas Christian,24,,Texas,7,
623,11,Nov 4 2017,5:30 PM,Utah State,24,@,New Mexico,10,
624,11,Nov 4 2017,12:00 PM,Vanderbilt,31,,Western Kentucky,17,
625,11,Nov 4 2017,3:00 PM,Virginia,40,,Georgia Tech,36,
626,11,Nov 4 2017,10:00 PM,(12) Washington,38,,Oregon,3,
627,11,Nov 4 2017,3:30 PM,(25) Washington State,24,,(18) Stanford,21,
628,11,Nov 4 2017,3:30 PM,West Virginia,20,,(14) Iowa State,16,
629,11,Nov 4 2017,12:00 PM,(4) Wisconsin,45,@,Indiana,17,
630,11,Nov 4 2017,7:00 PM,Wyoming,16,,Colorado State,13,
631,12,Nov 7 2017,Tue,Buffalo,38,,Bowling Green State,28,
632,12,Nov 7 2017,Tue,Miami (OH),24,,Akron,14,
633,12,Nov 8 2017,Wed,Central Michigan,42,,Eastern Michigan,30,
634,12,Nov 8 2017,Wed,Ohio,38,,Toledo,10,
635,12,Nov 8 2017,Wed,Western Michigan,48,,Kent State,20,
636,12,Nov 9 2017,Thu,Appalachian State,27,,Georgia Southern,6,
637,12,Nov 9 2017,Thu,North Carolina,34,@,Pittsburgh,31,
638,12,Nov 9 2017,Thu,Northern Illinois,63,,Ball State,17,
639,12,Nov 10 2017,Fri,Brigham Young,31,@,Nevada-Las Vegas,21,
640,12,Nov 10 2017,Fri,Stanford,30,,(9) Washington,22,
641,12,Nov 10 2017,Fri,Temple,35,@,Cincinnati,24,
642,12,Nov 11 2017,Sat,(1) Alabama,31,@,(18) Mississippi State,24,
643,12,Nov 11 2017,Sat,Alabama-Birmingham,24,@,Texas-San Antonio,19,
644,12,Nov 11 2017,Sat,Arizona,49,,Oregon State,28,
645,12,Nov 11 2017,Sat,Army,21,,Duke,16,
646,12,Nov 11 2017,Sat,(10) Auburn,40,,(2) Georgia,17,
647,12,Nov 11 2017,Sat,Boise State,59,@,Colorado State,52,
648,12,Nov 11 2017,Sat,(14) Central Florida,49,,Connecticut,24,
649,12,Nov 11 2017,Sat,(4) Clemson,31,,Florida State,14,
650,12,Nov 11 2017,Sat,Florida Atlantic,48,@,Louisiana Tech,23,
651,12,Nov 11 2017,Sat,Fresno State,31,@,Hawaii,21,
652,12,Nov 11 2017,Sat,Georgia State,33,@,Texas State,30,
653,12,Nov 11 2017,Sat,Georgia Tech,28,,(17) Virginia Tech,22,
654,12,Nov 11 2017,Sat,Indiana,24,@,Illinois,14,
655,12,Nov 11 2017,Sat,Kentucky,44,@,Vanderbilt,21,
656,12,Nov 11 2017,Sat,Louisiana State,33,,Arkansas,10,
657,12,Nov 11 2017,Sat,Louisville,38,,Virginia,21,
658,12,Nov 11 2017,Sat,Marshall,30,,Western Kentucky,23,
659,12,Nov 11 2017,Sat,Massachusetts,44,,Maine,31,
660,12,Nov 11 2017,Sat,(7) Miami (FL),41,,(3) Notre Dame,8,
661,12,Nov 11 2017,Sat,(21) Michigan,35,@,Maryland,10,
662,12,Nov 11 2017,Sat,Middle Tennessee State,35,@,Charlotte,21,
663,12,Nov 11 2017,Sat,Minnesota,54,,Nebraska,21,
664,12,Nov 11 2017,Sat,Mississippi,50,,Louisiana-Lafayette,22,
665,12,Nov 11 2017,Sat,Missouri,50,,Tennessee,17,
666,12,Nov 11 2017,Sat,Navy,43,,Southern Methodist,40,
667,12,Nov 11 2017,Sat,Nevada,59,,San Jose State,14,
668,12,Nov 11 2017,Sat,North Carolina State,17,@,Boston College,14,
669,12,Nov 11 2017,Sat,North Texas,45,,Texas-El Paso,10,
670,12,Nov 11 2017,Sat,Northwestern,23,,Purdue,13,
671,12,Nov 11 2017,Sat,(11) Ohio State,48,,(13) Michigan State,3,
672,12,Nov 11 2017,Sat,(5) Oklahoma,38,,(8) Texas Christian,20,
673,12,Nov 11 2017,Sat,(12) Oklahoma State,49,@,(24) Iowa State,42,
674,12,Nov 11 2017,Sat,Old Dominion,37,@,Florida International,30,
675,12,Nov 11 2017,Sat,(16) Penn State,35,,Rutgers,6,
676,12,Nov 11 2017,Sat,South Alabama,24,,Arkansas State,19,
677,12,Nov 11 2017,Sat,South Carolina,28,,Florida,20,
678,12,Nov 11 2017,Sat,(15) Southern California,38,@,Colorado,24,
679,12,Nov 11 2017,Sat,Southern Mississippi,43,@,Rice,34,
680,12,Nov 11 2017,Sat,Texas,42,,Kansas,27,
681,12,Nov 11 2017,Sat,Texas A&M,55,,New Mexico,14,
682,12,Nov 11 2017,Sat,Texas Tech,38,,Baylor,24,X
683,12,Nov 11 2017,Sat,Troy,42,@,Coastal Carolina,17,
684,12,Nov 11 2017,Sat,Tulane,31,@,East Carolina,24,
685,12,Nov 11 2017,Sat,UCLA,44,,Arizona State,37,
686,12,Nov 11 2017,Sat,Wake Forest,64,@,Syracuse,43,
687,12,Nov 11 2017,Sat,(19) Washington State,33,@,Utah,25,
688,12,Nov 11 2017,Sat,(23) West Virginia,28,@,Kansas State,23,
689,12,Nov 11 2017,Sat,(6) Wisconsin,38,,(25) Iowa,14,
690,12,Nov 11 2017,Sat,Wyoming,28,@,Air Force,14,
691,13,Nov 14 2017,Tue,Akron,37,,Ohio,34,
692,13,Nov 14 2017,Tue,Central Michigan,42,@,Kent State,23,
693,13,Nov 15 2017,Wed,Eastern Michigan,27,@,Miami (OH),24,
694,13,Nov 15 2017,Wed,Northern Illinois,35,,Western Michigan,31,
695,13,Nov 15 2017,Wed,Toledo,66,@,Bowling Green State,37,
696,13,Nov 16 2017,Thu,Buffalo,40,@,Ball State,24,
697,13,Nov 17 2017,Fri,Nevada-Las Vegas,38,@,New Mexico,35,
698,13,Nov 17 2017,Fri,Western Kentucky,41,,Middle Tennessee State,38,
699,13,Nov 18 2017,Sat,(1) Alabama,56,,Mercer,0,
700,13,Nov 18 2017,Sat,Arizona State,40,@,Oregon State,24,
701,13,Nov 18 2017,Sat,Arkansas State,30,,Texas State,12,
702,13,Nov 18 2017,Sat,(10) Auburn,42,,Louisiana-Monroe,14,
703,13,Nov 18 2017,Sat,Boise State,44,,Air Force,19,
704,13,Nov 18 2017,Sat,Boston College,39,,Connecticut,16,X
705,13,Nov 18 2017,Sat,(14) Central Florida,45,@,Temple,19,
706,13,Nov 18 2017,Sat,(4) Clemson,61,,Citadel,3,
707,13,Nov 18 2017,Sat,Coastal Carolina,13,@,Idaho,7,
708,13,Nov 18 2017,Sat,Colorado State,42,,San Jose State,14,
709,13,Nov 18 2017,Sat,Duke,43,,Georgia Tech,20,
710,13,Nov 18 2017,Sat,East Carolina,48,,Cincinnati,20,
711,13,Nov 18 2017,Sat,Florida,36,,Alabama-Birmingham,7,
712,13,Nov 18 2017,Sat,Florida Atlantic,52,,Florida International,24,
713,13,Nov 18 2017,Sat,Florida State,77,,Delaware State,6,
714,13,Nov 18 2017,Sat,Fresno State,13,@,Wyoming,7,
715,13,Nov 18 2017,Sat,(2) Georgia,42,,Kentucky,13,
716,13,Nov 18 2017,Sat,Georgia Southern,52,,South Alabama,0,
717,13,Nov 18 2017,Sat,Indiana,41,,Rutgers,0,
718,13,Nov 18 2017,Sat,(24) Iowa State,23,@,Baylor,13,
719,13,Nov 18 2017,Sat,Kansas State,45,@,(12) Oklahoma State,40,
720,13,Nov 18 2017,Sat,Louisiana State,30,@,Tennessee,10,
721,13,Nov 18 2017,Sat,Louisiana Tech,42,@,Texas-El Paso,21,
722,13,Nov 18 2017,Sat,Louisiana-Lafayette,47,,New Mexico State,34,
723,13,Nov 18 2017,Sat,Louisville,56,,Syracuse,10,
724,13,Nov 18 2017,Sat,Massachusetts,16,@,Brigham Young,10,
725,13,Nov 18 2017,Sat,(20) Memphis,66,,Southern Methodist,45,
726,13,Nov 18 2017,Sat,(7) Miami (FL),44,,Virginia,28,
727,13,Nov 18 2017,Sat,(13) Michigan State,17,,Maryland,7,
728,13,Nov 18 2017,Sat,(18) Mississippi State,28,@,Arkansas,21,
729,13,Nov 18 2017,Sat,Missouri,45,@,Vanderbilt,17,
730,13,Nov 18 2017,Sat,North Carolina,65,,Western Carolina,10,
731,13,Nov 18 2017,Sat,North Texas,52,,Army,49,
732,13,Nov 18 2017,Sat,Northwestern,39,,Minnesota,0,
733,13,Nov 18 2017,Sat,(3) Notre Dame,24,,Navy,17,
734,13,Nov 18 2017,Sat,(11) Ohio State,52,,Illinois,14,
735,13,Nov 18 2017,Sat,(5) Oklahoma,41,@,Kansas,3,
736,13,Nov 18 2017,Sat,Old Dominion,24,,Rice,21,
737,13,Nov 18 2017,Sat,Oregon,48,,Arizona,28,
738,13,Nov 18 2017,Sat,(16) Penn State,56,,Nebraska,44,
739,13,Nov 18 2017,Sat,Purdue,24,@,(25) Iowa,15,
740,13,Nov 18 2017,Sat,San Diego State,42,,Nevada,23,
741,13,Nov 18 2017,Sat,South Carolina,31,,Wofford,10,
742,13,Nov 18 2017,Sat,(22) South Florida,27,,Tulsa,20,
743,13,Nov 18 2017,Sat,(15) Southern California,28,,UCLA,23,
744,13,Nov 18 2017,Sat,Southern Mississippi,66,,Charlotte,21,
745,13,Nov 18 2017,Sat,Stanford,17,,California,14,
746,13,Nov 18 2017,Sat,Texas,28,@,(23) West Virginia,14,
747,13,Nov 18 2017,Sat,Texas A&M,31,@,Mississippi,24,
748,13,Nov 18 2017,Sat,(8) Texas Christian,27,@,Texas Tech,3,
749,13,Nov 18 2017,Sat,Texas-San Antonio,9,,Marshall,7,
