"","V1","V2","V3","V4","V5","V6"
"84","Louisville","Miami (FL)","18","1"," A 2 H -11"," A 17 H -4"
"85","Texas-San Antonio","Arizona","-3","2","",""
"86","Nevada","Washington State","11","2"," A 7"," H -22"
"87","Boston College","Pittsburgh","-10","2"," A -2"," H 5"
"88","Alabama","Florida Atlantic","41","2","",""
"89","Appalachian State","Campbell","66","2","",""
"90","New Mexico","Arizona State","-35","2","",""
"91","Arkansas","Nicholls State","66","2","",""
"92","Army","Buffalo","8","2","",""
"93","Auburn","San Jose State","46","2","",""
"94","Baylor","Northwestern State","64","2","",""
"95","Boise State","Colorado State","13","2"," A -5 A -11 A -49 H 31"," A -7 H 38 H 14 H 3"
"96","Bowling Green State","Virginia Military Institute","41","2","",""
"97","Texas","Brigham Young","-34","2","",""
"98","California","Sacramento State","41","2","",""
"99","Purdue","Central Michigan","-21","2","",""
"100","Clemson","South Carolina State","66","2","",""
"101","0","0","0","0","0","0"
"102","Connecticut","Stony Brook","3","2","",""
"103","Troy","Duke","-17","2","",""
"104","Miami (OH)","Eastern Kentucky","-7","2","",""
"105","Florida","Eastern Michigan","65","2","",""
"106","Florida International","Wagner","31","2","",""
"107","Florida State","Citadel","25","2","",""
"108","Georgia Southern","Savannah State","74","2","",""
"109","Tulane","Georgia Tech","-17","2"," A 34"," H -6"
"110","Houston","Grambling State","47","2","",""
"111","Illinois","Western Kentucky","8","2","",""
"112","Iowa","Ball State","4","2","",""
"113","Kansas","Southeast Missouri State","6","2","",""
"114","Iowa State","Kansas State","-4","2"," A 17 A 3 H -45 A 20 H -3 H -13"," H 34 H 23 A -1 H 38 H 32 A -6"
"115","Kentucky","Ohio","17","2","",""
"116","Louisiana State","Sam Houston State","56","2","",""
"117","Louisiana","Louisiana Tech","-28","2","",""
"118","Louisiana-Monroe","Idaho","7","2"," H 2 A 14 H -4 A -13"," H -17 H -16 A 5 H 12"
"119","Louisville","Murray State","45","2","",""
"120","Marshall","Rhode Island","41","2","",""
"121","South Florida","Maryland","-7","2"," A 17"," A 45"
"122","Miami (FL)","Florida A&M","34","2","",""
"123","Minnesota","Middle Tennessee State","11","2","",""
"124","0","0","0","0","0","0"
"125","Mississippi State","Alabama-Birmingham","13","2"," H 7"," A 28"
"126","Toledo","Missouri","-25","2","",""
"127","Temple","Navy","-7","2","",""
"128","Nebraska","McNeese State","7","2","",""
"129","Nevada-Las Vegas","Northern Colorado","1","2","",""
"130","Georgia State","New Mexico State","-3","2"," A 3 H -38 A 24"," H -28 H -8 A 17"
"131","North Carolina","San Diego State","4","2","",""
"132","North Carolina State","Old Dominion","12","2","",""
"133","North Texas","Southern Methodist","37","2","",""
"134","Northwestern","Northern Illinois","-8","2","",""
"135","Notre Dame","Michigan","31","2"," H -3"," A -1"
"136","Tulsa","Oklahoma","-45","2","",""
"137","Oklahoma State","Missouri State","17","2","",""
"138","Oregon","Michigan State","19","2"," H 34"," H 42"
"139","Hawaii","Oregon State","-8","2"," H -1 A 9 A 10"," A 24 A -5 H 21"
"140","Penn State","Akron","18","2"," H 41"," H 24"
"141","Rutgers","Howard","13","2","",""
"142","Kent State","South Alabama","-10","2","",""
"143","South Carolina","East Carolina","10","2","",""
"144","Stanford","Southern California","-3","2"," H 17 A 16 H 24 H -3 A -21"," A -27 H -4 H 25 A 3 H 8"
"145","Southern Mississippi","Alcorn State","6","2","",""
"146","Tennessee","Arkansas State","15","2"," H 31"," H 7"
"147","Texas A&M","Lamar","70","2","",""
"148","Texas-El Paso","Texas Tech","-4","2"," A 30"," A 32"
"149","UCLA","Memphis","7","2","",""
"150","Utah","Fresno State","32","2"," H 3"," A 39"
"151","Utah State","Idaho State","20","2","",""
"152","Virginia","Richmond","32","2","",""
"153","Ohio State","Virginia Tech","-14","2","",""
"154","Wake Forest","Gardner-Webb","16","2","",""
"155","Washington","Eastern Washington","7","2","",""
"156","West Virginia","Towson","54","2","",""
"157","Wisconsin","Western Illinois","34","2","",""
"158","Wyoming","Air Force","4","2"," H -17 H -49"," A 18 H 14"
"159","Brigham Young","Houston","8","3"," A 7 H 19"," H -5 H 33"
"160","North Texas","Louisiana Tech","-21","3"," A 35 H -10 A 20 A 18"," A -16 A -11 H 45 H 52"
"161","Buffalo","Baylor","-42","3","",""
"162","Cincinnati","Toledo","24","3","",""
"163","Troy","Abilene Christian","-3","3","",""
"164","Georgia State","Air Force","-10","3","",""
"165","Alabama","Southern Mississippi","40","3"," H 5"," A 49"
"166","Alabama-Birmingham","Alabama A&M","27","3","",""
"167","Arizona","Nevada","7","3"," A -22"," H 11"
"168","Colorado","Arizona State","-14","3"," H -5 A 28 H -3 H -15"," A 8 A -4 H -35 A -14"
"169","Texas Tech","Arkansas","-21","3","",""
"170","Connecticut","Boise State","-17","3"," H -25"," H 25"
"171","Boston College","Southern California","6","3","",""
"172","Bowling Green State","Indiana","3","3","",""
"173","Colorado State","California-Davis","28","3","",""
"174","Duke","Kansas","38","3","",""
"175","Virginia Tech","East Carolina","-7","3"," A -17"," H 29"
"176","Florida","Kentucky","6","3"," A -1 H -3 H -29 A -24 H -3"," A 34 A 38 A 10 H 10 H 7"
"177","Florida Atlantic","Tulsa","29","3","",""
"178","Georgia Tech","Georgia Southern","4","3"," A -33"," A 1"
"179","Hawaii","Northern Iowa","3","3","",""
"180","Ball State","Indiana State","-7","3","",""
"181","Iowa","Iowa State","-3","3","",""
"182","Louisiana State","Louisiana-Monroe","31","3"," H 56 H 38"," A -13 A 34"
"183","Marshall","Ohio","30","3"," A -31"," H 3"
"184","Miami (FL)","Arkansas State","21","3","",""
"185","Michigan","Miami (OH)","24","3","",""
"186","Middle Tennessee State","Western Kentucky","3","3"," A -13 H 12 H 1"," H 15 H -3 A 7"
"187","Mississippi","Louisiana","41","3","",""
"188","South Alabama","Mississippi State","-32","3","",""
"189","Missouri","Central Florida","28","3","",""
"190","Texas State","Navy","-14","3"," H -3"," H 33"
"191","Fresno State","Nebraska","-36","3","",""
"192","South Florida","North Carolina State","-32","3","",""
"193","Nevada-Las Vegas","Northern Illinois","-14","3","",""
"194","0","0","0","0","0","0"
"195","Ohio State","Kent State","66","3","",""
"196","Oklahoma","Tennessee","24","3","",""
"197","Oklahoma State","Texas-San Antonio","30","3","",""
"198","Old Dominion","Eastern Michigan","14","3","",""
"199","Oregon","Wyoming","34","3"," H 19"," A 42"
"200","Rutgers","Penn State","-3","3"," H 2 A 39 H 22"," A 5 H -7 A -6"
"201","Florida International","Pittsburgh","-17","3","",""
"202","South Carolina","Georgia","3","3"," A -14 H -1 A 7 A 7 H -3"," H 27 A -34 A -32 H 27 H 3"
"203","Stanford","Army","35","3","",""
"204","Central Michigan","Syracuse","-37","3","",""
"205","Texas A&M","Rice","28","3","",""
"206","Texas Christian","Minnesota","23","3","",""
"207","Texas-El Paso","New Mexico State","18","3"," A -7"," H -3"
"208","Tulane","Southeastern Louisiana","15","3","",""
"209","0","0","0","0","0","0"
"210","Utah State","Wake Forest","12","3","",""
"211","Vanderbilt","Massachusetts","3","3","",""
"212","Virginia","Louisville","2","3"," A 14 H 17"," H -11 H 18"
"213","Washington","Illinois","25","3","",""
"214","Washington State","Portland State","38","3","",""
"215","Maryland","West Virginia","-3","3","",""
"216","Idaho","Western Michigan","-12","3"," A 12"," H 21"
"217","Kansas State","Auburn","-6","4","",""
"218","South Florida","Connecticut","3","4"," H -11 A 17 A 11"," A 10 H -41 A 31"
"219","Alabama","Florida","21","4"," A -14 A -7"," A -1 H -3"
"220","Arizona","California","4","4"," A -7 H -2 A -22 A 10 H 18 H 1"," H -18 A 8 A -1 H -2 H 3 H -24"
"221","Arkansas","Northern Illinois","38","4","",""
"222","Arkansas State","Utah State","7","4"," A 15"," A 31"
"223","Boise State","Louisiana","25","4","",""
"224","Boston College","Maine","30","4","",""
"225","Brigham Young","Virginia","8","4","",""
"226","Buffalo","Norfolk State","29","4","",""
"227","Central Florida","Bethune-Cookman","34","4","",""
"228","Cincinnati","Miami (OH)","7","4","",""
"229","Colorado","Hawaii","9","4"," H -5 H -15"," H -8 H -1"
"230","Duke","Tulane","34","4"," A -6"," H -17"
"231","East Carolina","North Carolina","29","4"," A -7"," H -17"
"232","Florida State","Clemson","6","4"," A -15 H 40 A -18 A -11 H 3"," H 41 A -14 H 10 H 6 A -4"
"233","Fresno State","Southern Utah","40","4","",""
"234","Georgia","Troy","66","4","",""
"235","South Alabama","Georgia Southern","-22","4"," A -24 A -26 H 3 H 14 H 4"," H 23 H 20 A -38 H 32 A -3"
"236","Virginia Tech","Georgia Tech","-3","4"," A -17 A 5 H -24 A -1"," A 5 A -28 H 11 H -6"
"237","Houston","Nevada-Las Vegas","33","4"," A 8"," A 19"
"238","Illinois","Texas State","7","4","",""
"239","Missouri","Indiana","-4","4","",""
"240","Pittsburgh","Iowa","-4","4","",""
"241","Kansas","Central Michigan","14","4","",""
"242","Florida International","Louisville","-31","4","",""
"243","Akron","Marshall","-31","4"," H 10 A 3"," A -15 H 30"
"244","Syracuse","Maryland","-14","4","",""
"245","Memphis","Middle Tennessee State","19","4","",""
"246","Michigan State","Eastern Michigan","59","4","",""
"247","Minnesota","San Jose State","17","4","",""
"248","Louisiana State","Mississippi State","-5","4"," A 34 H 38 H -7 A 17"," H 15 A -14 A 5 H 7"
"249","Nebraska","Miami (FL)","10","4","",""
"250","New Mexico State","New Mexico","-3","4"," A 18"," H -7"
"251","North Carolina State","Presbyterian","42","4","",""
"252","North Texas","Nicholls State","74","4","",""
"253","Northwestern","Western Illinois","17","4","",""
"254","Louisiana Tech","Northwestern State","-3","4","",""
"255","Ohio","Idaho","12","4"," A 21"," H -12"
"256","West Virginia","Oklahoma","-12","4"," H 19 A -3 H 14 H -1 H -6"," H 37 A -12 H -34 A 4 H -1"
"257","Rice","Old Dominion","-3","4"," A -14 A 27 H 18"," H 3 H -42 A 7"
"258","Washington State","Oregon","-7","4"," A -1 H -1 A 17 H -22"," A -24 A -18 H 29 H -7"
"259","Oregon State","San Diego State","21","4"," A -8"," H 10"
"260","Penn State","Massachusetts","41","4"," H 18"," A 24"
"261","Purdue","Southern Illinois","22","4","",""
"262","Navy","Rutgers","-7","4","",""
"263","Vanderbilt","South Carolina","-14","4"," A 10 A 27 A 10 H -24"," A 7 H 3 H -1 A -3"
"264","Southern Mississippi","Appalachian State","1","4","",""
"265","Temple","Delaware State","59","4","",""
"266","Southern Methodist","Texas A&M","-52","4","",""
"267","Toledo","Ball State","11","4"," H 14 A -1 H 7 A 3"," A -3 H -4 A 14 H -14"
"268","Michigan","Utah","-16","4","",""
"269","Wake Forest","Army","3","4","",""
"270","Washington","Georgia State","31","4","",""
"271","Western Michigan","Murray State","31","4","",""
"272","Wisconsin","Bowling Green State","51","4","",""
"273","Wyoming","Florida Atlantic","1","4","",""
"274","Georgia Southern","Appalachian State","20","5"," A -22 A -38 H 32"," H -26 H 44 A -39"
"275","Oklahoma State","Texas Tech","10","5"," A -7 A 33 H -24 A 34 H -21"," H 13 A 55 H -3 A 32 H -21"
"276","Arizona State","UCLA","-35","5"," A -14 A -4 A -14 H 3"," A -3 H 18 A -14 H -2"
"277","New Mexico","Fresno State","-11","5"," H -10 A -3 H -11"," H 11 A 3 A 10"
"278","Old Dominion","Middle Tennessee State","-13","5"," H -42 A 15 H 3"," A 25 H 3 A 10"
"279","Air Force","Boise State","14","5"," A 4 A 18 H 4 H 7 A 16"," A -49 H 31 A -11 A -5 H 9"
"280","Pittsburgh","Akron","-11","5","",""
"281","Auburn","Louisiana Tech","28","5","",""
"282","Iowa State","Baylor","-21","5"," A 17 A 3 H -45 A 20 H -13"," H 21 A -21 A -34 H 46 A 14"
"283","Massachusetts","Bowling Green State","-5","5"," A -23 A 7 A 24"," H 10 A 7 A -17"
"284","Buffalo","Miami (OH)","8","5"," H -6 H 31"," A 7 A 10"
"285","California","Colorado","3","5"," A 4 H -24 H -2 H -18 A -14 A 8"," A 18 H -15 H -3 A 34 H -5 A 28"
"286","Clemson","North Carolina","15","5"," A 22"," H 5"
"287","Boston College","Colorado State","-3","5","",""
"288","Florida Atlantic","Texas-San Antonio","4","5"," A 28 H 7"," H 3 A 38"
"289","Alabama-Birmingham","Florida International","-14","5"," A 12 A -3 H -5"," H 10 H 28 H -32"
"290","North Carolina State","Florida State","-15","5"," A 41 H -16 A 12 A -7 H 29"," H 6 H 3 A -11 A -18 H 40"
"291","Georgia","Tennessee","3","5"," A 3 A -34 A -32"," A -3 H -8 H 34"
"292","Purdue","Iowa","-14","5"," A -11 A 1 H -18 H -24"," A -16 A 37 H -2 H 41"
"293","Kansas State","Texas-El Paso","30","5"," H 32"," H -4"
"294","Kentucky","Vanderbilt","10","5"," A 6 H 7 H -14 A 10 H -32"," H -24 H -14 A 51 A 10 A 27"
"295","Louisiana State","New Mexico State","56","5"," H 31"," H -13"
"296","Louisiana-Monroe","Troy","2","5"," H 7 A 2 A -13"," A -17 H -39 H 17"
"297","Louisville","Wake Forest","10","5"," A -22 A 6 H 12 H -11 A -19"," H -23 H -14 A 29 A 40 H -6"
"298","Indiana","Maryland","-22","5"," A 16 H -39 A 24 H -6 A 15"," H 7 H -22 A -7 A -1 H -28"
"299","Miami (FL)","Duke","12","5"," A 11 A -24 H 27 A 17"," A -6 H -1 H -25 H 7"
"300","Michigan State","Wyoming","42","5"," A 19"," A 34"
"301","Michigan","Minnesota","-16","5"," A -1"," H 7"
"302","Mississippi","Memphis","21","5","",""
"303","South Carolina","Missouri","-1","5"," H -24 H 3 A -14 A 7 H -3 A -3"," A -7 H -34 H 10 H 10 A -8 A -29"
"304","Nebraska","Illinois","31","5"," H 21 A 35 H -4"," H -11 A 10 H 4"
"305","San Jose State","Nevada","-11","5"," H -7 A 14 H -13"," H -7 H -20 A -8"
"306","Penn State","Northwestern","-23","5"," A 5"," H -1"
"307","0","0","0","0","0","0"
"308","Ohio","Eastern Illinois","15","5","",""
"309","Ohio State","Cincinnati","22","5","",""
"310","Southern Mississippi","Rice","-18","5"," A -10 A 21 H -46 A 2"," H 20 H 18 A 27 H 10"
"311","Rutgers","Tulane","25","5","",""
"312","San Diego State","Nevada-Las Vegas","17","5"," A 11 A -10 H 10 H 16"," H 3 H -3 A 2 H -27"
"313","Idaho","South Alabama","-24","5"," A 5 A 23 H -16 H -17"," H 4 H -22 A 35 H 14"
"314","Southern California","Oregon State","25","5"," A -3 H -4 H 28 A 3 A -27 H 8"," A 24 H 8 A -5 H -6 H -7 H -14"
"315","Washington","Stanford","-7","5"," A -24 A 25 H -14 H 24"," A -21 A 29 A 16 H 24"
"316","Connecticut","Temple","-26","5"," A 10 H 8 H -41 A 31"," H 10 A 20 H -8 H -3"
"317","Kansas","Texas","-23","5"," A 19 H -7 A 13 A 46 H 20"," H 17 A -21 A -21 H -21 H 3"
"318","0","0","0","0","0","0"
"319","Southern Methodist","Texas Christian","-56","5"," A 45"," A 3"
"320","Tulsa","Texas State","-3","5","",""
"321","Toledo","Central Michigan","14","5"," H 11 A 3"," H -3 A -17"
"322","Virginia","Kent State","32","5","",""
"323","Virginia Tech","Western Michigan","18","5","",""
"324","Utah","Washington State","-1","5"," A -6 H 3 A 3 H -24 A -3 H -32"," A -7 H -27 A 21 H -7 A 17 H -22"
"325","Navy","Western Kentucky","-9","5","",""
"326","Wisconsin","South Florida","17","5"," H 45"," H -7"
"327","Yale","Army","6","5","",""
"328","Oregon","Arizona","-7","6"," A -7 A -12 H 25 A -18 A -24 H 34"," A -22 A 10 H 1 H 4 A -32 H 18"
"329","Houston","Central Florida","-5","6"," A 8 H 21 A -24 H -7 H 10 A -26"," H 7 H 20 A -16 H 7 H 24 H 46"
"330","Florida International","Florida Atlantic","28","6"," A -14 A 3 H -32 H 10"," H -3 H 4 A 19 A 1"
"331","Fresno State","San Diego State","11","6"," A -11 A 3 A 10 A -20 H 7"," A -10 H 17 A 9 A 16 H 10"
"332","Syracuse","Louisville","-22","6"," H -18 A -23 A 10 H -7"," H -11 H 10 A 6 H 12"
"333","Brigham Young","Utah State","-15","6"," H 19"," H 14"
"334","Air Force","Navy","9","6","",""
"335","Akron","Eastern Michigan","25","6"," A 14 A 31"," A 15 H 10"
"336","Western Kentucky","Alabama-Birmingham","-3","6"," A 3 A 7 A 49"," A 12 A -3 H -16"
"337","Southern California","Arizona State","-4","6"," A -3 H 25 H 28 A 3 A -27 A 18"," H 16 A 8 A -14 H 3 H 21 H -35"
"338","Arkansas State","Louisiana-Monroe","14","6"," A 15 A -16 H -5 A 18"," H -7 H 7 A 2 H -4"
"339","Army","Ball State","9","6","",""
"340","Auburn","Louisiana State","34","6"," H 24 A 15 A -4"," A 17 H -5 H 3"
"341","Texas","Baylor","-21","6"," A -23 H 3 H 17 A -21"," H 46 A -21 A 14 H 21"
"342","Nevada","Boise State","-5","6"," H -7 A -7 H 16 A 7 H -20"," H 13 H 25 H 9 A 14 H 10"
"343","Bowling Green State","Buffalo","1","6"," A -18 A -17"," A 23 H 31"
"344","Washington State","California","-1","6"," H -7 A 17 H -22 H -27 A -7"," H -18 H -21 A 4 A 8 A -14"
"345","Central Michigan","Ohio","18","6"," A -17 A -6"," H -7 H 23"
"346","Clemson","North Carolina State","41","6"," A 6 H 6 A -4 H 10 A -14 A 22"," H -15 A 12 H -16 A -7 H 29 H -33"
"347","Colorado State","Tulsa","25","6","",""
"348","East Carolina","Southern Methodist","21","6"," A -11 A 8 A -17"," H -1 H -38 A 10"
"349","Tennessee","Florida","-1","6"," H -14 A -3 H 34 H -8"," A 21 H -3 H 6 H -29"
"350","Florida State","Wake Forest","40","6"," H 6 A -15 A -18 A -11 H 3"," H -14 A 29 H -23 A 10 H -6"
"351","Georgia","Vanderbilt","27","6"," A 3 A -34 A -32 H 46"," H -14 A 10 A 10 H 1"
"352","New Mexico State","Georgia Southern","-8","6"," A -3 A 17 A 12 H -8"," A -38 H 32 H 23 A -3"
"353","Georgia Tech","Miami (FL)","11","6"," A -3 H -6 A 5 H 25"," A -24 H 12 H 27 A 17"
"354","Indiana","North Texas","25","6","",""
"355","Kansas State","Texas Tech","32","6"," H 30 A -1 H 23 H 34 A 21 A -6 H 38"," A -4 H -12 H -21 A 10 A 55 H -3 H 13"
"356","Kentucky","South Carolina","7","6"," A 6 H 10 A 10 H -32 A 34"," A -3 A -14 H -1 H 3 H -3"
"357","Louisiana","Georgia State","3","6"," H 15 H 10 A -28 H -19"," H -42 A 3 H -3 A 44"
"358","Louisiana Tech","Texas-El Paso","52","6"," A -21 H 7 A -11 H 49 A 3 H 45"," H 18 A -34 H 21 A 8 H 7 A 18"
"359","Old Dominion","Marshall","-42","6"," A -3 H -13 A 15 H 3"," H 27 H 25 H -1 A -32"
"360","Cincinnati","Memphis","-27","6"," A -38 H 17 A -24 A -8"," A -38 H 11 A -31 A -3"
"361","Miami (OH)","Massachusetts","1","6"," A 10 H 7"," A 24 A -23"
"362","Michigan State","Nebraska","5","6"," A -14 H 42"," H 21 H 18"
"363","Middle Tennessee State","Southern Mississippi","6","6"," A 25"," H -46"
"364","Mississippi","Alabama","6","6"," A -15 H 31 A 3 A 30"," H 59 A -14 A -7 A -1"
"365","Mississippi State","Texas A&M","17","6"," H 15 A 5"," A -3 A 59"
"366","Texas-San Antonio","New Mexico","-12","6"," H -34"," H -7"
"367","Northern Illinois","Kent State","3","6"," H 10 H 3 A -7"," A 7 H -10 H -3"
"368","Northwestern","Wisconsin","6","6"," H 17 H -21 A 41 A -24"," H 34 H 35 A -2 A -18"
"369","Notre Dame","Stanford","3","6"," A 24"," A 16"
"370","Maryland","Ohio State","-28","6"," A -22 A -1 H -22"," H 15 A -7 A -12"
"371","Oklahoma State","Iowa State","17","6"," H 10 A -7 H -24 A 34 H -21 A 21"," H -3 A 20 H -13 H -4 A 3 H -21"
"372","Colorado","Oregon State","-5","6"," H -14 H 9 A 3 A 28 H -15"," H 8 A -8 H -14 A 25 A 24"
"373","Illinois","Purdue","-11","6"," A 31 A 10 H 4 H -16"," A 21 H -18 A 1 H -14"
"374","Rice","Hawaii","14","6","",""
"375","Rutgers","Michigan","2","6"," H -3 H 22 A 42"," H 5 H 24 A 24"
"376","San Jose State","Nevada-Las Vegas","23","6"," A 14 H -13 A 34"," H 3 A 2 A 14"
"377","Appalachian State","South Alabama","-26","6"," A 20 A -39 H 44 A -5 A -19"," H -22 H 14 H 3 A 35 A 10"
"378","Texas Christian","Oklahoma","4","6"," A 3 H 55 A -1 H 21 A -4"," H -34 A -12 A -12 H -1 H 37"
"379","Texas State","Idaho","5","6"," A -4 A -8 H -3 A 4 H 18"," A 7 H 12 A 23 H -24 H -16"
"380","Western Michigan","Toledo","-1","6"," A -4 A -12 A -12"," H 11 H 7 H 14"
"381","UCLA","Utah","-2","6"," A -35 H -12 H 10 H 18"," A 3 H -24 H -32 H 3"
"382","Virginia","Pittsburgh","5","6"," A 7 H -1 A 25"," H -3 A 5 H -28"
"383","North Carolina","Virginia Tech","-17","6"," A 29 H 5 A 27 H 5 A -25"," H -7 H -3 H -24 A 5 A -1"
"384","West Virginia","Kansas","19","6"," H -12 A -3 H 14 A -24 H -1 A 17"," A 37 A 13 A 46 H -7 H -4 H -23"
"385","Central Florida","Brigham Young","7","7"," A -5 A 8"," H 8 A -25"
"386","Nevada-Las Vegas","Fresno State","3","7"," A 17 A 23 H -3 A 2"," H 11 H 14 A -11 H 7"
"387","New Mexico","San Diego State","-10","7"," H -11 A 4 A -3 H -11"," A 11 H 16 H 17 A 9"
"388","Stanford","Washington State","17","7"," H -3 A 16 H 24 A 29 H -3 A -21"," H -27 A 21 A -7 H -7 A -1 H -1"
"389","Akron","Miami (OH)","10","7"," H -31 A 31 H 24"," H -15 A 8 H 1"
"390","Arkansas","Alabama","-1","7"," A 7 H 17 H 30"," H 5 A -7 A 6"
"391","Alabama-Birmingham","North Texas","35","7"," H -14 A -3 H -16"," H 3 H 21 H -21"
"392","Georgia State","Arkansas State","-42","7"," A 3 A 3 A 44"," A 15 H 35 H -5"
"393","Baylor","Texas Christian","3","7"," H 45 A -21 A 14 H 46 A -34 H 21"," A -56 A -38 A -1 A -4 H 4 H 33"
"394","North Carolina State","Boston College","-16","7"," H -15 A 41 A 12 H 29"," A 3 H -4 H -19 A -6"
"395","Ohio","Bowling Green State","-18","7"," A -3 H 3 A 21 H 23"," H 10 A -17 H -12 H 1"
"396","Northern Illinois","Central Michigan","-17","7"," H 10 A -11 A -14 H 3 A -7"," H 7 A -31 H -3 A 14 H 18"
"397","Clemson","Louisville","6","7"," A 6 H 41 A -4 H 10 A -14"," H -11 H 12 A -19 A -22 H 10"
"398","Nevada","Colorado State","-7","7"," A -11 H -5 A -8"," A -7 A 13 H 27"
"399","Georgia Tech","Duke","-6","7"," A -17 A -3 H 11 A 5 A -28 H 25"," H 34 H -1 A 12 H -25 A -3 H 7"
"400","South Florida","East Carolina","-11","7"," H 3 A -8 A 17 A -1"," H 10 A -17 A 8 H 21"
"401","Eastern Michigan","Buffalo","10","7"," A 25 H -31"," H 31 H -6"
"402","Syracuse","Florida State","-18","7"," H -22 A -23 A 10 H -7"," A -11 H 40 H 6 A -15"
"403","Missouri","Georgia","-34","7"," A -1 H 10 H 10 A -8"," A 3 H 27 A -32 H 3"
"404","Georgia Southern","Idaho","23","7"," A -22 A -8 H 32 A -3"," H -24 H 12 H -17 A 5"
"405","Hawaii","Wyoming","10","7"," H -21 A 27 A -13"," H -17 A 14 H -7"
"406","Memphis","Houston","-4","7"," A -38 H 20 A -3 A -31 H 11"," A -26 H 10 H 21 H -7 A -24"
"407","Iowa","Indiana","16","7"," A 7"," H -22"
"408","Iowa State","Toledo","7","7","",""
"409","Kentucky","Louisiana-Monroe","34","7"," A 38"," A 31"
