Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
42,2,Sep 2 1995,Sat,Rice,38,,Nevada-Las Vegas,0,
43,2,Sep 2 1995,Sat,San Diego State,33,,California,9,
44,2,Sep 2 1995,Sat,Southern Methodist,17,,Arkansas,14,
45,2,Sep 2 1995,Sat,Stanford,47,@,San Jose State,33,
46,2,Sep 2 1995,Sat,Syracuse,20,@,(20) North Carolina,9,
47,2,Sep 2 1995,Sat,(8) Tennessee,27,,East Carolina,7,
48,2,Sep 2 1995,Sat,(18) Texas,38,@,Hawaii,17,
49,2,Sep 2 1995,Sat,(3) Texas A&amp;M,33,,Louisiana State,17,
50,2,Sep 2 1995,Sat,(15) UCLA,31,,(12) Miami (FL),8,
51,2,Sep 2 1995,Sat,(17) Virginia,40,,William &amp; Mary,16,
52,2,Sep 2 1995,Sat,(22) Washington,23,,Arizona State,20,
53,3,Sep 7 1995,Thu,(17) Arizona,20,,Georgia Tech,19,
54,3,Sep 7 1995,Thu,Boston College,20,@,(20) Virginia Tech,14,
55,3,Sep 9 1995,Sat,Air Force,34,,Wyoming,10,
56,3,Sep 9 1995,Sat,(13) Alabama,24,,Southern Mississippi,20,
57,3,Sep 9 1995,Sat,Arizona State,45,,Texas-El Paso,20,
58,3,Sep 9 1995,Sat,Arkansas,51,,South Carolina,21,
59,3,Sep 9 1995,Sat,Army,42,,Lehigh,9,
60,3,Sep 9 1995,Sat,(6) Auburn,76,,Chattanooga,10,
61,3,Sep 9 1995,Sat,Ball State,20,,Western Illinois,7,
62,3,Sep 9 1995,Sat,Boise State,38,@,Utah State,14,
63,3,Sep 9 1995,Sat,Bowling Green State,17,@,Missouri,10,
64,3,Sep 9 1995,Sat,Central Michigan,39,,Weber State,31,
65,3,Sep 9 1995,Sat,(10) Colorado,42,,Colorado State,14,
66,3,Sep 9 1995,Sat,Duke,24,,Rutgers,14,
67,3,Sep 9 1995,Sat,East Carolina,27,@,(22) Syracuse,24,
68,3,Sep 9 1995,Sat,(5) Florida,42,@,Kentucky,7,
69,3,Sep 9 1995,Sat,(1) Florida State,45,@,Clemson,26,
70,3,Sep 9 1995,Sat,Fresno State,25,@,California,24,
71,3,Sep 9 1995,Sat,Indiana,24,,Western Michigan,10,
72,3,Sep 9 1995,Sat,Iowa,34,,Northern Iowa,13,
73,3,Sep 9 1995,Sat,Kansas,27,@,North Texas,10,
74,3,Sep 9 1995,Sat,(21) Kansas State,23,@,Cincinnati,21,
75,3,Sep 9 1995,Sat,Louisiana State,34,@,Mississippi State,16,
76,3,Sep 9 1995,Sat,Louisiana Tech,19,@,Houston,7,
77,3,Sep 9 1995,Sat,Louisiana-Lafayette,56,,Alabama-Birmingham,21,
78,3,Sep 9 1995,Sat,Louisiana-Monroe,34,,Nicholls State,21,
79,3,Sep 9 1995,Sat,Louisville,34,@,Northern Illinois,21,
80,3,Sep 9 1995,Sat,Maryland,32,,North Carolina,18,
81,3,Sep 9 1995,Sat,(19) Miami (FL),49,,Florida A&amp;M,3,
82,3,Sep 9 1995,Sat,Miami (OH),39,@,Kent State,0,
83,3,Sep 9 1995,Sat,(11) Michigan,24,,Memphis,7,
84,3,Sep 9 1995,Sat,Mississippi,56,,Indiana State,10,
85,3,Sep 9 1995,Sat,Navy,33,@,Southern Methodist,2,
86,3,Sep 9 1995,Sat,(2) Nebraska,50,@,Michigan State,10,
87,3,Sep 9 1995,Sat,Nevada,45,@,New Mexico State,24,
88,3,Sep 9 1995,Sat,Nevada-Las Vegas,28,,Arkansas State,23,
89,3,Sep 9 1995,Sat,(25) Notre Dame,35,@,Purdue,28,
90,3,Sep 9 1995,Sat,Ohio,14,,Illinois State,6,
91,3,Sep 9 1995,Sat,(14) Oklahoma,38,,San Diego State,22,
92,3,Sep 9 1995,Sat,(24) Oregon,34,,Illinois,31,
93,3,Sep 9 1995,Sat,Pacific,23,,Oregon State,10,
94,3,Sep 9 1995,Sat,(4) Penn State,24,,Texas Tech,23,
95,3,Sep 9 1995,Sat,Pittsburgh,66,,Eastern Michigan,30,
96,3,Sep 9 1995,Sat,(7) Southern California,45,,San Jose State,7,
97,3,Sep 9 1995,Sat,Stanford,27,@,Utah,20,
98,3,Sep 9 1995,Sat,(8) Tennessee,30,,Georgia,27,
99,3,Sep 9 1995,Sat,Texas Christian,27,,Iowa State,10,
100,3,Sep 9 1995,Sat,Toledo,41,,East Tennessee State,20,
101,3,Sep 9 1995,Sat,Tulane,35,,Wake Forest,9,
102,3,Sep 9 1995,Sat,Tulsa,24,,Oklahoma State,23,
103,3,Sep 9 1995,Sat,(12) UCLA,23,@,Brigham Young,9,
104,3,Sep 9 1995,Sat,(16) Virginia,29,@,(23) North Carolina State,24,
105,3,Sep 9 1995,Sat,Washington State,38,,Montana,21,
106,3,Sep 9 1995,Sat,West Virginia,24,,Temple,13,
107,4,Sep 14 1995,Thu,Kansas,38,,Texas Christian,20,
108,4,Sep 14 1995,Thu,Toledo,31,@,Western Michigan,21,
109,4,Sep 16 1995,Sat,Arkansas,20,@,(13) Alabama,19,
110,4,Sep 16 1995,Sat,Arkansas State,14,,Southern Illinois,9,
111,4,Sep 16 1995,Sat,Bowling Green State,50,,Akron,12,
112,4,Sep 16 1995,Sat,Brigham Young,31,,San Diego State,19,
113,4,Sep 16 1995,Sat,Cincinnati,16,@,Virginia Tech,0,
114,4,Sep 16 1995,Sat,Clemson,29,@,Wake Forest,14,
115,4,Sep 16 1995,Sat,(9) Colorado,66,,Louisiana-Monroe,14,
116,4,Sep 16 1995,Sat,Colorado State,27,@,(21) Air Force,20,
117,4,Sep 16 1995,Sat,Duke,23,@,Army,21,
118,4,Sep 16 1995,Sat,East Carolina,30,,Central Michigan,17,
119,4,Sep 16 1995,Sat,Eastern Michigan,51,,Nevada-Las Vegas,6,
120,4,Sep 16 1995,Sat,(4) Florida,62,,(8) Tennessee,37,
121,4,Sep 16 1995,Sat,(1) Florida State,77,,North Carolina State,17,
122,4,Sep 16 1995,Sat,Fresno State,56,,Pacific,24,
123,4,Sep 16 1995,Sat,(23) Georgia,40,,New Mexico State,13,
124,4,Sep 16 1995,Sat,Illinois,9,,(17) Arizona,7,
125,4,Sep 16 1995,Sat,Iowa,27,@,Iowa State,10,
126,4,Sep 16 1995,Sat,Kent State,28,,Ohio,28,
127,4,Sep 16 1995,Sat,Kentucky,17,@,Indiana,10,
128,4,Sep 16 1995,Sat,Louisiana State,12,,(5) Auburn,6,
129,4,Sep 16 1995,Sat,Maryland,31,,West Virginia,17,
130,4,Sep 16 1995,Sat,Memphis,33,,Louisiana-Lafayette,19,
131,4,Sep 16 1995,Sat,Miami (OH),30,@,(25) Northwestern,28,
132,4,Sep 16 1995,Sat,(11) Michigan,23,@,Boston College,13,
133,4,Sep 16 1995,Sat,Michigan State,30,@,Louisville,7,
134,4,Sep 16 1995,Sat,Minnesota,31,,Ball State,7,
135,4,Sep 16 1995,Sat,Mississippi State,30,@,Baylor,21,
136,4,Sep 16 1995,Sat,(2) Nebraska,77,,Arizona State,28,
137,4,Sep 16 1995,Sat,North Texas,30,,Oregon State,27,
138,4,Sep 16 1995,Sat,Northern Illinois,18,@,San Jose State,17,
139,4,Sep 16 1995,Sat,(24) Notre Dame,41,,Vanderbilt,0,
140,4,Sep 16 1995,Sat,(10) Ohio State,30,,(18) Washington,20,
141,4,Sep 16 1995,Sat,(14) Oklahoma,24,,Southern Methodist,10,
142,4,Sep 16 1995,Sat,Oklahoma State,35,,Missouri State,7,
143,4,Sep 16 1995,Sat,(20) Oregon,38,@,(12) UCLA,31,
144,4,Sep 16 1995,Sat,(7) Penn State,66,,Temple,14,
145,4,Sep 16 1995,Sat,Rutgers,27,,Navy,17,
146,4,Sep 16 1995,Sat,South Carolina,68,,Louisiana Tech,21,
147,4,Sep 16 1995,Sat,(6) Southern California,45,,Houston,10,
148,4,Sep 16 1995,Sat,Southern Mississippi,24,@,Utah State,21,
149,4,Sep 16 1995,Sat,(15) Texas,38,,Pittsburgh,27,
150,4,Sep 16 1995,Sat,(3) Texas A&amp;M,52,,Tulsa,9,
151,4,Sep 16 1995,Sat,Texas Tech,41,,Missouri,14,
152,4,Sep 16 1995,Sat,Texas-El Paso,34,,Valdosta State,24,
153,4,Sep 16 1995,Sat,Tulane,17,@,Rice,15,
154,4,Sep 16 1995,Sat,Utah,36,@,New Mexico,9,
155,4,Sep 16 1995,Sat,(16) Virginia,41,,Georgia Tech,14,
156,4,Sep 16 1995,Sat,Wisconsin,24,,Stanford,24,
157,4,Sep 16 1995,Sat,Wyoming,52,,Hawaii,6,
158,5,Sep 21 1995,Thu,North Carolina,17,@,Louisville,10,
159,5,Sep 23 1995,Sat,Arizona State,20,,Oregon State,11,
160,5,Sep 23 1995,Sat,Arkansas,27,,Memphis,20,
161,5,Sep 23 1995,Sat,Ball State,10,,Western Michigan,0,
162,5,Sep 23 1995,Sat,Baylor,14,@,North Carolina State,0,
163,5,Sep 23 1995,Sat,California,40,,San Jose State,7,
164,5,Sep 23 1995,Sat,Central Michigan,22,,Bowling Green State,16,
165,5,Sep 23 1995,Sat,(7) Colorado,29,,(3) Texas A&amp;M,21,
166,5,Sep 23 1995,Sat,Eastern Michigan,31,,Ohio,20,
167,5,Sep 23 1995,Sat,(1) Florida State,46,,Central Florida,14,
168,5,Sep 23 1995,Sat,Hawaii,42,,Texas-El Paso,21,
169,5,Sep 23 1995,Sat,Illinois,7,,East Carolina,0,
170,5,Sep 23 1995,Sat,Indiana,27,,Southern Mississippi,26,
171,5,Sep 23 1995,Sat,Iowa State,57,,Nevada-Las Vegas,30,
172,5,Sep 23 1995,Sat,Kansas,20,,Houston,13,
173,5,Sep 23 1995,Sat,(19) Kansas State,67,,Akron,0,
174,5,Sep 23 1995,Sat,Kentucky,35,@,South Carolina,30,
175,5,Sep 23 1995,Sat,(18) Louisiana State,52,,Rice,7,
176,5,Sep 23 1995,Sat,Louisiana Tech,28,,Arkansas State,25,
177,5,Sep 23 1995,Sat,(24) Maryland,41,,Duke,28,
178,5,Sep 23 1995,Sat,Miami (OH),23,,Cincinnati,16,
179,5,Sep 23 1995,Sat,Michigan State,35,,Purdue,35,
180,5,Sep 23 1995,Sat,Mississippi,18,,(20) Georgia,10,
181,5,Sep 23 1995,Sat,Missouri,31,,Louisiana-Monroe,22,
182,5,Sep 23 1995,Sat,(2) Nebraska,49,,Pacific,7,
183,5,Sep 23 1995,Sat,New Mexico,36,,New Mexico State,24,
184,5,Sep 23 1995,Sat,Northern Illinois,25,,Louisiana-Lafayette,24,
185,5,Sep 23 1995,Sat,Northwestern,30,,Air Force,6,
186,5,Sep 23 1995,Sat,(21) Notre Dame,55,,(13) Texas,27,
187,5,Sep 23 1995,Sat,(8) Ohio State,54,@,Pittsburgh,14,
188,5,Sep 23 1995,Sat,(10) Oklahoma,51,,North Texas,10,
189,5,Sep 23 1995,Sat,(6) Penn State,59,@,Rutgers,34,
190,5,Sep 23 1995,Sat,(5) Southern California,31,@,(25) Arizona,10,
191,5,Sep 23 1995,Sat,Stanford,28,@,(12) Oregon,21,
192,5,Sep 23 1995,Sat,Syracuse,27,,Minnesota,17,
193,5,Sep 23 1995,Sat,(15) Tennessee,52,,Mississippi State,14,
194,5,Sep 23 1995,Sat,Texas Christian,16,@,Vanderbilt,3,
195,5,Sep 23 1995,Sat,Toledo,49,@,Nevada,35,
196,5,Sep 23 1995,Sat,Tulsa,45,,East Tennessee State,20,
197,5,Sep 23 1995,Sat,Utah,25,,Fresno State,21,
198,5,Sep 23 1995,Sat,(11) Virginia,22,@,Clemson,3,
199,5,Sep 23 1995,Sat,Virginia Tech,13,,(17) Miami (FL),7,
200,5,Sep 23 1995,Sat,Wake Forest,30,@,Navy,7,
201,5,Sep 23 1995,Sat,(22) Washington,21,,Army,13,
202,5,Sep 23 1995,Sat,Washington State,24,,(16) UCLA,15,
203,5,Sep 23 1995,Sat,West Virginia,45,,Kent State,6,
204,5,Sep 23 1995,Sat,Wisconsin,42,,Southern Methodist,0,
205,5,Sep 23 1995,Sat,Wyoming,45,,Oklahoma State,25,
206,6,Sep 28 1995,Thu,Georgia Tech,31,,(17) Maryland,3,
207,6,Sep 28 1995,Thu,San Diego State,30,,Nevada,27,
208,6,Sep 30 1995,Sat,Air Force,27,@,New Mexico,24,
209,6,Sep 30 1995,Sat,Akron,16,,Central Michigan,13,
210,6,Sep 30 1995,Sat,(20) Alabama,31,@,Georgia,0,
211,6,Sep 30 1995,Sat,Arizona,20,,California,15,
212,6,Sep 30 1995,Sat,(23) Arkansas,35,@,Vanderbilt,7,
213,6,Sep 30 1995,Sat,(13) Auburn,42,@,Kentucky,21,
214,6,Sep 30 1995,Sat,Baylor,9,,(24) Texas Tech,7,
215,6,Sep 30 1995,Sat,Bowling Green State,37,@,Temple,31,
216,6,Sep 30 1995,Sat,Brigham Young,28,@,Colorado State,21,
217,6,Sep 30 1995,Sat,Clemson,43,@,North Carolina State,22,
218,6,Sep 30 1995,Sat,(4) Colorado,38,@,(10) Oklahoma,17,
219,6,Sep 30 1995,Sat,East Carolina,23,,West Virginia,20,
220,6,Sep 30 1995,Sat,(3) Florida,28,,Mississippi,10,
221,6,Sep 30 1995,Sat,Hawaii,58,@,Nevada-Las Vegas,30,
222,6,Sep 30 1995,Sat,Iowa,59,,New Mexico State,21,
223,6,Sep 30 1995,Sat,(16) Kansas State,44,,Northern Illinois,0,
224,6,Sep 30 1995,Sat,(14) Louisiana State,20,,South Carolina,20,
225,6,Sep 30 1995,Sat,Louisiana Tech,27,,Tulsa,23,
226,6,Sep 30 1995,Sat,Louisiana-Monroe,34,@,Mississippi State,32,
227,6,Sep 30 1995,Sat,Louisville,17,@,Memphis,7,
228,6,Sep 30 1995,Sat,(8) Michigan,38,,Miami (OH),19,
229,6,Sep 30 1995,Sat,Michigan State,25,,Boston College,21,
230,6,Sep 30 1995,Sat,Minnesota,55,,Arkansas State,7,
231,6,Sep 30 1995,Sat,Navy,30,@,Duke,9,
232,6,Sep 30 1995,Sat,(2) Nebraska,35,,Washington State,21,
233,6,Sep 30 1995,Sat,North Carolina,62,,Ohio,0,
234,6,Sep 30 1995,Sat,Northwestern,31,,Indiana,7,
235,6,Sep 30 1995,Sat,(7) Ohio State,45,,(15) Notre Dame,26,
236,6,Sep 30 1995,Sat,Purdue,35,,Ball State,13,
237,6,Sep 30 1995,Sat,Rice,21,,Army,21,
238,6,Sep 30 1995,Sat,San Jose State,32,,Utah State,30,
239,6,Sep 30 1995,Sat,(5) Southern California,31,,Arizona State,0,
240,6,Sep 30 1995,Sat,Southern Mississippi,45,,Tulane,0,
241,6,Sep 30 1995,Sat,Syracuse,27,@,Rutgers,17,
242,6,Sep 30 1995,Sat,(12) Tennessee,31,,Oklahoma State,0,
243,6,Sep 30 1995,Sat,(21) Texas,35,@,Southern Methodist,10,
244,6,Sep 30 1995,Sat,Toledo,45,@,Cincinnati,31,
245,6,Sep 30 1995,Sat,UCLA,45,,Fresno State,21,
246,6,Sep 30 1995,Sat,Utah,34,@,Texas-El Paso,21,
247,6,Sep 30 1995,Sat,(11) Virginia,35,,Wake Forest,17,
248,6,Sep 30 1995,Sat,Virginia Tech,26,@,Pittsburgh,16,
249,6,Sep 30 1995,Sat,(18) Washington,26,@,Oregon State,16,
250,6,Sep 30 1995,Sat,Western Michigan,52,@,Kent State,6,
251,6,Sep 30 1995,Sat,Wisconsin,17,@,(6) Penn State,9,
252,7,Oct 7 1995,Sat,Air Force,56,,Texas-El Paso,46,
253,7,Oct 7 1995,Sat,(16) Alabama,27,,North Carolina State,11,
254,7,Oct 7 1995,Sat,(11) Auburn,48,,Mississippi State,20,
255,7,Oct 7 1995,Sat,Boston College,17,,Pittsburgh,0,
256,7,Oct 7 1995,Sat,Cincinnati,13,,East Carolina,10,
257,7,Oct 7 1995,Sat,Colorado State,59,@,Utah State,17,
258,7,Oct 7 1995,Sat,Eastern Michigan,34,,Central Michigan,24,
259,7,Oct 7 1995,Sat,(3) Florida,28,@,(21) Louisiana State,10,
260,7,Oct 7 1995,Sat,(1) Florida State,41,,Miami (FL),17,
261,7,Oct 7 1995,Sat,Fresno State,51,,New Mexico,34,
262,7,Oct 7 1995,Sat,Georgia,19,@,Clemson,17,
263,7,Oct 7 1995,Sat,Georgia Tech,37,@,Duke,21,
264,7,Oct 7 1995,Sat,Illinois,17,@,Indiana,10,
265,7,Oct 7 1995,Sat,Iowa,21,@,Michigan State,7,
266,7,Oct 7 1995,Sat,(24) Kansas,40,@,(4) Colorado,24,
267,7,Oct 7 1995,Sat,(13) Kansas State,30,,Missouri,0,
268,7,Oct 7 1995,Sat,Louisiana-Lafayette,33,@,Arkansas State,9,
269,7,Oct 7 1995,Sat,Maryland,9,@,Wake Forest,6,
270,7,Oct 7 1995,Sat,Miami (OH),21,@,Bowling Green State,0,
271,7,Oct 7 1995,Sat,Minnesota,39,,Purdue,38,
272,7,Oct 7 1995,Sat,Mississippi,20,,Tulane,17,
273,7,Oct 7 1995,Sat,Nevada,56,,North Texas,24,
274,7,Oct 7 1995,Sat,New Mexico State,48,,Louisiana Tech,13,
275,7,Oct 7 1995,Sat,North Carolina,22,,(9) Virginia,17,
276,7,Oct 7 1995,Sat,Northern Illinois,62,,Nevada-Las Vegas,14,
277,7,Oct 7 1995,Sat,(25) Northwestern,19,@,(7) Michigan,13,
278,7,Oct 7 1995,Sat,(23) Notre Dame,29,@,(15) Washington,21,
279,7,Oct 7 1995,Sat,(5) Ohio State,28,@,(12) Penn State,25,
280,7,Oct 7 1995,Sat,(14) Oklahoma,39,@,Iowa State,26,
281,7,Oct 7 1995,Sat,(17) Oregon,45,,Pacific,7,
282,7,Oct 7 1995,Sat,San Diego State,24,@,Utah,21,
283,7,Oct 7 1995,Sat,South Carolina,77,,Kent State,14,
284,7,Oct 7 1995,Sat,(5) Southern California,26,@,California,16,
285,7,Oct 7 1995,Sat,Southern Mississippi,25,,Louisville,21,
286,7,Oct 7 1995,Sat,(19) Stanford,30,@,Arizona State,28,
287,7,Oct 7 1995,Sat,Syracuse,31,,Temple,14,
288,7,Oct 7 1995,Sat,(10) Tennessee,49,@,(18) Arkansas,31,
289,7,Oct 7 1995,Sat,(20) Texas,37,,Rice,13,
290,7,Oct 7 1995,Sat,Texas Christian,31,,Houston,21,
291,7,Oct 7 1995,Sat,Texas Tech,14,,(8) Texas A&amp;M,7,
292,7,Oct 7 1995,Sat,Toledo,17,,Ball State,14,
293,7,Oct 7 1995,Sat,Troy,20,@,Louisiana-Monroe,10,
294,7,Oct 7 1995,Sat,Tulsa,35,,Wyoming,6,
295,7,Oct 7 1995,Sat,Virginia Tech,14,@,Navy,0,
296,7,Oct 7 1995,Sat,Washington State,40,,Oregon State,14,
297,7,Oct 7 1995,Sat,Western Michigan,7,,Akron,3,
298,8,Oct 14 1995,Sat,Air Force,30,@,Navy,20,
299,8,Oct 14 1995,Sat,Alabama-Birmingham,19,@,North Texas,14,
300,8,Oct 14 1995,Sat,Arizona State,29,,Brigham Young,21,
301,8,Oct 14 1995,Sat,Arkansas,13,,Mississippi,6,
302,8,Oct 14 1995,Sat,Ball State,30,,Bowling Green State,10,
303,8,Oct 14 1995,Sat,Baylor,47,@,Houston,7,
304,8,Oct 14 1995,Sat,Central Michigan,46,@,Youngstown State,25,
305,8,Oct 14 1995,Sat,Cincinnati,16,,Southern Mississippi,13,
306,8,Oct 14 1995,Sat,Colorado State,19,@,Utah,14,
307,8,Oct 14 1995,Sat,(3) Florida,49,@,(7) Auburn,38,
308,8,Oct 14 1995,Sat,(1) Florida State,72,,Wake Forest,13,
309,8,Oct 14 1995,Sat,Georgia,17,@,Vanderbilt,6,
310,8,Oct 14 1995,Sat,Georgia Tech,27,,North Carolina,25,
311,8,Oct 14 1995,Sat,(23) Iowa,22,,Indiana,13,
312,8,Oct 14 1995,Sat,(10) Kansas,34,,Iowa State,7,
313,8,Oct 14 1995,Sat,(8) Kansas State,23,@,Oklahoma State,17,
314,8,Oct 14 1995,Sat,Kentucky,24,,Louisiana State,16,
315,8,Oct 14 1995,Sat,Louisiana-Lafayette,43,,New Mexico State,26,
316,8,Oct 14 1995,Sat,Memphis,23,@,Tulane,8,
317,8,Oct 14 1995,Sat,Miami (FL),56,,Rutgers,21,
318,8,Oct 14 1995,Sat,Michigan State,27,@,Illinois,21,
319,8,Oct 14 1995,Sat,(2) Nebraska,57,,Missouri,0,
320,8,Oct 14 1995,Sat,Nevada,59,,Louisiana-Monroe,35,
321,8,Oct 14 1995,Sat,New Mexico,24,,Hawaii,10,
322,8,Oct 14 1995,Sat,(14) Northwestern,27,@,Minnesota,17,
323,8,Oct 14 1995,Sat,(17) Notre Dame,28,@,Army,27,
324,8,Oct 14 1995,Sat,(4) Ohio State,27,@,(21) Wisconsin,16,
325,8,Oct 14 1995,Sat,(15) Oregon,52,@,California,30,
326,8,Oct 14 1995,Sat,Pacific,47,,Louisiana Tech,41,
327,8,Oct 14 1995,Sat,(20) Penn State,26,@,Purdue,23,
328,8,Oct 14 1995,Sat,San Diego State,48,,Fresno State,24,
329,8,Oct 14 1995,Sat,San Jose State,52,,Nevada-Las Vegas,14,
330,8,Oct 14 1995,Sat,South Carolina,65,@,Mississippi State,39,
331,8,Oct 14 1995,Sat,(5) Southern California,26,,Washington State,14,
332,8,Oct 14 1995,Sat,Syracuse,52,,Eastern Michigan,24,
333,8,Oct 14 1995,Sat,Temple,29,,Pittsburgh,27,
334,8,Oct 14 1995,Sat,(6) Tennessee,41,@,(11) Alabama,14,
335,8,Oct 14 1995,Sat,(18) Texas,24,,(13) Oklahoma,24,
336,8,Oct 14 1995,Sat,(22) Texas A&amp;M,20,,Southern Methodist,17,
337,8,Oct 14 1995,Sat,Texas Christian,33,@,Rice,28,
338,8,Oct 14 1995,Sat,(25) Texas Tech,63,,Arkansas State,25,
339,8,Oct 14 1995,Sat,Toledo,28,,Miami (OH),28,
340,8,Oct 14 1995,Sat,Tulsa,38,@,Texas-El Paso,28,
341,8,Oct 14 1995,Sat,UCLA,17,,Arizona,10,
342,8,Oct 14 1995,Sat,Utah State,42,,Northern Illinois,7,
343,8,Oct 14 1995,Sat,(19) Virginia,44,,Duke,30,
344,8,Oct 14 1995,Sat,Virginia Tech,77,,Akron,27,
345,8,Oct 14 1995,Sat,(24) Washington,38,@,(16) Stanford,28,
346,8,Oct 14 1995,Sat,West Virginia,31,@,Boston College,19,
347,8,Oct 14 1995,Sat,Western Michigan,34,@,Ohio,17,
348,8,Oct 14 1995,Sat,Wyoming,27,,Louisville,20,
349,9,Oct 21 1995,Sat,(21) Alabama,23,@,Mississippi,9,
350,9,Oct 21 1995,Sat,Army,49,@,Boston College,7,
351,9,Oct 21 1995,Sat,(13) Auburn,34,,Western Michigan,13,
352,9,Oct 21 1995,Sat,Brigham Young,23,,Wyoming,20,
353,9,Oct 21 1995,Sat,California,13,@,Oregon State,12,
354,9,Oct 21 1995,Sat,Central Michigan,27,,Kent State,16,
355,9,Oct 21 1995,Sat,Cincinnati,28,,Memphis,3,
356,9,Oct 21 1995,Sat,Clemson,17,@,Maryland,0,
357,9,Oct 21 1995,Sat,(9) Colorado,50,@,Iowa State,28,
358,9,Oct 21 1995,Sat,East Carolina,32,,Temple,22,
359,9,Oct 21 1995,Sat,Eastern Michigan,40,@,Ball State,35,
360,9,Oct 21 1995,Sat,(1) Florida State,42,,Georgia Tech,10,
361,9,Oct 21 1995,Sat,Georgia,12,,Kentucky,3,
362,9,Oct 21 1995,Sat,Hawaii,45,,Central Florida,14,
363,9,Oct 21 1995,Sat,Houston,38,,Southern Methodist,15,
364,9,Oct 21 1995,Sat,(7) Kansas,38,@,(15) Oklahoma,17,
365,9,Oct 21 1995,Sat,Louisiana State,49,,North Texas,7,
366,9,Oct 21 1995,Sat,Louisiana-Lafayette,45,,Pacific,3,
367,9,Oct 21 1995,Sat,Miami (FL),17,@,Pittsburgh,16,
368,9,Oct 21 1995,Sat,(10) Michigan,34,@,Indiana,17,
369,9,Oct 21 1995,Sat,Michigan State,34,,Minnesota,31,
370,9,Oct 21 1995,Sat,Navy,20,,Villanova,14,
371,9,Oct 21 1995,Sat,(2) Nebraska,49,,(8) Kansas State,25,
372,9,Oct 21 1995,Sat,Nevada,49,@,Louisiana Tech,45,
373,9,Oct 21 1995,Sat,New Mexico,22,@,Colorado State,14,
374,9,Oct 21 1995,Sat,North Carolina,31,,Wake Forest,7,
375,9,Oct 21 1995,Sat,North Carolina State,41,@,Duke,38,
376,9,Oct 21 1995,Sat,(11) Northwestern,35,,(24) Wisconsin,0,
377,9,Oct 21 1995,Sat,Northwestern State,42,@,Louisiana-Monroe,39,
