"","V1","V2","V3","V4","V5","V6"
"168","Hawaii","Texas-El Paso","21","5"," A 14 H 5 A 22 H -39 H -17"," H 5 A 33 A 46 H -29 A 10"
"169","Illinois","East Carolina","7","5","",""
"170","Indiana","Southern Mississippi","1","5","",""
"171","Iowa State","Nevada-Las Vegas","27","5","",""
"172","Kansas","Houston","7","5"," H 18"," A 10"
"173","Kansas State","Akron","67","5","",""
"174","South Carolina","Kentucky","-5","5"," A 19 H 0 A -26 H 38 H -56"," A 9 H 8 A 10 A 4 H -35"
"175","Louisiana State","Rice","45","5"," A 16"," H -7"
"176","Louisiana Tech","Arkansas State","3","5"," A 7"," H -24"
"177","Maryland","Duke","13","5"," A 28 A -3 H -17 A -17 H -3"," H -16 H 16 A 17 H -3 A 14"
"178","Miami (OH)","Cincinnati","7","5"," H 0"," H -14"
"179","Purdue","Michigan State","0","5"," A 1 H 11 A 5"," H 3 A 31 H 3"
"180","Mississippi","Georgia","8","5"," A 33 A 18 H -14 H 11"," H -6 H -35 H -31 A -11"
"181","Missouri","Louisiana-Monroe","9","5"," A 21"," A 52"
"182","Nebraska","Pacific","42","5","",""
"183","New Mexico","New Mexico State","12","5","",""
"184","Northern Illinois","Louisiana","1","5"," H -7"," A -24"
"185","Northwestern","Air Force","24","5"," A -2"," H -30"
"186","Notre Dame","Texas","28","5","",""
"187","Pittsburgh","Ohio State","-40","5","",""
"188","Oklahoma","North Texas","41","5"," H -21 A -4"," H -17 A 21"
"189","Rutgers","Penn State","-25","5"," A -3"," H 52"
"190","Arizona","Southern California","-21","5"," H 5 H -14 A -10 A -5"," A -10 A 0 H 12 A -18"
"191","Oregon","Stanford","-7","5"," A -7 A -7 H 19 H -11 A -2"," A -7 H -14 A -12 A -2 H -10"
"192","Syracuse","Minnesota","10","5","",""
"193","Tennessee","Mississippi State","38","5"," A -18 A -27 H 35 A -3"," A 5 A 5 H -26 H 10"
"194","Vanderbilt","Texas Christian","-13","5","",""
"195","Nevada","Toledo","-14","5","",""
"196","Tulsa","East Tennessee State","25","5","",""
"197","Utah","Fresno State","4","5"," A -27 A -13 H -3 H 1 A -6"," H 17 H 33 A 24 H -11 A 28"
"198","Clemson","Virginia","-19","5"," H -19 A -15 A -21 A -17 A -21 H 7 H 17"," H 5 H 18 A -5 A -3 H 27 A 5 H 14"
"199","Virginia Tech","Miami (FL)","6","5"," H -6 A -10 A -28 A -27"," A -3 A -1 H 35 H 5"
"200","Navy","Wake Forest","-23","5"," A -21"," A 16"
"201","Washington","Army","8","5"," H -8"," H -1"
"202","Washington State","UCLA","9","5"," A 19 H -10 A 16 H -12"," H -7 H 7 H 17 A -14"
"203","West Virginia","Kent State","39","5","",""
"204","Wisconsin","Southern Methodist","42","5","",""
"205","Wyoming","Oklahoma State","20","5"," A 29"," A 1"
"206","Georgia Tech","Maryland","28","6"," A 27 A -16 H 2 H -21 A -1 H 8"," H -3 H 13 H 14 H -17 A -3 A -17"
"207","San Diego State","Nevada","3","6","",""
"208","New Mexico","Air Force","-3","6"," H -27 A 17 A -8 H -17"," A 1 A -11 H -7 H 26"
"209","Akron","Central Michigan","3","6"," H -20 A 38 H 8 H -14 A 34"," A 10 H 6 H 11 A -21 H -12"
"210","Georgia","Alabama","-31","6"," A 3 A 8 A -11"," H -27 A -14 A -8"
"211","Arizona","California","5","6"," H -21 A 7 A -10 A -5 H -4"," H -10 A 17 H 16 A -1 H -22"
"212","Vanderbilt","Arkansas","-28","6"," H -8 A 38"," A -1 H 30"
"213","Kentucky","Auburn","-21","6"," H -35 H 8 A 9 A 10"," H -11 A 6 A -6 H 28"
"214","Baylor","Texas Tech","2","6"," H -15 H 3 A -41 H 28"," H 7 H 21 A -31 H 5"
"215","Temple","Bowling Green State","-6","6","",""
"216","Colorado State","Brigham Young","-7","6"," A -7 A -5 H -8 A -7 H 22"," A 26 H -17 A -17 H 3 H 38"
"217","North Carolina State","Clemson","-21","6"," H -5 A 60 A -3 H -17 A 8 A -29"," H -19 H -19 H 17 A -17 A -21 A -15"
"218","Oklahoma","Colorado","-21","6"," A -13 H -21 A -4 H -12"," A -22 H -16 H 21 A -13"
"219","East Carolina","West Virginia","3","6"," A -3 H 10"," A 22 H 11"
"220","Florida","Mississippi","18","6"," A -18 A -11 A -35 H 31"," A 29 A 33 H 8 H 11"
"221","Nevada-Las Vegas","Hawaii","-28","6","",""
"222","Iowa","New Mexico State","38","6","",""
"223","Kansas State","Northern Illinois","44","6"," A -2"," H -36"
"224","South Carolina","Louisiana State","0","6"," H -5 A -26 H -56"," A 8 A -18 H -18"
"225","Louisiana Tech","Tulsa","4","6","",""
"226","Mississippi State","Louisiana-Monroe","-2","6"," A 28"," A 24"
"227","Memphis","Louisville","-10","6"," A -15 H -8"," H 20 A 4"
"228","Michigan","Miami (OH)","19","6"," H -6"," A -2"
"229","Michigan State","Boston College","4","6"," H 3"," H -10"
"230","Minnesota","Arkansas State","48","6","",""
"231","Duke","Navy","-21","6"," H 10 H 16"," A 10 H -23"
"232","Nebraska","Washington State","14","6","",""
"233","North Carolina","Ohio","62","6","",""
"234","Northwestern","Indiana","24","6"," A -6 A -3 H 11 H 11"," H -17 H -7 A 24 A 9"
"235","Ohio State","Notre Dame","19","6"," H 10 H 28"," A -8 A -7"
"236","Purdue","Ball State","22","6"," A 1"," A 24"
"237","Army","Rice","0","6","",""
"238","San Jose State","Utah State","2","6"," H -1 H 38 A 14 A -1"," H 35 A -42 A 4 A -13"
"239","Southern California","Arizona State","31","6"," A -10 A 0 H 1 A -18"," A -9 A 3 H -2 H 9"
"240","Southern Mississippi","Tulane","45","6"," H 4 A -8"," A 20 H -15"
"241","Rutgers","Syracuse","-10","6"," H -28 H 18 A 33 A -3"," A 24 A -32 H 22 H 17"
"242","Tennessee","Oklahoma State","31","6","",""
"243","Southern Methodist","Texas","-25","6"," A 23 H -10 A 3 H -41"," A -32 H 24 H 8 H 8"
"244","Cincinnati","Toledo","-14","6"," A 7"," A 0"
"245","UCLA","Fresno State","24","6"," H 17"," A -1"
"246","Texas-El Paso","Utah","-13","6"," A 10 H -29 A 46 A 33 H 5"," H 1 H -3 H -5 H 4 A -27"
"247","Virginia","Wake Forest","18","6"," H 27 A -19 A 5 H 14 H 5 A -3"," H -1 H -15 A 24 A 16 A 59 H -3"
"248","Pittsburgh","Virginia Tech","-10","6"," A 17 H -1 A 18 H -32"," H -6 H 6 A -28 H 24"
"249","Oregon State","Washington","-10","6"," A 9 A 21 H -5 H -18"," H 3 A -10 A -14 H 0"
"250","Kent State","Western Michigan","-46","6"," A 0 A 8 H -15 H -11"," A -17 H 4 A 10 H 17"
"251","Penn State","Wisconsin","-8","6"," H -3 A -3 A -14 A 11"," H -11 A 11 H -13 A 35"
"252","Air Force","Texas-El Paso","10","7"," H -7 A -3 A 1 A -11"," A 46 H 5 H -13 A 33"
"253","Alabama","North Carolina State","16","7","",""
"254","Auburn","Mississippi State","28","7"," A 6 A -21 A 2 H 24"," H -18 H 10 A 5 H -2"
"255","Boston College","Pittsburgh","17","7"," A -6 A -1 H -3 A 29"," H -10 A 2 H -1 H -32"
"256","Cincinnati","East Carolina","3","7"," H 3"," A -2"
"257","Utah State","Colorado State","-42","7"," A 20"," A -5"
"258","Eastern Michigan","Central Michigan","10","7"," A -20 A -5 A 6 A 16"," A 3 A 8 H -12 H -4"
"259","Louisiana State","Florida","-18","7"," H 6 A 0 A 8 H 29"," A -11 A -56 A -35 H 18"
"260","Florida State","Miami (FL)","24","7","",""
"261","Fresno State","New Mexico","17","7"," A 4 A 24 H -11 A 5"," H -27 A 9 H -3 H 14"
"262","Clemson","Georgia","-2","7","",""
"263","Duke","Georgia Tech","-16","7"," A 44 A 13 A 14 H -3 H 16 A 17"," A 32 H 28 A 27 H 8 A -1 H -21"
"264","Indiana","Illinois","-7","7"," A 24 A 9 H -17 H -18 A 39"," H -3 A -19 H -24 H -6 A 38"
"265","Michigan State","Iowa","-14","7"," A -6 A 31 A -18"," H -19 A -13 H 9"
"266","Colorado","Kansas","-16","7"," A -21 A -22 H -23 H 21"," A -21 H 27 H -38 H 19"
"267","Kansas State","Missouri","30","7"," A -6 A 24 H 34 H 39"," H -4 A 57 A 19 H -4"
"268","Arkansas State","Louisiana","-24","7"," A 3 A -7"," H 7 A 1"
"269","Wake Forest","Maryland","-3","7"," A 26 H -15 A 18 A 24 A 16 H -1"," A -19 H -17 H -3 H 14 H 13 A 28"
"270","Bowling Green State","Miami (OH)","-21","7"," A 6 A 20 H -19 H 26"," A -4 H -2 H 0 A -28"
"271","Minnesota","Purdue","1","7"," H 24 H -10 A 3 A 35 H -28 H -7"," H 22 H -15 H 0 A 5 A 28 H 11"
"272","Mississippi","Tulane","3","7"," A -31"," H -15"
"273","Nevada","North Texas","32","7"," H 23"," A 10"
"274","New Mexico State","Louisiana Tech","35","7"," H -21 A 17 A -2"," H -4 A 7 A 6"
"275","North Carolina","Virginia","5","7"," A 14 A 2 H 24 A 7 H -16 H 4"," A -3 H 27 H 18 A -19 H 5 H 14"
"276","Northern Illinois","Nevada-Las Vegas","48","7"," A -1 A 35 H -7"," A 38 H -42 H 5"
"277","Michigan","Northwestern","-6","7"," A -24 H 19 A -17 H 35 A 10"," A -3 H -2 H 24 A -10 H 11"
"278","Washington","Notre Dame","-8","7"," A 10 H 8 H 0"," A 19 A -1 H 28"
"279","Penn State","Ohio State","-3","7"," H -8 A -3 A -14 H 24"," A -11 H 28 H 21 H 39"
"280","Iowa State","Oklahoma","-13","7"," A 27 H -22 H 24 H -42"," H -21 H -21 H -12 A 39"
"281","Oregon","Pacific","38","7"," A -4"," A 32"
"282","Utah","San Diego State","-3","7"," A -27 H 4 A -13 A -6"," H 9 H 24 A -29 H -3"
"283","South Carolina","Kent State","63","7","",""
"284","California","Southern California","-10","7"," H 33 A 5 A -1 H 16 H -9"," H 38 A -21 A -18 H 12 H 31"
"285","Southern Mississippi","Louisville","4","7"," H 32 H 45 A -8"," A -13 H 20 A -10"
"286","Arizona State","Stanford","-2","7"," A 3 H 9 A 31 A -11 H 4"," H -10 H 21 A 1 A -7 H -14"
"287","Syracuse","Temple","17","7"," H -3 H 22 A -32 H 29"," A 10 A 11 H 2 H -1"
"288","Arkansas","Tennessee","-18","7"," H 30 A -1 H 5"," H 35 A -27 H 38"
"289","Texas","Rice","24","7"," A -25 H 41 H 8 H 8"," A -10 A 5 H -5 A 28"
"290","Texas Christian","Houston","10","7"," A 18 A 3 H 3 A 21 A 8"," A 7 H -40 H 23 H -12 H -32"
"291","Texas Tech","Texas A&M","7","7"," A 2 H 5 H 21 A -31"," A -15 A -7 A -32 H 3"
"292","Toledo","Ball State","3","7"," A -10 A 0 A -19 H 6"," H 10 A -2 H 20 H -5"
"293","Louisiana-Monroe","Troy","-10","7","",""
"294","Tulsa","Wyoming","29","7"," H 1 A 10"," H 20 A 3"
"295","Navy","Virginia Tech","-14","7"," A 10"," A -28"
"296","Washington State","Oregon State","26","7"," A 12 H -10 A 16 H -12"," H -18 H -5 H -1 A 21"
"297","Western Michigan","Akron","4","7"," H -10 A -46 A -17 H 17 A -10"," A 34 H 8 H -6 A 38 H -20"
"298","Navy","Air Force","-10","8"," A 18"," H -30"
"299","North Texas","Alabama-Birmingham","-5","8","",""
"300","Arizona State","Brigham Young","8","8"," H 4"," H -14"
"301","0","0","0","0","0","0"
"302","Ball State","Bowling Green State","20","8"," A -2 H 10 A 3 A -3"," H -21 A 17 H -19 H 26"
"303","Houston","Baylor","-40","8"," A 10 H 23 A 24 H -12"," H 3 A -41 H -15 H 2"
"304","Youngstown State","Central Michigan","-21","8"," A 3"," H 11"
"305","Cincinnati","Southern Mississippi","3","8"," H 3 H 25 A -36"," H -2 A -8 H 32"
"306","Utah","Colorado State","-5","8"," A -27 A -13 H 1 H 20 A -6"," H -8 H 46 A -7 A -42 A -7"
"307","Auburn","Florida","-11","8"," H 33 A 6 A -21 A -6"," H 18 A -18 A -35 A -35"
"308","Florida State","Wake Forest","59","8"," H 44 A -19 H 32 A 5 A -16 H 42"," A 16 H -15 H -1 A 18 A 24 H -3"
"309","Vanderbilt","Georgia","-11","8"," H -8 A 38 A 11 H 4 A 31"," H -31 H 19 A 8 H 9 H -35"
"310","Georgia Tech","North Carolina","2","8"," A 27 H 28 A -16 A 32 H -21 A -1"," H 5 A 14 H 4 H -16 A 7 H 24"
"311","Iowa","Indiana","9","8"," A -14 H -14 A 21 H -19 A 11"," H -18 A 24 A 39 H -7 A 24"
"312","Kansas","Iowa State","27","8"," H 18 A -16 A -21 A 34 H -38"," A 17 H -22 H -13 H -42 A 59"
"313","Oklahoma State","Kansas State","-6","8"," H -43 A -4 A 24 A -12 H -5"," A 24 H 30 A -42 H 39 H 34"
"314","Kentucky","Louisiana State","8","8"," H -35 A -5 H -21 A 10"," H -18 A 0 H 6 A -18"
"315","Louisiana","New Mexico State","17","8"," A 24 H 42 H 7"," H -21 A -2 H 35"
"316","Tulane","Memphis","-15","8"," A 45 A 3 H -4 A 20"," H -8 H -31 H 14 H -10"
"317","Miami (FL)","Rutgers","35","8"," A 6 A -1 H 24 H 5"," H -28 H 18 A -3 A 33"
"318","Illinois","Michigan State","-6","8"," H -24 A -7 A -19 H 34"," H 3 A -18 H -14 H 3"
"319","Nebraska","Missouri","57","8"," A -43 H 24 A -23 A -38"," H -4 A 30 A 21 A 19"
"320","Nevada","Louisiana-Monroe","24","8","",""
"321","New Mexico","Hawaii","14","8"," H -3 A 17 A -8 A 9 H -17"," H -17 H 5 A 22 H -39 A 38"
"322","Minnesota","Northwestern","-10","8"," A 35 H -7 A 34"," A -6 H 35 A -3"
"323","Army","Notre Dame","-1","8"," A 8 A -42"," A -8 H 10"
"324","Wisconsin","Ohio State","-11","8"," A -8 A 11 A -7 H -13"," A -3 H 28 A -28 H 21"
"325","California","Oregon","-22","8"," A 5 A 17 H 16 H -9"," A -4 A -7 H 19 H -11"
"326","Pacific","Louisiana Tech","6","8"," A 42 H -2 H -16"," A 7 A 35 H -4"
"327","Purdue","Penn State","-3","8"," A 28 H 11 A 5 H -15"," H -3 H -8 H 10 A 11"
"328","San Diego State","Fresno State","24","8"," H 24 A -3 A -29 H 9 H -3 A -39"," A -1 A 4 H 33 H 17 A 28 A 5"
"329","San Jose State","Nevada-Las Vegas","38","8"," H -1 H 2 A 14"," A 48 H -42 H 5"
"330","Mississippi State","South Carolina","-26","8"," H -18 A 38 H 10 A 5"," H 0 A 35 H -5 A 30"
"331","Southern California","Washington State","12","8"," A -21 A -10 H 1 A -18"," H -10 A 16 H -12 H 26"
"332","Syracuse","Eastern Michigan","28","8"," A -32"," A 36"
"333","Temple","Pittsburgh","2","8"," A 17 A 24 H -1"," H -32 H -1 A 17"
"334","Alabama","Tennessee","-27","8"," H 4 H -1 A -31 H 5"," H 42 A -18 H 3 H 38"
"335","0","0","0","0","0","0"
"336","Texas A&M","Southern Methodist","3","8"," A -15 H 24 A -7 A -32"," H -41 A 23 H -10 A 3"
"337","Rice","Texas Christian","-5","8"," H -2 A 24 A 5 A -10 A 28"," H 5 A 8 A 21 H 3 A 3"
"338","Texas Tech","Arkansas State","38","8","",""
"339","Miami (OH)","Toledo","0","8"," H -2 H 7 A -21 A -4 H 16"," H 3 A -14 A -19 A -12 H 6"
"340","Texas-El Paso","Tulsa","-10","8","",""
"341","UCLA","Arizona","7","8"," H -7 A 9 H 17 H -24"," H -4 A -10 H 5 H -14"
"342","Utah State","Northern Illinois","35","8"," A 4 H -3 A 2 A -42"," H -7 A 32 A -1 H 48"
"343","Virginia","Duke","14","8"," A -5 H 27 A -19 H 18 H 5 A -3"," H -3 H -16 A 17 H 16 A 44 A 13"
"344","Virginia Tech","Akron","50","8","",""
"345","Stanford","Washington","-10","8"," A -7 A -2 H -14 H 21 A 1"," H -2 H 3 A -24 A -10 H 0"
"346","Boston College","West Virginia","-12","8"," A -6 A -1 H -3 A 29"," H -27 H 11 A 5 A 22"
"347","Ohio","Western Michigan","-17","8"," H 0 A 11 A -6 H -3 A 26"," A -46 A -10 H 4 A 10 H 17"
"348","Wyoming","Louisville","7","8","",""
"349","Mississippi","Alabama","-14","9"," H 8 H 11 A 29"," A -31 A -8 H 7"
