"","V1","V2","V3","V4","V5","V6"
"1","Virginia","Colorado State","-6","1","",""
"2","Wisconsin","Fresno State","2","1","",""
"3","0","0","0","0","0","0"
"4","Nebraska","Arizona State","38","1","",""
"5","North Carolina State","New Mexico","20","1"," A -3"," H -49"
"6","Ohio State","Texas Tech","24","1","",""
"7","Virginia Tech","Arkansas State","56","1","",""
"8","Bowling Green State","Tennessee Tech","34","2","",""
"9","Brigham Young","Syracuse","21","2","",""
"10","Central Michigan","Sam Houston State","24","2","",""
"11","Fresno State","San Diego State","2","2"," H 2"," H -28"
"12","Kent State","New Hampshire","27","2","",""
"13","Buffalo","Lehigh","-11","2","",""
"14","Northern Illinois","Wake Forest","1","2","",""
"15","Oregon State","Eastern Kentucky","39","2","",""
"16","South Florida","Florida Atlantic","41","2","",""
"17","Temple","Richmond","27","2","",""
"18","Toledo","Cal Poly","28","2","",""
"19","Western Michigan","Indiana State","31","2","",""
"20","Tulsa","Oklahoma","-37","2"," A 12 H 20"," A -40 H 68"
"21","Air Force","Northwestern","49","2"," H 41"," A -9"
"22","Alabama","Middle Tennessee State","5","2"," H 26 A -20 A -22"," H -10 A 23 A -1"
"23","Arizona","Northern Arizona","34","2","",""
"24","Arizona State","Eastern Washington","36","2","",""
"25","Boise State","Idaho","17","2","",""
"26","Boston College","Connecticut","8","2"," A 32 H 25 A -22"," A 34 A -38 H -14"
"27","California","Baylor","48","2","",""
"28","0","0","0","0","0","0"
"29","Duke","East Carolina","7","2"," H -37 A 26"," A 24 A 5"
"30","Florida","Alabama-Birmingham","48","2","",""
"31","Florida State","Virginia","21","2"," A -27 H 31 H 17 A -13 A -8 H 26 A 10"," H 35 A -5 H 5 A -4 A 8 H 10 H 5"
"32","Georgia","Clemson","3","2","",""
"33","Georgia Tech","Vanderbilt","42","2"," A -17"," H 4"
"34","Hawaii","Eastern Illinois","25","2","",""
"35","Rice","Houston","-14","2","",""
"36","Indiana","William & Mary","8","2","",""
"37","Iowa","Akron","36","2"," A -5"," H -17"
"38","Iowa State","Kansas","42","2"," H 22 H 7 A 51 A 14"," A 38 A 24 H -64 H -24"
"39","Kansas State","Western Kentucky","45","2","",""
"40","Louisiana Tech","Oklahoma State","3","2"," A 28 A 3"," H 5 H 36"
"41","Marshall","Appalachian State","33","2","",""
"42","Memphis","Murray State","46","2","",""
"43","Miami (FL)","Florida A&M","46","2","",""
"44","North Carolina","Miami (OH)","-6","2","",""
"45","Michigan","Washington","2","2","",""
"46","Michigan State","Eastern Michigan","49","2","",""
"47","Minnesota","Texas State","42","2","",""
"48","Mississippi","Louisiana-Monroe","28","2"," H 35 H -7"," H -12 A 38"
"49","0","0","0","0","0","0"
"50","Southern Methodist","Navy","-31","2"," A 12"," H -7"
"51","Nebraska","Troy","15","2"," A 22 H 11"," A 30 A 37"
"52","New Mexico","Weber State","14","2","",""
"53","North Carolina State","East Tennessee State","34","2","",""
"54","0","0","0","0","0","0"
"55","Oregon","Mississippi State","23","2","",""
"56","Penn State","Central Florida","3","2","",""
"57","Pittsburgh","Ohio","13","2","",""
"58","Purdue","Illinois State","41","2","",""
"59","Arkansas State","San Jose State","-19","2"," H 2 A 52"," A -11 A -3"
"60","South Carolina","New Mexico State","10","2"," H -6"," A 31"
"61","Southern Mississippi","Jackson State","48","2","",""
"62","Tennessee","Wyoming","40","2","",""
"63","Texas","North Texas","27","2","",""
"64","Texas A&M","Louisiana","24","2","",""
"65","Texas-El Paso","Sacramento State","30","2","",""
"66","Tulane","Southern","18","2","",""
"67","Utah State","Utah","-20","2"," H 1"," A 7"
"68","Rutgers","Villanova","-18","2","",""
"69","Washington State","Nevada","24","2","",""
"70","West Virginia","Chattanooga","49","2","",""
"71","Nevada-Las Vegas","Wisconsin","-20","2","",""
"72","Louisville","Kentucky","-5","2","",""
"73","Virginia Tech","Louisiana State","18","2","",""
"74","Cincinnati","Texas Christian","7","2"," A 18 A 9 A -10 H 33"," H 7 H 30 A -14 H 17"
"75","Southern California","Auburn","7","2","",""
"76","Temple","Oregon State","-32","3","",""
"77","Brigham Young","Hawaii","3","3"," A 3"," H 25"
"78","Air Force","New Mexico","7","3"," A -4 H 43 H -19 A -17"," H 7 A -4 A 8 A -9"
"79","Alabama-Birmingham","Troy","1","3","",""
"80","Arizona State","Central Florida","33","3","",""
"81","Arkansas","Boise State","27","3","",""
"82","Arkansas State","Tulsa","2","3"," H -19"," H -11"
"83","Auburn","Western Carolina","56","3","",""
"84","Baylor","Samford","38","3","",""
"85","Boston College","Stanford","7","3"," A -7"," A 24"
"86","Rutgers","Buffalo","-23","3","",""
"87","California","New Mexico State","21","3","",""
"88","Central Michigan","Wyoming","12","3","",""
"89","Clemson","Louisiana Tech","20","3","",""
"90","Colorado","San Diego State","20","3"," A -14"," H -36"
"91","Connecticut","Georgia Tech","-17","3"," A 4"," H 42"
"92","Army","Holy Cross","-9","3","",""
"93","Miami (OH)","Iowa","-5","3"," A -17"," H 36"
"94","Iowa State","Tennessee Tech","52","3","",""
"95","Kansas State","Louisiana-Monroe","68","3","",""
"96","Kentucky","Texas-El Paso","60","3","",""
"97","Louisiana State","Citadel","25","3","",""
"98","Duke","Louisville","-37","3"," H 7 A 31"," H 24 H 6"
"99","Maryland","Akron","30","3"," H 42 A 35"," A 8 A 19"
"100","Florida","Miami (FL)","-25","3"," A -17"," A -23"
"101","Michigan","Western Michigan","23","3"," A -2"," A 4"
"102","Michigan State","Rice","17","3","",""
"103","Louisiana","Minnesota","-24","3","",""
"104","Mississippi","Memphis","22","3","",""
"105","Missouri","Ball State","35","3"," A 23"," A 18"
