Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
82,1,Sep 5 2015,Sat,Texas Tech,59,,Sam Houston State,45,
83,1,Sep 5 2015,Sat,Tulsa,47,,Florida Atlantic,44,
84,1,Sep 5 2015,Sat,(13) UCLA,34,,Virginia,16,
85,1,Sep 5 2015,Sat,West Virginia,44,,Georgia Southern,0,
86,1,Sep 6 2015,Sun,Marshall,41,,Purdue,31,
87,1,Sep 7 2015,Mon,(1) Ohio State,42,@,Virginia Tech,24,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
88,2,Sep 10 2015,Thu,Western Kentucky,41,,Louisiana Tech,38,
89,2,Sep 11 2015,Fri,Miami (FL),44,@,Florida Atlantic,20,
90,2,Sep 11 2015,Fri,(24) Utah,24,,Utah State,14,
91,2,Sep 12 2015,Sat,Air Force,37,,San Jose State,16,
92,2,Sep 12 2015,Sat,(2) Alabama,37,,Middle Tennessee State,10,
93,2,Sep 12 2015,Sat,(22) Arizona,44,@,Nevada,20,
94,2,Sep 12 2015,Sat,Arizona State,35,,Cal Poly,21,
95,2,Sep 12 2015,Sat,(6) Auburn,27,,Jacksonville State,20,
96,2,Sep 12 2015,Sat,(4) Baylor,66,,Lamar,31,
97,2,Sep 12 2015,Sat,Boston College,76,,Howard,0,
98,2,Sep 12 2015,Sat,Bowling Green State,48,@,Maryland,27,
99,2,Sep 12 2015,Sat,Brigham Young,35,,(20) Boise State,24,
100,2,Sep 12 2015,Sat,California,35,,San Diego State,7,
101,2,Sep 12 2015,Sat,Central Michigan,31,,Monmouth,10,
102,2,Sep 12 2015,Sat,Charlotte,34,,Presbyterian,10,
103,2,Sep 12 2015,Sat,(12) Clemson,41,,Appalachian State,10,
104,2,Sep 12 2015,Sat,Colorado,48,,Massachusetts,14,
105,2,Sep 12 2015,Sat,Connecticut,22,,Army,17,
106,2,Sep 12 2015,Sat,Duke,55,,North Carolina Central,0,
107,2,Sep 12 2015,Sat,Eastern Michigan,48,@,Wyoming,29,
108,2,Sep 12 2015,Sat,Florida,31,,East Carolina,24,
109,2,Sep 12 2015,Sat,(11) Florida State,34,,South Florida,14,
110,2,Sep 12 2015,Sat,(10) Georgia,31,@,Vanderbilt,14,
111,2,Sep 12 2015,Sat,Georgia Southern,43,,Western Michigan,17,
112,2,Sep 12 2015,Sat,Georgia State,34,@,New Mexico State,32,
113,2,Sep 12 2015,Sat,(15) Georgia Tech,65,,Tulane,10,
114,2,Sep 12 2015,Sat,Houston,34,@,Louisville,31,
115,2,Sep 12 2015,Sat,Illinois,44,,Western Illinois,0,
116,2,Sep 12 2015,Sat,Indiana,36,,Florida International,22,
117,2,Sep 12 2015,Sat,Iowa,31,@,Iowa State,17,
118,2,Sep 12 2015,Sat,Kansas State,30,@,Texas-San Antonio,3,
119,2,Sep 12 2015,Sat,Kent State,45,,Delaware State,13,
120,2,Sep 12 2015,Sat,Kentucky,26,@,South Carolina,22,
121,2,Sep 12 2015,Sat,(14) Louisiana State,21,@,(25) Mississippi State,19,
122,2,Sep 12 2015,Sat,Louisiana-Lafayette,44,,Northwestern State,17,
123,2,Sep 12 2015,Sat,Louisiana-Monroe,47,,Nicholls State,0,
124,2,Sep 12 2015,Sat,Memphis,55,@,Kansas,23,
125,2,Sep 12 2015,Sat,Michigan,35,,Oregon State,7,
126,2,Sep 12 2015,Sat,(5) Michigan State,31,,(7) Oregon,28,
127,2,Sep 12 2015,Sat,Minnesota,23,@,Colorado State,20,
128,2,Sep 12 2015,Sat,(17) Mississippi,73,,Fresno State,21,
129,2,Sep 12 2015,Sat,(21) Missouri,27,@,Arkansas State,20,
130,2,Sep 12 2015,Sat,Nebraska,48,,South Alabama,9,
131,2,Sep 12 2015,Sat,North Carolina,53,,North Carolina A&amp;T,14,
132,2,Sep 12 2015,Sat,North Carolina State,35,,Eastern Kentucky,0,
133,2,Sep 12 2015,Sat,Northern Illinois,57,,Murray State,26,
134,2,Sep 12 2015,Sat,Northwestern,41,,Eastern Illinois,0,
135,2,Sep 12 2015,Sat,(9) Notre Dame,34,@,Virginia,27,
136,2,Sep 12 2015,Sat,Ohio,21,,Marshall,10,
137,2,Sep 12 2015,Sat,(1) Ohio State,38,,Hawaii,0,
138,2,Sep 12 2015,Sat,(19) Oklahoma,31,@,(23) Tennessee,24,
139,2,Sep 12 2015,Sat,Oklahoma State,32,,Central Arkansas,8,
140,2,Sep 12 2015,Sat,Old Dominion,24,,Norfolk State,10,
141,2,Sep 12 2015,Sat,Penn State,27,,Buffalo,14,
142,2,Sep 12 2015,Sat,Pittsburgh,24,@,Akron,7,
143,2,Sep 12 2015,Sat,Purdue,38,,Indiana State,14,
144,2,Sep 12 2015,Sat,(8) Southern California,59,,Idaho,9,
145,2,Sep 12 2015,Sat,Southern Methodist,31,,North Texas,13,
146,2,Sep 12 2015,Sat,Southern Mississippi,52,,Austin Peay,6,
147,2,Sep 12 2015,Sat,Stanford,31,,Central Florida,7,
148,2,Sep 12 2015,Sat,Syracuse,30,,Wake Forest,17,
149,2,Sep 12 2015,Sat,Temple,34,@,Cincinnati,26,
150,2,Sep 12 2015,Sat,Texas,42,,Rice,28,
151,2,Sep 12 2015,Sat,(16) Texas A&amp;M,56,,Ball State,23,
152,2,Sep 12 2015,Sat,(3) Texas Christian,70,,Stephen F. Austin,7,
153,2,Sep 12 2015,Sat,Texas State,63,,Prairie View A&amp;M,24,
154,2,Sep 12 2015,Sat,Texas Tech,69,,Texas-El Paso,20,
155,2,Sep 12 2015,Sat,Toledo,16,,(18) Arkansas,12,X
156,2,Sep 12 2015,Sat,Troy,44,,Charleston Southern,16,
157,2,Sep 12 2015,Sat,Tulsa,40,@,New Mexico,21,
158,2,Sep 12 2015,Sat,(13) UCLA,37,@,Nevada-Las Vegas,3,
159,2,Sep 12 2015,Sat,Virginia Tech,42,,Furman,3,
160,2,Sep 12 2015,Sat,Washington,49,,Sacramento State,0,
161,2,Sep 12 2015,Sat,Washington State,37,@,Rutgers,34,
162,2,Sep 12 2015,Sat,West Virginia,41,,Liberty,17,
163,2,Sep 12 2015,Sat,Wisconsin,58,,Miami (OH),0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
164,3,Sep 17 2015,Thu,(11) Clemson,20,@,Louisville,17,
165,3,Sep 18 2015,Fri,Arizona State,34,,New Mexico,10,
166,3,Sep 18 2015,Fri,Boise State,52,,Idaho State,0,
167,3,Sep 18 2015,Fri,(9) Florida State,14,@,Boston College,0,
168,3,Sep 19 2015,Sat,Akron,52,,Savannah State,9,
169,3,Sep 19 2015,Sat,(20) Arizona,77,,Northern Arizona,13,
170,3,Sep 19 2015,Sat,Arkansas State,70,,Missouri State,7,
171,3,Sep 19 2015,Sat,Ball State,28,@,Eastern Michigan,17,
172,3,Sep 19 2015,Sat,Buffalo,33,@,Florida Atlantic,15,
173,3,Sep 19 2015,Sat,California,45,@,Texas,44,
174,3,Sep 19 2015,Sat,Cincinnati,37,@,Miami (OH),33,
175,3,Sep 19 2015,Sat,Colorado,27,,Colorado State,24,X
176,3,Sep 19 2015,Sat,Florida,14,@,Kentucky,9,
177,3,Sep 19 2015,Sat,Florida International,39,,North Carolina Central,14,
178,3,Sep 19 2015,Sat,Furman,16,@,Central Florida,15,
179,3,Sep 19 2015,Sat,(7) Georgia,52,,South Carolina,20,
180,3,Sep 19 2015,Sat,Georgia Southern,48,,Citadel,13,
181,3,Sep 19 2015,Sat,Hawaii,47,,California-Davis,27,
182,3,Sep 19 2015,Sat,Idaho,41,,Wofford,38,
183,3,Sep 19 2015,Sat,Indiana,38,,Western Kentucky,35,
184,3,Sep 19 2015,Sat,Iowa,27,,Pittsburgh,24,
185,3,Sep 19 2015,Sat,Kansas State,39,,Louisiana Tech,33,
186,3,Sep 19 2015,Sat,(13) Louisiana State,45,,(18) Auburn,21,
187,3,Sep 19 2015,Sat,Marshall,45,,Norfolk State,7,
188,3,Sep 19 2015,Sat,Maryland,35,,South Florida,17,
189,3,Sep 19 2015,Sat,Memphis,44,@,Bowling Green State,41,
190,3,Sep 19 2015,Sat,Miami (FL),36,,Nebraska,33,
191,3,Sep 19 2015,Sat,Michigan,28,,Nevada-Las Vegas,7,
192,3,Sep 19 2015,Sat,(4) Michigan State,35,,Air Force,21,
193,3,Sep 19 2015,Sat,Middle Tennessee State,73,,Charlotte,14,
194,3,Sep 19 2015,Sat,Minnesota,10,,Kent State,7,
195,3,Sep 19 2015,Sat,(15) Mississippi,43,@,(2) Alabama,37,
196,3,Sep 19 2015,Sat,Mississippi State,62,,Northwestern State,13,
197,3,Sep 19 2015,Sat,(22) Missouri,9,,Connecticut,6,
198,3,Sep 19 2015,Sat,Navy,45,,East Carolina,21,
199,3,Sep 19 2015,Sat,North Carolina,48,,Illinois,14,
200,3,Sep 19 2015,Sat,North Carolina State,38,@,Old Dominion,14,
201,3,Sep 19 2015,Sat,(23) Northwestern,19,@,Duke,10,
202,3,Sep 19 2015,Sat,(8) Notre Dame,30,,(14) Georgia Tech,22,
203,3,Sep 19 2015,Sat,Ohio,35,,Southeastern Louisiana,14,
204,3,Sep 19 2015,Sat,(1) Ohio State,20,,Northern Illinois,13,
205,3,Sep 19 2015,Sat,(16) Oklahoma,52,,Tulsa,38,
206,3,Sep 19 2015,Sat,(25) Oklahoma State,69,,Texas-San Antonio,14,
207,3,Sep 19 2015,Sat,(12) Oregon,61,,Georgia State,28,
208,3,Sep 19 2015,Sat,Oregon State,35,,San Jose State,21,
209,3,Sep 19 2015,Sat,Penn State,28,,Rutgers,3,
210,3,Sep 19 2015,Sat,Rice,38,@,North Texas,24,
211,3,Sep 19 2015,Sat,South Alabama,34,@,San Diego State,27,
212,3,Sep 19 2015,Sat,Southern Mississippi,56,@,Texas State,50,
213,3,Sep 19 2015,Sat,Stanford,41,@,(6) Southern California,31,
214,3,Sep 19 2015,Sat,Syracuse,30,,Central Michigan,27,
215,3,Sep 19 2015,Sat,Temple,25,@,Massachusetts,23,
216,3,Sep 19 2015,Sat,Tennessee,55,,Western Carolina,10,
217,3,Sep 19 2015,Sat,(17) Texas A&amp;M,44,,Nevada,27,
218,3,Sep 19 2015,Sat,(3) Texas Christian,56,,Southern Methodist,37,
219,3,Sep 19 2015,Sat,Texas Tech,35,@,Arkansas,24,
220,3,Sep 19 2015,Sat,Texas-El Paso,50,@,New Mexico State,47,
221,3,Sep 19 2015,Sat,Toledo,30,,Iowa State,23,
222,3,Sep 19 2015,Sat,Tulane,38,,Maine,7,
223,3,Sep 19 2015,Sat,(10) UCLA,24,,(19) Brigham Young,23,
224,3,Sep 19 2015,Sat,(21) Utah,45,@,Fresno State,24,
225,3,Sep 19 2015,Sat,Vanderbilt,47,,Austin Peay,7,
226,3,Sep 19 2015,Sat,Virginia,35,,William &amp; Mary,29,
227,3,Sep 19 2015,Sat,Virginia Tech,51,@,Purdue,24,
228,3,Sep 19 2015,Sat,Wake Forest,17,@,Army,14,
229,3,Sep 19 2015,Sat,Washington,31,,Utah State,17,
230,3,Sep 19 2015,Sat,Washington State,31,,Wyoming,14,
231,3,Sep 19 2015,Sat,Western Michigan,52,,Murray State,20,
232,3,Sep 19 2015,Sat,(24) Wisconsin,28,,Troy,3,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
233,4,Sep 24 2015,Thu,Memphis,53,,Cincinnati,46,
234,4,Sep 25 2015,Fri,Boise State,56,@,Virginia,14,
235,4,Sep 25 2015,Fri,(21) Stanford,42,@,Oregon State,24,
236,4,Sep 26 2015,Sat,Akron,35,@,Louisiana-Lafayette,14,
237,4,Sep 26 2015,Sat,(12) Alabama,34,,Louisiana-Monroe,0,
238,4,Sep 26 2015,Sat,Appalachian State,49,@,Old Dominion,0,
239,4,Sep 26 2015,Sat,Army,58,@,Eastern Michigan,36,
240,4,Sep 26 2015,Sat,(5) Baylor,70,,Rice,17,
241,4,Sep 26 2015,Sat,Boston College,17,,Northern Illinois,14,
242,4,Sep 26 2015,Sat,Bowling Green State,35,@,Purdue,28,
243,4,Sep 26 2015,Sat,California,30,@,Washington,24,
244,4,Sep 26 2015,Sat,Colorado,48,,Nicholls State,0,
245,4,Sep 26 2015,Sat,Colorado State,33,@,Texas-San Antonio,31,
246,4,Sep 26 2015,Sat,Duke,34,,(20) Georgia Tech,20,
247,4,Sep 26 2015,Sat,East Carolina,35,,Virginia Tech,28,
248,4,Sep 26 2015,Sat,Florida,28,,Tennessee,27,
249,4,Sep 26 2015,Sat,Florida Atlantic,17,@,Charlotte,7,
250,4,Sep 26 2015,Sat,(7) Georgia,48,,Southern,6,
251,4,Sep 26 2015,Sat,Georgia Southern,44,@,Idaho,20,
252,4,Sep 26 2015,Sat,Houston,59,,Texas State,14,
253,4,Sep 26 2015,Sat,Illinois,27,,Middle Tennessee State,25,
254,4,Sep 26 2015,Sat,Indiana,31,@,Wake Forest,24,
255,4,Sep 26 2015,Sat,Iowa,62,,North Texas,16,
256,4,Sep 26 2015,Sat,James Madison,48,@,Southern Methodist,45,
257,4,Sep 26 2015,Sat,Kentucky,21,,(25) Missouri,13,
258,4,Sep 26 2015,Sat,(8) Louisiana State,34,@,Syracuse,24,
259,4,Sep 26 2015,Sat,Louisiana Tech,27,,Florida International,17,
260,4,Sep 26 2015,Sat,Louisville,45,,Samford,3,
261,4,Sep 26 2015,Sat,Marshall,36,@,Kent State,29,
262,4,Sep 26 2015,Sat,Michigan,31,,(22) Brigham Young,0,
263,4,Sep 26 2015,Sat,(2) Michigan State,30,,Central Michigan,10,
264,4,Sep 26 2015,Sat,Minnesota,27,,Ohio,24,
265,4,Sep 26 2015,Sat,(3) Mississippi,27,,Vanderbilt,16,
266,4,Sep 26 2015,Sat,Mississippi State,17,@,Auburn,9,
267,4,Sep 26 2015,Sat,Navy,28,@,Connecticut,18,
268,4,Sep 26 2015,Sat,Nebraska,36,,Southern Mississippi,28,
269,4,Sep 26 2015,Sat,Nevada,24,@,Buffalo,21,
270,4,Sep 26 2015,Sat,Nevada-Las Vegas,80,,Idaho State,8,
271,4,Sep 26 2015,Sat,New Mexico,38,@,Wyoming,28,
272,4,Sep 26 2015,Sat,North Carolina,41,,Delaware,14,
273,4,Sep 26 2015,Sat,North Carolina State,63,@,South Alabama,13,
274,4,Sep 26 2015,Sat,(17) Northwestern,24,,Ball State,19,
275,4,Sep 26 2015,Sat,(6) Notre Dame,62,,Massachusetts,27,
276,4,Sep 26 2015,Sat,(1) Ohio State,38,,Western Michigan,12,
277,4,Sep 26 2015,Sat,(24) Oklahoma State,30,@,Texas,27,
278,4,Sep 26 2015,Sat,Penn State,37,,San Diego State,21,
279,4,Sep 26 2015,Sat,Rutgers,27,,Kansas,14,
280,4,Sep 26 2015,Sat,San Jose State,49,,Fresno State,23,
281,4,Sep 26 2015,Sat,South Carolina,31,,Central Florida,14,
282,4,Sep 26 2015,Sat,(19) Southern California,42,@,Arizona State,14,
283,4,Sep 26 2015,Sat,(14) Texas A&amp;M,28,,Arkansas,21,X
284,4,Sep 26 2015,Sat,(3) Texas Christian,55,@,Texas Tech,52,
285,4,Sep 26 2015,Sat,Texas-El Paso,27,,Incarnate Word,17,
286,4,Sep 26 2015,Sat,Toledo,37,,Arkansas State,7,
287,4,Sep 26 2015,Sat,(9) UCLA,56,@,(16) Arizona,30,
288,4,Sep 26 2015,Sat,(18) Utah,62,@,(13) Oregon,20,
289,4,Sep 26 2015,Sat,West Virginia,45,,Maryland,6,
290,4,Sep 26 2015,Sat,Western Kentucky,56,,Miami (OH),14,
291,4,Sep 26 2015,Sat,(22) Wisconsin,28,,Hawaii,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
292,5,Oct 1 2015,Thu,Cincinnati,34,,Miami (FL),23,
293,5,Oct 2 2015,Fri,Brigham Young,30,,Connecticut,13,
294,5,Oct 2 2015,Fri,Memphis,24,@,South Florida,17,
295,5,Oct 2 2015,Fri,Temple,37,@,Charlotte,3,
296,5,Oct 3 2015,Sat,(13) Alabama,38,@,(8) Georgia,10,
297,5,Oct 3 2015,Sat,Appalachian State,31,,Wyoming,13,
298,5,Oct 3 2015,Sat,Arizona State,38,@,(7) UCLA,23,
299,5,Oct 3 2015,Sat,Arkansas,24,@,Tennessee,20,
300,5,Oct 3 2015,Sat,Arkansas State,49,,Idaho,35,
301,5,Oct 3 2015,Sat,Auburn,35,,San Jose State,21,
302,5,Oct 3 2015,Sat,(5) Baylor,63,,Texas Tech,35,X
303,5,Oct 3 2015,Sat,Boise State,55,,Hawaii,0,
304,5,Oct 3 2015,Sat,Bowling Green State,28,@,Buffalo,22,
305,5,Oct 3 2015,Sat,(24) California,34,,Washington State,28,
306,5,Oct 3 2015,Sat,Central Michigan,29,,Northern Illinois,19,
307,5,Oct 3 2015,Sat,(12) Clemson,24,,(6) Notre Dame,22,
308,5,Oct 3 2015,Sat,Duke,9,,Boston College,7,
309,5,Oct 3 2015,Sat,East Carolina,49,@,Southern Methodist,23,
310,5,Oct 3 2015,Sat,(25) Florida,38,,(3) Mississippi,10,
311,5,Oct 3 2015,Sat,(11) Florida State,24,@,Wake Forest,16,
312,5,Oct 3 2015,Sat,Georgia Southern,51,@,Louisiana-Monroe,31,
313,5,Oct 3 2015,Sat,Houston,38,@,Tulsa,24,
314,5,Oct 3 2015,Sat,Illinois,14,,Nebraska,13,
315,5,Oct 3 2015,Sat,Iowa,10,@,(19) Wisconsin,6,
316,5,Oct 3 2015,Sat,Iowa State,38,,Kansas,13,
317,5,Oct 3 2015,Sat,Kent State,20,,Miami (OH),14,
318,5,Oct 3 2015,Sat,Kentucky,34,,Eastern Kentucky,27,
319,5,Oct 3 2015,Sat,Liberty,41,@,Georgia State,33,
320,5,Oct 3 2015,Sat,(9) Louisiana State,44,,Eastern Michigan,22,
321,5,Oct 3 2015,Sat,Louisiana Tech,43,,Louisiana-Lafayette,14,
322,5,Oct 3 2015,Sat,Louisville,20,@,North Carolina State,13,
323,5,Oct 3 2015,Sat,Marshall,27,,Old Dominion,7,
324,5,Oct 3 2015,Sat,Massachusetts,24,,Florida International,14,
325,5,Oct 3 2015,Sat,(22) Michigan,28,@,Maryland,0,
326,5,Oct 3 2015,Sat,(2) Michigan State,24,,Purdue,21,
327,5,Oct 3 2015,Sat,Missouri,24,,South Carolina,10,
328,5,Oct 3 2015,Sat,Navy,33,,Air Force,11,
329,5,Oct 3 2015,Sat,Nevada-Las Vegas,23,@,Nevada,17,
330,5,Oct 3 2015,Sat,New Mexico,38,,New Mexico State,29,
331,5,Oct 3 2015,Sat,North Carolina,38,@,Georgia Tech,31,
332,5,Oct 3 2015,Sat,(16) Northwestern,27,,Minnesota,0,
333,5,Oct 3 2015,Sat,Ohio,14,@,Akron,12,
334,5,Oct 3 2015,Sat,(1) Ohio State,34,@,Indiana,27,
335,5,Oct 3 2015,Sat,(15) Oklahoma,44,,(23) West Virginia,24,
336,5,Oct 3 2015,Sat,(20) Oklahoma State,36,,Kansas State,34,
337,5,Oct 3 2015,Sat,Oregon,41,@,Colorado,24,
338,5,Oct 3 2015,Sat,Penn State,20,,Army,14,
339,5,Oct 3 2015,Sat,Pittsburgh,17,@,Virginia Tech,13,
340,5,Oct 3 2015,Sat,San Diego State,21,,Fresno State,7,
341,5,Oct 3 2015,Sat,South Alabama,24,@,Troy,18,
342,5,Oct 3 2015,Sat,Southern Mississippi,49,,North Texas,14,
343,5,Oct 3 2015,Sat,(18) Stanford,55,,Arizona,17,
344,5,Oct 3 2015,Sat,(14) Texas A&amp;M,30,,(21) Mississippi State,17,
345,5,Oct 3 2015,Sat,(4) Texas Christian,50,,Texas,7,
346,5,Oct 3 2015,Sat,Texas-San Antonio,25,@,Texas-El Paso,6,
347,5,Oct 3 2015,Sat,Toledo,24,@,Ball State,10,
348,5,Oct 3 2015,Sat,Tulane,45,,Central Florida,31,
349,5,Oct 3 2015,Sat,Utah State,33,,Colorado State,18,
350,5,Oct 3 2015,Sat,Vanderbilt,17,@,Middle Tennessee State,13,
351,5,Oct 3 2015,Sat,Western Kentucky,49,@,Rice,10,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
352,6,Oct 8 2015,Thu,Houston,49,,Southern Methodist,28,
353,6,Oct 8 2015,Thu,Washington,17,@,(17) Southern California,12,
354,6,Oct 9 2015,Fri,Marshall,31,,Southern Mississippi,10,
355,6,Oct 9 2015,Fri,Virginia Tech,28,,North Carolina State,13,
356,6,Oct 10 2015,Sat,Air Force,31,,Wyoming,17,
357,6,Oct 10 2015,Sat,Akron,47,@,Eastern Michigan,21,
358,6,Oct 10 2015,Sat,(8) Alabama,27,,Arkansas,14,
359,6,Oct 10 2015,Sat,Appalachian State,37,@,Georgia State,3,
360,6,Oct 10 2015,Sat,Arizona,44,,Oregon State,7,
361,6,Oct 10 2015,Sat,Arizona State,48,,Colorado,23,
362,6,Oct 10 2015,Sat,(3) Baylor,66,@,Kansas,7,
363,6,Oct 10 2015,Sat,(25) Boise State,41,@,Colorado State,10,
364,6,Oct 10 2015,Sat,Bowling Green State,62,,Massachusetts,38,
365,6,Oct 10 2015,Sat,Brigham Young,45,,East Carolina,38,
366,6,Oct 10 2015,Sat,(6) Clemson,43,,Georgia Tech,24,
367,6,Oct 10 2015,Sat,Connecticut,40,@,Central Florida,13,
368,6,Oct 10 2015,Sat,Duke,44,@,Army,3,
369,6,Oct 10 2015,Sat,(11) Florida,21,@,Missouri,3,
370,6,Oct 10 2015,Sat,Florida International,52,,Texas-El Paso,12,
371,6,Oct 10 2015,Sat,(12) Florida State,29,,Miami (FL),24,
372,6,Oct 10 2015,Sat,(22) Iowa,29,,Illinois,20,
373,6,Oct 10 2015,Sat,(7) Louisiana State,45,@,South Carolina,24,
374,6,Oct 10 2015,Sat,Louisiana Tech,34,@,Texas-San Antonio,31,
