"","V1","V2","V3","V4","V5","V6"
"1","Miami (OH)","Indiana State","49","1","",""
"2","0","0","0","0","0","0"
"3","Arizona State","Texas-El Paso","32","2","",""
"4","Ball State","Boston College","-8","2","",""
"5","Eastern Michigan","Buffalo","3","2"," H 3 A 52"," H 30 H -26"
"6","Texas Christian","Northwestern","3","2","",""
"7","Utah","Texas A&M","20","2"," A -17"," H 31"
"8","Western Michigan","Tennessee-Martin","42","2","",""
"9","New Mexico","Washington State","-4","2"," A 10"," A 19"
"10","Alabama","Utah State","31","2","",""
"11","Alabama-Birmingham","Baylor","42","2","",""
"12","Arizona","Northern Arizona","18","2","",""
"13","Arkansas","New Mexico State","50","2","",""
"14","Auburn","Louisiana-Monroe","31","2"," H 18"," A 29"
"15","Boise State","Idaho","58","2","",""
"16","Brigham Young","Notre Dame","3","2"," A 27"," H 8"
"17","Air Force","California","-42","2","",""
"18","Clemson","Wake Forest","7","2"," A 19 H 6 A -7 A 3"," H -3 A 6 A 45 H 2"
"19","Colorado","Colorado State","3","2","",""
"20","Connecticut","Murray State","38","2","",""
"21","Hawaii","Florida Atlantic","-7","2","",""
"22","Georgia","Georgia Southern","20","2","",""
"23","Georgia Tech","Samford","21","2","",""
"24","Illinois","Florida A&M","39","2","",""
"25","Indiana","Central Michigan","31","2"," H -10"," A 17"
"26","Iowa","Kent State","32","2","",""
"27","Iowa State","Northern Iowa","23","2","",""
"28","Kansas","Tulsa","18","2","",""
"29","Kansas State","Western Kentucky","14","2","",""
"30","Louisiana","Northwestern State","7","2","",""
"31","Louisiana State","Oregon State","1","2","",""
"32","Maryland","Northern Illinois","3","2","",""
"33","Mississippi","Memphis","-7","2"," H 7"," A -12"
"34","Michigan","Miami (OH)","33","2","",""
"35","Minnesota","Toledo","42","2","",""
"36","Mississippi State","Tulane","21","2"," H -14"," H 4"
"37","Missouri","Arkansas State","32","2"," A 10"," H 4"
"38","Navy","Duke","15","2","",""
"39","Nebraska","Western Illinois","39","2","",""
"40","North Carolina","William & Mary","11","2","",""
"41","North Carolina State","Richmond","42","2","",""
"42","Ohio","Virginia Military Institute","28","2","",""
"43","Ohio State","Cincinnati","21","2","",""
"44","Oklahoma","Bowling Green State","16","2","",""
"45","UCLA","Oklahoma State","-11","2","",""
"46","Penn State","Akron","38","2"," H 24"," A -5"
"47","Rutgers","Michigan State","5","2","",""
"48","San Diego State","Idaho State","17","2","",""
"49","Vanderbilt","South Carolina","-25","2"," A 3 A 30 H -17 A 1"," H -3 H -4 A 34 A -5"
"50","Stanford","San Jose State","40","2"," H 14"," A 15"
"51","Texas","North Texas","65","2"," H 30 A -24"," A 23 A 31"
"52","Southern Methodist","Texas Tech","-14","2"," A 44"," H 35"
"53","Marshall","Troy","-2","2","",""
"54","Temple","Virginia","-30","2"," A 23 H 10"," H 16 H 21"
"55","West Virginia","East Carolina","33","2","",""
"56","Wisconsin","Central Florida","28","2"," H 13"," A 24"
"57","Wyoming","Appalachian State","46","2","",""
"58","Washington","Fresno State","-19","2","",""
"59","Louisville","Kentucky","28","2","",""
"60","Purdue","Syracuse","51","2","",""
"61","0","0","0","0","0","0"
"62","Tennessee","Nevada-Las Vegas","25","2","",""
"63","Louisiana Tech","Nevada","17","2"," H 7 A -31 A 11 H 17"," A 37 A 18 A 22 H 6"
"64","Troy","Missouri","10","3"," A 4"," H 32"
"65","Boise State","Oregon State","19","3","",""
"66","Miami (FL)","Florida State","6","3"," A -14 A 3 H -7 A -10"," A -7 H 22 H 19 H 33"
"67","Air Force","Eastern Washington","22","3","",""
"68","Alabama","Mississippi","21","3"," A 17 H -17 A 4 A 16"," A 32 A -3 H -4 A 3"
"69","Northwestern","Arizona State","-9","3","",""
"70","Mississippi State","Auburn","-29","3"," A 51 H 15 H -3"," H 1 H 32 H 18"
"71","Baylor","Texas State","7","3","",""
"72","Boston College","Penn State","14","3","",""
"73","Bowling Green State","Southeast Missouri State","39","3","",""
"74","California","New Mexico State","27","3","",""
"75","Cincinnati","Miami (OH)","19","3","",""
"76","Washington State","Colorado","-8","3","",""
"77","Connecticut","Duke","2","3"," A 20"," A 17"
"78","Florida","Eastern Michigan","39","3","",""
"79","North Texas","Florida Atlantic","-7","3"," H 9 H 10 H 15"," A -7 H -28 H -4"
"80","Youngstown State","Florida International","-6","3","",""
"81","Kansas State","Fresno State","-24","3","",""
"82","South Carolina","Georgia","-4","3"," A -25 A -5 H -14 H 3"," H 30 A -45 H -5 A -6"
"83","Clemson","Georgia Tech","-4","3"," A 20 H 3 H 6 A -7 A 3"," H -20 A -13 A -10 H -24 H 17"
"84","Oregon","Indiana","-6","3","",""
"85","Iowa","Iowa State","7","3","",""
"86","Kansas","Toledo","49","3","",""
"87","Kent State","Liberty","28","3","",""
"88","Louisiana State","Arkansas State","50","3"," H 4 H 3"," H 4 A 7"
"89","Louisiana Tech","Louisiana","4","3","",""
"90","Army","Louisville","-31","3"," A 14 H -4 H 19 A -7 A 10"," A -38 H 27 H 63 H 32 H 52"
"91","Maryland","Temple","23","3"," A 3 A 16"," A 21 H -30"
"92","Memphis","Chattanooga","31","3","",""
"93","Michigan State","Central Michigan","17","3"," A -10"," A 31"
"94","Akron","Middle Tennessee State","-7","3","",""
"95","Minnesota","Illinois State","16","3","",""
"96","Navy","Northeastern","4","3","",""
"97","Nevada","Sacramento State","52","3","",""
"98","Rutgers","New Hampshire","-11","3","",""
"99","New Mexico","Texas Tech","3","3","",""
"100","Northern Illinois","Southern Illinois","1","3","",""
"101","Notre Dame","Michigan","8","3"," A -7 H -25"," H 8 A -2"
"102","Ohio State","Marshall","3","3","",""
"103","Oklahoma","Houston","50","3","",""
"104","Oklahoma State","Tulsa","17","3"," H 52"," A 6"
"105","Pittsburgh","Ohio","21","3","",""
"106","Purdue","Ball State","52","3","",""
"107","South Florida","Tennessee Tech","14","3","",""
"108","Southern California","Colorado State","49","3"," A -32"," H -10"
"109","Nebraska","Southern Mississippi","-4","3","",""
"110","Stanford","Brigham Young","27","3"," H -3 A 8"," H -32 H 3"
"111","Buffalo","Syracuse","-20","3","",""
"112","Arkansas","Texas","-2","3","",""
"113","Texas A&M","Wyoming","31","3"," A 20"," H -17"
"114","Texas Christian","Southern Methodist","44","3"," A 35"," H -14"
"115","Texas-El Paso","Weber State","32","3","",""
"116","Tulane","Florida A&M","20","3","",""
"117","Illinois","UCLA","-18","3","",""
"118","Arizona","Utah","-17","3","",""
"119","Utah State","Idaho","7","3"," A 28 H -8 A 21 A 7 A 9"," A 40 A 22 A 20 H -2 H 14"
"120","Virginia","North Carolina","32","3"," A 33 H -10 A -20"," A 22 H 3 H 21"
"121","Virginia Tech","Western Michigan","63","3","",""
"122","East Carolina","Wake Forest","-14","3","",""
"123","Central Florida","West Virginia","-25","3","",""
"124","Wisconsin","Nevada-Las Vegas","15","3","",""
"125","Boston College","Connecticut","20","4"," A 3 A -19 A -17"," H 12 H -12 H 14"
"126","Nevada-Las Vegas","Air Force","-17","4"," A -4 H -4 A 35 H -8"," H -17 H 5 A 14 A 17"
"127","Alabama","Western Carolina","52","4","",""
"128","Arizona State","Iowa","37","4","",""
"129","Arkansas","Louisiana-Monroe","29","4"," A 18"," A 31"
"130","Auburn","Louisiana State","1","4"," A -29 A -21 H 18"," H 51 H 3 A 29"
"131","Texas-El Paso","Boise State","-16","4"," A -3 H 31 A -17 A -18 H 30"," H 17 H 66 H 41 A -7 H 18"
"132","Central Michigan","Southeast Missouri State","17","4","",""
"133","Colorado","North Texas","31","4"," H -24"," A 65"
"134","Middle Tennessee State","Florida Atlantic","-7","4"," A 9 A 34 H 13"," A -7 H -28 H -4"
"135","Florida State","Alabama-Birmingham","27","4","",""
"136","Fresno State","Portland State","10","4","",""
"137","Georgia","Marshall","10","4","",""
"138","Houston","Army","14","4"," A 7 H 21 H 10"," H -4 A 14 A 10"
"139","Illinois","Western Michigan","3","4","",""
"140","Iowa State","Northern Illinois","7","4","",""
"141","Kansas State","Louisiana","20","4","",""
"142","Kentucky","Indiana","19","4","",""
"143","Mississippi State","Maine","-2","4","",""
"144","Arkansas State","Memphis","-12","4"," A 7"," A -7"
"145","Miami (FL)","Louisiana Tech","48","4","",""
"146","Miami (OH)","Ohio","20","4"," A 8 H 20 A -18 H 36 H 7"," H -3 A 26 H 34 A -1 A 18"
"147","Michigan","San Diego State","3","4","",""
"148","Colorado State","Minnesota","-18","4","",""
"149","Mississippi","Vanderbilt","3","4"," A -3 A 3"," H -25 A 17"
"150","Missouri","Ball State","48","4","",""
"151","Tulsa","Navy","-29","4"," H 17"," H 1"
"152","Pittsburgh","Nebraska","-7","4","",""
"153","Nevada","Buffalo","25","4","",""
"154","New Mexico State","Troy","4","4"," H 3 A -28"," A -3 H 18"
"155","North Carolina","Georgia Tech","21","4"," A 32 H 6 H 3 H -3"," H -20 A -10 H -24 H -14"
"156","Northwestern","Kansas","3","4","",""
"157","Michigan State","Notre Dame","-7","4"," A 8"," H 8"
"158","North Carolina State","Ohio State","-8","4","",""
"159","Oklahoma","Oregon","24","4","",""
"160","Oklahoma State","Southern Methodist","52","4"," H 17"," H 6"
"161","Oregon State","New Mexico","10","4"," H 19"," H -4"
"162","Penn State","Central Florida","24","4"," H 38 A 13"," H -5 A 28"
"163","Rice","Hawaii","12","4"," A 7 A 25 A 17 H -31 A 7"," H 18 H 22 H 28 A 56 A 31"
"164","Rutgers","Kent State","8","4","",""
"165","San Jose State","Morgan State","19","4","",""
"166","South Carolina","South Florida","31","4","",""
"167","Brigham Young","Southern California","-32","4"," A 27 A -10"," A -3 H 49"
"168","Syracuse","Cincinnati","12","4","",""
"169","Temple","Florida A&M","31","4","",""
"170","Tennessee","Florida","2","4"," A -14 A -5"," H 34 A -17"
"171","Texas A&M","Clemson","21","4","",""
"172","Texas Tech","Texas Christian","35","4"," A -14"," H 44"
"173","Eastern Michigan","Toledo","-10","4"," A -7 A -4 H 3"," H 38 A -26 H 5"
"174","Washington","UCLA","-6","4"," A 14 H -10 H -30"," H 21 H 20 A 17"
"175","Utah State","Utah","-42","4"," A -10"," H 35"
"176","Virginia","Akron","51","4","",""
"177","Virginia Tech","Duke","24","4"," A -7 A -14 H 49"," A 2 A 17 H -34"
"178","Wake Forest","North Carolina A&T","39","4","",""
"179","Washington State","Idaho","41","4"," H -3"," A 38"
"180","West Virginia","Maryland","3","4"," A 6 H 21"," A 49 H 23"
"181","Arizona","Wisconsin","-2","4","",""
"182","Kent State","Akron","-5","5"," H -10 H 26 A -26"," H 3 A -12 H 23"
"183","Houston","Miami (FL)","-25","5","",""
"184","Boise State","Brigham Young","1","5","",""
"185","Northern Illinois","Bowling Green State","17","5"," H 32 A -21 A -7"," A -24 H 52 H 38"
"186","Alabama-Birmingham","Memphis","7","5"," A -3 A 4 H 13"," A 39 H 25 H 27"
"187","Arizona State","Oregon State","13","5"," A 38 A 27 H 3 H 17"," H -8 H -42 A -5 H 19"
"188","Arkansas","Alabama","17","5"," A 3 H 32 A -3"," H -17 H 21 H 16"
"189","Louisiana-Monroe","Arkansas State","-7","5"," A -2 H 7 A 13"," A 14 H 9 A 28"
"190","Auburn","Citadel","30","5","",""
"191","Ball State","Western Michigan","27","5"," A 38 H -7 A 38 H -7"," H -26 H -4 A 52 H -21"
"192","Baylor","North Texas","23","5"," A 30"," A 65"
"193","East Carolina","Cincinnati","-5","5"," A 41 H 10 A 24"," A -28 A 19 H 22"
"194","Colorado State","Montana State","25","5","",""
"195","Connecticut","Army","37","5","",""
"196","Eastern Michigan","Eastern Illinois","-3","5","",""
"197","Florida","Kentucky","17","5"," A 7 A -17 H 34"," A 15 H 1 H -5"
"198","0","0","0","0","0","0"
"199","Florida State","Clemson","19","5"," A 6 H 33 A -3 A 3 H 22 A -7"," A -7 A 20 H 7 H 3 A 3 H 6"
"200","Louisiana","Middle Tennessee State","7","5"," A 3 A 13 H 3 H -10"," A 34 H 20 H 28 A 9"
"201","Louisiana State","Mississippi State","51","5"," A 1 A -3 H 17 H 16"," H -29 H 7 A 18 A 16"
"202","North Carolina","Louisville","-34","5"," H 3"," A 3"
"203","Duke","Maryland","-34","5"," A 24 A 17 H -21 A 22 H 3"," A 49 H -13 A 16 H 3 A 3"
"204","Michigan","Iowa","13","5"," H 3 A -11 A -2 H 8"," A -2 A -10 H 2 H 22"
"205","Indiana","Michigan State","-10","5"," H 31 H -21 A 23 H 9 A 4 H -4"," H 17 A 8 H -13 H 34 H 13 A 24"
"206","Minnesota","Northwestern","26","5"," H 9 A 3 H 45 A 9 A 24"," A -7 A 22 H 7 H 7 A 12"
