"","V1","V2","V3","V4","V5","V6"
"85","Auburn","Mississippi State","7","2"," A -3 A 24 A 35 A 38"," H -2 A 27 H -13 A 14"
"86","Bowling Green State","Morgan State","45","2","",""
"87","Buffalo","Stony Brook","28","2","",""
"88","Colorado","California","-3","2"," H -4 A 41 A 28 H -43 H -25 A 39"," H 23 A 3 A 8 A 28 H -21 A 17"
"89","Central Florida","Boston College","27","2","",""
"90","Clemson","Wofford","8","2","",""
"91","Colorado State","Northern Colorado","19","2","",""
"92","Eastern Michigan","Alabama State","7","2","",""
"93","Florida","Alabama-Birmingham","39","2","",""
"94","Florida State","Charleston Southern","52","2","",""
"95","Middle Tennessee State","Georgia Tech","-28","2","",""
"96","North Texas","Houston","-25","2"," A 17"," A -32"
"97","Idaho","North Dakota","30","2","",""
"98","Illinois","South Dakota State","53","2","",""
"99","Iowa State","Iowa","3","2","",""
"100","Kansas","Northern Illinois","3","2","",""
"101","Kentucky","Central Michigan","14","2","",""
"102","Kent State","Louisiana","-8","2","",""
"103","Louisiana State","Northwestern State","46","2","",""
"104","Louisiana Tech","Central Arkansas","6","2","",""
"105","Louisiana-Monroe","Grambling State","28","2","",""
"106","Marshall","Southern Mississippi","6","2"," A 10 H 4 H 45 A -1"," H 1 H 24 A 3 H 37"
"107","Michigan","Notre Dame","4","2"," A 14 H 22"," H 18 A -28"
"108","Michigan State","Florida Atlantic","44","2","",""
"109","Mississippi","Southern Illinois","18","2","",""
"110","Western Kentucky","Navy","-26","2","",""
"111","Nebraska","Fresno State","13","2","",""
"112","Minnesota","New Mexico State","-7","2","",""
"113","North Carolina","Rutgers","2","2"," H 7"," A 2"
"114","Northwestern","Eastern Illinois","21","2","",""
"115","Ohio","Gardner-Webb","27","2","",""
"116","Ohio State","Toledo","5","2","",""
"117","Oregon","Nevada","49","2","",""
"118","Pittsburgh","Maine","6","2","",""
"119","Rice","Purdue","2","2","",""
"120","Army","San Diego State","-3","2"," A 10"," A -14"
"121","Georgia","South Carolina","-3","2"," H 14 A -8 A -5 H 38 H 9"," A -2 A -11 H 18 H -3 H 51"
"122","South Florida","Ball State","30","2","",""
"123","Southern California","Utah","9","2"," A 21 H 7 A -21 H 23"," H -21 A -13 A 24 H -17"
"124","Southern Methodist","Texas-El Paso","11","2"," A 24 A 31 H 21 A 30"," H -18 H -29 A -37 H -7"
"125","Duke","Stanford","-30","2","",""
"126","Syracuse","Rhode Island","7","2","",""
"127","Akron","Temple","-38","2"," H -17 A 32 A 41"," A 4 H 3 H 34"
"128","Tennessee","Cincinnati","22","2","",""
"129","Texas","Brigham Young","1","2","",""
"130","Air Force","Texas Christian","-16","2"," H -14 A 11 A -42 H -8"," A -13 A -1 H 69 A -11"
"131","Tulane","Tulsa","-28","2"," A -39 H -37 A 21 A 12"," H 17 A -29 H 31 A -18"
"132","UCLA","San Jose State","10","2"," A 26"," A 54"
"133","Utah State","Weber State","37","2","",""
"134","Vanderbilt","Connecticut","3","2","",""
"135","Indiana","Virginia","-3","2","",""
"136","East Carolina","Virginia Tech","-7","2"," H -15"," H 3"
"137","Wake Forest","North Carolina State","7","2"," A -8 H 5 A 25 A 3"," A 4 A 34 H 13 H 24"
"138","Washington","Hawaii","8","2"," H 28"," H 17"
"139","Washington State","Nevada-Las Vegas","52","2"," A 18"," H -17"
"140","West Virginia","Norfolk State","43","2","",""
"141","Western Michigan","Nicholls State","31","2","",""
"142","Wisconsin","Oregon State","35","2","",""
"143","Wyoming","Texas State","35","2","",""
"144","Mississippi State","Louisiana State","-13","3"," A 7 A -12 H -17"," H 35 H 28 A -3"
"145","Toledo","Boise State","-25","3","",""
"146","Connecticut","Iowa State","-4","3","",""
"147","Alabama","North Texas","41","3","",""
"148","Arkansas","Troy","10","3","",""
"149","Army","Northwestern","7","3","",""
"150","Ball State","Buffalo","3","3"," H -42 A -3 A -2 A 3"," A 34 H 1 A 13 H -1"
"151","Baylor","Stephen F. Austin","48","3","",""
"152","California","Presbyterian","51","3","",""
"153","Cincinnati","Akron","45","3"," A -27"," A 32"
"154","Clemson","Auburn","14","3","",""
"155","0","0","0","0","0","0"
"156","Boston College","Duke","-1","3"," H -8 A 16 H -31"," H -1 H -4 H -25"
"157","Florida","Tennessee","10","3"," H -28 A 30 H 5 A 5"," A 31 H -31 H 6 H -11"
"158","Florida International","Central Florida","7","3","",""
"159","Fresno State","North Dakota","5","3","",""
"160","Georgia","Coastal Carolina","59","3","",""
"161","Georgia Tech","Kansas","42","3","",""
"162","Louisiana Tech","Houston","-1","3","",""
"163","Illinois","Arizona State","3","3","",""
"164","Indiana","South Carolina State","17","3","",""
"165","Western Kentucky","Indiana State","-28","3","",""
"166","Iowa","Pittsburgh","4","3","",""
"167","Kansas State","Kent State","37","3","",""
"168","Louisiana","Nicholls State","17","3","",""
"169","Kentucky","Louisville","-7","3","",""
"170","Memphis","Austin Peay","21","3","",""
"171","Miami (FL)","Ohio State","18","3","",""
"172","Michigan","Eastern Michigan","28","3"," H 24"," H 4"
"173","Minnesota","Miami (OH)","6","3","",""
"174","Missouri","Western Illinois","69","3","",""
"175","Nebraska","Washington","13","3","",""
"176","San Jose State","Nevada","-3","3"," H 10 H 1 A 10 A 1"," A -14 H 14 H -4 A 4"
"177","Nevada-Las Vegas","Hawaii","20","3"," A 37"," A 14"
"178","North Carolina","Virginia","11","3"," A 7 H -6 A 13"," H 3 A -7 H -14"
"179","North Carolina State","South Alabama","22","3","",""
"180","Notre Dame","Michigan State","18","3"," A 4"," H 14"
"181","Ohio","Marshall","37","3","",""
"182","Florida State","Oklahoma","-10","3","",""
"183","Tulsa","Oklahoma State","-26","3","",""
"184","Oregon","Missouri State","49","3","",""
"185","Temple","Penn State","-4","3","",""
"186","Purdue","Southeast Missouri State","59","3","",""
"187","San Diego State","Washington State","18","3"," A -17"," H 52"
"188","South Carolina","Navy","3","3","",""
"189","South Florida","Florida A&M","53","3","",""
"190","Southern California","Syracuse","21","3","",""
"191","Southern Methodist","Northwestern State","33","3","",""
"192","Southern Mississippi","Southeastern Louisiana","46","3","",""
"193","Arizona","Stanford","-27","3"," H -25 A 7 A 10 H 36 A 11 A 19"," H -23 A -8 A -25 H 26 H 44 H 41"
"194","UCLA","Texas","-29","3","",""
"195","Texas A&M","Idaho","30","3","",""
"196","Texas Christian","Louisiana-Monroe","21","3","",""
"197","New Mexico","Texas Tech","-46","3"," A 42"," H 1"
"198","New Mexico State","Texas-El Paso","-6","3","",""
"199","Alabama-Birmingham","Tulane","-39","3"," A 5 A 17 H -43 A -6"," A 21 H -28 H -56 H -16"
"200","Brigham Young","Utah","-44","3"," A -10"," H 19"
"201","Vanderbilt","Mississippi","23","3"," A 34 H -5 H -3 H 30"," H -45 H -14 H -5 A 17"
"202","Virginia Tech","Arkansas State","19","3","",""
"203","Wake Forest","Gardner-Webb","43","3","",""
"204","Maryland","West Virginia","-6","3","",""
"205","Western Michigan","Central Michigan","30","3"," A 29 A 4 H 10"," H 7 H -7 A 4"
"206","0","0","0","0","0","0"
"207","Bowling Green State","Wyoming","-1","3","",""
"208","Cincinnati","North Carolina State","30","4","",""
"209","Brigham Young","Central Florida","7","4","",""
"210","Air Force","Tennessee State","39","4","",""
"211","Akron","Virginia Military Institute","23","4","",""
"212","Alabama","Arkansas","24","4"," H 34 A -45 H 31 A -17"," A -3 A -5 H 42 H 27"
"213","Arizona State","Southern California","21","4"," A -21 A 14 H 34 H -4"," H 9 A -3 A -25 H 7"
"214","Arkansas State","Central Arkansas","29","4","",""
"215","Auburn","Florida Atlantic","16","4"," H 11"," A 38"
"216","Ball State","Army","27","4"," H -42 A 3"," A 28 A 23"
"217","Baylor","Rice","25","4","",""
"218","Boise State","Tulsa","20","4","",""
"219","Boston College","Massachusetts","28","4","",""
"220","Miami (OH)","Bowling Green State","-14","4"," A -6 A 21 A 3 H -3"," A 12 H -7 H 3 A 24"
"221","Clemson","Florida State","5","4"," H 22 A -11 H 3 A 24"," A -31 H 25 A 5 H 34"
"222","Utah State","Colorado State","-1","4"," H 1"," H -7"
"223","Buffalo","Connecticut","-14","4"," A 19"," A 15"
"224","Duke","Tulane","21","4","",""
"225","East Carolina","Alabama-Birmingham","5","4"," A 53 A -18 H 21 H -20 H 7"," H -43 A -6 H -39 H 3 H 2"
"226","Kentucky","Florida","-38","4"," A 28 A 51 A 30"," A 30 A 5 H 5"
"227","Idaho","Fresno State","-24","4"," H 30 H -13 A 7 H -2 A -3 H -7"," H 5 H -20 A 3 A -3 H -3 H 10"
"228","Mississippi","Georgia","-14","4"," A 23 A 18 A 17"," A -5 H 38 H 9"
"229","Georgia Tech","North Carolina","7","4"," A -10 A 3 A 17 H 14 H -11"," A 13 H 11 H -6 A 21 A 3"
"230","Hawaii","California-Davis","42","4","",""
"231","Houston","Georgia State","56","4","",""
"232","Illinois","Western Michigan","3","4"," H -17"," A 24"
"233","Iowa","Louisiana-Monroe","28","4","",""
"234","Miami (FL)","Kansas State","-4","4","",""
"235","Kent State","South Alabama","8","4","",""
"236","Florida International","Louisiana","-5","4"," H 25 A 18 H 3 A 1 H 34 A -11"," H 20 A 9 H 14 A 19 H 3 H 1"
"237","West Virginia","Louisiana State","-26","4","",""
"238","Michigan","San Diego State","21","4","",""
"239","Michigan State","Central Michigan","38","4","",""
"240","Mississippi State","Louisiana Tech","6","4","",""
"241","Wyoming","Nebraska","-24","4","",""
"242","Minnesota","North Dakota State","-13","4","",""
"243","North Texas","Indiana","3","4","",""
"244","Northern Illinois","Cal Poly","17","4","",""
"245","Pittsburgh","Notre Dame","-3","4"," H 27"," H -3"
"246","Ohio State","Colorado","20","4","",""
"247","Oklahoma","Missouri","10","4"," A -41 H 16 A 7 H 20"," A 7 A -7 A 3 H 35"
"248","Texas A&M","Oklahoma State","-1","4"," A -5 H 27 A -16 H -7 A 3 H 54"," A -60 H 35 A 6 A -21 H 7 H 42"
"249","Arizona","Oregon","-25","4"," H -27 A 7 A 10 A 11 A 19 A -4"," A -23 H -3 H 28 A -17 A -43 H 14"
"250","Penn State","Eastern Michigan","28","4","",""
"251","Rutgers","Ohio","12","4","",""
"252","New Mexico","Sam Houston State","-3","4","",""
"253","San Jose State","New Mexico State","10","4"," H -3 A 13 H 1 A 10 H -3"," H -14 A 35 A 11 A 44 H 7"
"254","South Carolina","Vanderbilt","18","4"," A -3 H 51 A -11 A 16 H 5"," H -5 H 30 A 6 H -3 A 5"
"255","South Florida","Texas-El Paso","28","4","",""
"256","Memphis","Southern Methodist","-42","4"," A -16 A 41"," H 21 H 21"
"257","Virginia","Southern Mississippi","-6","4","",""
"258","Nevada-Las Vegas","Southern Utah","-25","4","",""
"259","Syracuse","Toledo","3","4","",""
"260","Maryland","Temple","-31","4","",""
"261","Texas Christian","Portland State","42","4","",""
"262","Texas Tech","Nevada","1","4"," A -46"," H 42"
"263","Troy","Middle Tennessee State","3","4"," A 14 H -28 A 3 H 27 A 23"," H -25 A 28 H -13 A -24 H -3"
"264","Oregon State","UCLA","-8","4"," A 15 H 10 A -23 A 19 H -25 A 17"," H 1 A 36 H 3 A 25 A 26 H 17"
"265","Marshall","Virginia Tech","-20","4","",""
"266","Washington","California","8","4"," A -17 H 28 A 44 H -17 A 23 A 17"," H 24 A -3 A 3 A 28 H -21 H 17"
"267","Wisconsin","South Dakota","49","4","",""
"268","Texas-El Paso","Houston","-7","5"," A 11 A -37 A 4 H 5 H -29"," H 30 A -56 H 39 H 53 A -32"
"269","Pittsburgh","South Florida","27","5"," H -3 A 24 H 15 H -3 A -7"," A -3 A 3 A 6 H -3 H -10"
"270","Brigham Young","Utah State","3","5"," H 13 H 35"," H 1 A -7"
"271","Navy","Air Force","-1","5"," A 42"," A 26"
"272","Florida","Alabama","-28","5"," H 10 A 30 H 5"," H 31 H -3 H 34"
"273","Arizona State","Oregon State","15","5"," A -21 A 1 A 10 H -4"," A 19 H -8 A -23 H 10"
"274","0","0","0","0","0","0"
"275","Western Kentucky","Arkansas State","-4","5"," A -3 A -20 H 19 A -3 H 1 A -10"," A -26 A -18 H 9 A -5 H 18 H 23"
"276","Army","Tulane","39","5","",""
"277","South Carolina","Auburn","-3","5"," A -3 A -2 A 16 H 5"," A 38 H 7 A 24 H 11"
"278","Boise State","Nevada","20","5"," A -50 A -27"," H 7 H 37"
"279","Central Michigan","Northern Illinois","7","5"," A 30 A 4 A 3"," H 29 H 3 H 30"
"280","Miami (OH)","Cincinnati","-27","5"," H 32"," H 45"
"281","Virginia Tech","Clemson","-20","5"," A -21 H 16 A -11 H 3"," H 3 H 22 A 14 H 21"
"282","Florida International","Duke","-4","5","",""
"283","Eastern Michigan","Akron","8","5"," A -7 H 13 A 6"," H -1 A 41 H -32"
"284","Georgia","Mississippi State","14","5"," H -3 H 38 H 9"," H -2 A 7 A -12"
"285","North Carolina State","Georgia Tech","-10","5"," A -14 H 13 H 24"," A 3 H 7 H 14"
"286","Louisiana Tech","Hawaii","-18","5"," A -13 A -7 H 10 A -20 A -4"," A -2 H -4 A 1 H -3 A 14"
"287","Illinois","Northwestern","3","5"," A -21 A 3 H -17"," A -21 H -10 H -18"
"288","Kansas State","Baylor","1","5"," H 7 A -38 H -41 A 7 H 3"," H 3 A -1 H 7 A 35 A 27"
"289","Louisiana","Florida Atlantic","3","5"," A -5 H 14 H 20 A 19 A -25 A 9"," A 34 A 27 A 14 H -20 H -24 H -18"
"290","Louisiana State","Kentucky","28","5"," A -13 H 30 A -49"," H -12 H -38 H 17"
"291","Louisville","Marshall","-4","5"," A -3"," A 21"
"292","Maryland","Towson","25","5","",""
"293","Miami (FL)","Bethune-Cookman","31","5","",""
"294","Michigan","Minnesota","58","5"," A -18 A 14 H 22 A 8 H 28"," A 15 A 7 A 28 H 1 H -27"
"295","Ohio State","Michigan State","-3","5"," A 7 H 4 H 14"," A 21 H 6 H 52"
"296","Middle Tennessee State","Memphis","7","5"," H -26"," A 44"
"297","Fresno State","Mississippi","-10","5"," H -20"," H -20"
"298","New Mexico","New Mexico State","-14","5"," A 42"," H -14"
"299","East Carolina","North Carolina","-15","5"," H -7"," A 3"
"300","Purdue","Notre Dame","-28","5"," A 22"," A 4"
"301","Ohio","Kent State","7","5"," A -17 A -15 A -1"," A -32 H 3 H 12"
"302","Oklahoma","Ball State","56","5","",""
"303","Indiana","Penn State","-6","5"," H -21 A 21 H -21 A 14"," H 3 H 10 A -10 A -6"
"304","Syracuse","Rutgers","-3","5"," H 26 A 17 H -20 H -17"," H -10 A 2 H 3 H 17"
"305","Colorado State","San Jose State","-7","5"," A -1"," A 1"
"306","Southern California","Arizona","7","5"," H 9 A 21 H -8 A -25 H 23 A -3"," H -13 A -4 H -27 A 19 A 11 H -25"
"307","Texas Christian","Southern Methodist","-7","5","",""
"308","Southern Mississippi","Rice","24","5"," A 6 A -18 H 37"," A 4 H 4 H 22"
"309","Stanford","UCLA","26","5"," H 54 A -27 H 41 A -30 A -8 A -25 H 3"," H 10 A 36 H 39 H 3 A 50 A -8 H 17"
"310","Tennessee","Buffalo","31","5","",""
"311","Iowa State","Texas","-23","5"," A 35 H -16 A -34 H 3 H 6"," A 12 A -2 H 32 H 43 H -12"
"312","Kansas","Texas Tech","-11","5"," A 42 H -30 H -38 A 43 A 3"," H -60 A -3 H -7 A 32 H -34"
"313","Temple","Toledo","-23","5"," A 3 H 3"," A -7 H 21"
"314","Troy","Alabama-Birmingham","1","5","",""
"315","Tulsa","North Texas","17","5","",""
"316","Virginia","Idaho","1","5","",""
"317","Boston College","Wake Forest","-8","5"," H -1 A 22 A 16 A -11 H -31 H 4 A 2"," A -1 A 3 H -21 H 21 H 5 H 7 H -7"
"318","Utah","Washington","-17","5"," A 9 A 24 H 19 A -13"," A 23 H 8 A 17 H 11"
"319","Colorado","Washington State","-4","5"," H -3 A 41 H -43 A 34 A 39"," A 23 H -30 A 15 H 10 A 3"
"320","West Virginia","Bowling Green State","45","5","",""
"321","Connecticut","Western Michigan","-7","5","",""
"322","Wisconsin","Nebraska","31","5"," A 6 A 4 A -29"," H 21 H 7 A -27"
"323","Oregon","California","28","6"," A -43 H 15 A -17 A -23 H -3 H 28"," A -3 H 23 A 8 A 3 H -21 H 17"
"324","Middle Tennessee State","Western Kentucky","-3","6"," A -24 H -25 A 28 H -26 H -13"," A -20 H 19 A -3 H -4 H 1"
"325","Fresno State","Boise State","-50","6"," A 7"," H 20"
"326","Alabama","Vanderbilt","34","6"," H 24 A -28 A -45 H 31"," H -3 A 5 H 23 A 6"
"327","Utah","Arizona State","-21","6"," A 9 H 19 A -13 H 25 A -3"," H 21 H 15 H -4 A 1 A 10"
"328","Arkansas","Auburn","24","6"," A -5 H 16 H 27"," H 18 A -3 H 7"
"329","Louisiana-Monroe","Arkansas State","-5","6"," A 17 H -3 A 1 H 28 H -11"," H 23 A -4 H 9 A -26 H 18"
"330","Baylor","Iowa State","23","6"," A 27 A 35 H 3 A -1 H 7"," H -16 H 6 A 35 H 3 A 20"
"331","Brigham Young","San Jose State","13","6"," H 3 H 35 H 35"," A 1 H -3 H 10"
"332","Buffalo","Ohio","1","6"," A 3 A 34 H 41"," H -3 H 4 A -17"
"333","Central Florida","Marshall","10","6"," A 2 H 41 H -7 A 1"," H 45 A -1 A 42 H 6"
"334","Clemson","Boston College","22","6"," H 5 A -20 A -11 H 3 A 24"," H -31 A 16 A -11 H -8 H 4"
"335","Akron","Florida International","-10","6","",""
"336","Tennessee","Georgia","-8","6"," H -11 H 6"," H -3 A -5"
"337","Georgia Tech","Maryland","5","6"," A 3 A 17 H 14"," H -18 H 8 H -11"
"338","Houston","East Carolina","53","6"," A -7 A -43 A -56"," A 5 H 5 H 21"
"339","Indiana","Illinois","-21","6"," H -6 A 52 H -21 A 14"," A 3 H -11 H 3 H -10"
"340","Kansas State","Missouri","7","6"," H 1 H -41 A 7 H 3 A -4"," A 3 A 10 H -21 A -7 H 12"
"341","Louisiana","Troy","14","6"," A -5 H 3 H 20 A 19 A -25 H 1"," A 3 H 27 H -5 A 23 H 3 H -28"
"342","Louisiana State","Florida","30","6"," H 28 A -31 H 35 A -3"," A -38 H 10 A 11 H -28"
"343","Idaho","Louisiana Tech","-13","6"," H -24 H -2 A -3 H -7"," A -20 H -18 H 10 A -7"
"344","Miami (OH)","Army","7","6"," A 3"," A 28"
"345","Northwestern","Michigan","-18","6"," A 3 A 10 A -3 H 15"," A -17 A 8 H 28 H 58"
"346","Alabama-Birmingham","Mississippi State","-18","6"," A -6"," A -45"
"347","Nebraska","Ohio State","7","6"," A 31 H 21 A -3"," H 4 H -3 H -6"
"348","Nevada","Nevada-Las Vegas","37","6"," A 20 H 42 H 14"," H -27 A 7 H 20"
"349","North Carolina","Louisville","7","6"," H 2"," H 2"
"350","North Carolina State","Central Michigan","14","6","",""
"351","North Texas","Florida Atlantic","14","6"," A 25 A 20 A 23 A -5 H -10"," A 34 A 3 H -18 A 27 H -20"
"352","Northern Illinois","Kent State","30","6"," A 7 A -31"," H 3 H 12"
"353","Notre Dame","Air Force","26","6"," H 42"," A -1"
"354","0","0","0","0","0","0"
"355","Oklahoma State","Kansas","42","6"," A -12 H 35 H 7 A -60 A 6"," A 43 H -1 H -38 H -11 A 3"
"356","Oregon State","Arizona","10","6"," H -8 A 15 A 19 H -25 H 17"," H 36 A -4 H -13 H -27 A 11"
"357","Penn State","Iowa","10","6"," A -6 H 5 A -10"," H 21 A -10 H 10"
"358","Purdue","Minnesota","28","6"," A 22 A 45 H -10"," A 58 H -29 H 1"
"359","Rice","Memphis","22","6"," A 4 H 12"," H -1 A -16"
"360","Rutgers","Pittsburgh","24","6"," A 2 H -10 H 3 H 17"," A -7 A 1 H 27 H -3"
"361","South Carolina","Kentucky","51","6"," A -3 H 18 A -2 H 5"," A 9 A 30 H -12 H -38"
"362","Navy","Southern Mississippi","-28","6"," H -3 A -7"," A -20 H 24"
"363","Stanford","Colorado","41","6"," A -27 H 26 A -30 H 44 A -8 H -23 H 3"," H 19 A 39 H -4 A 28 H -25 H -43 H -3"
"364","Tulane","Syracuse","-3","6","",""
"365","Ball State","Temple","-42","6"," H 3 H 27 A -3"," H 34 H 28 A 4"
"366","Texas Tech","Texas A&M","-5","6"," A -11 H -7 A -3 H -34 H -60"," H 54 A 3 A 16 A -16 H -1"
"367","San Diego State","Texas Christian","-13","6"," A -14 H -3 H 28 A -3 H -17"," A -16 A -11 H 69 H 24 A -1"
"368","Toledo","Eastern Michigan","38","6"," H 3 A -27"," H 4 A -7"
"369","UCLA","Washington State","3","6"," A -8 A 26 H 17 H 1 A 25 H 39"," H -23 H -30 A 23 H 10 H -3 A -4"
"370","Utah State","Wyoming","44","6"," H 37"," H 3"
"371","Virginia Tech","Miami (FL)","3","6"," A -4 A -11 H 3"," H 35 H 17 A -6"
"372","Wake Forest","Florida State","5","6"," H 7 A -8 A -1 A 3 H 21"," H 34 A -31 A -25 A 5 H 25"
"373","West Virginia","Connecticut","27","6"," A 26 A -10 H -3 H 1"," H 7 H 18 H -14 A 15"
"374","Western Michigan","Bowling Green State","24","6"," A 29 A 3 A -3"," H -31 H -7 A -14"
"375","Air Force","San Diego State","-14","7"," H -16 A 11 A -42 H 10 H -8 H 28"," H -13 H -17 H 28 A -3 H -3 A -17"
"376","California","Southern California","-21","7"," A -3 A 8 A 28 H 24 A 3"," A -25 H 23 A -3 H 9 H -8"
"377","San Jose State","Hawaii","1","7"," H -3 H 10 A 10 H -3 A 1"," A 14 H 11 A -18 A -2 H -4"
"378","Mississippi","Alabama","-45","7"," A 23 H -5 H -49"," H 34 H 24 H -3"
"379","Auburn","Florida","11","7"," H 16 A -3 A 35"," H 38 A 5 A 30"
"380","Ohio","Ball State","-3","7"," A 1 H 4 A -15"," H 3 H -42 H 4"
"381","Colorado State","Boise State","-50","7"," A 3 H -3 A 24 H -24"," A -27 A -17 H -1 H 11"
"382","Oregon State","Brigham Young","-10","7"," A 19"," H -44"
"383","Cincinnati","Louisville","9","7"," A -3 H -3 A 17 A -17"," H -7 A -3 H 2 H 17"
"384","Maryland","Clemson","-11","7"," A 5 A 25 H -11 A 21"," A 14 H 5 H 22 H 3"
"385","Connecticut","South Florida","6","7"," A 15 H 7 H -14 H 18"," A 27 A -20 H -10 A 3"
"386","Memphis","East Carolina","-18","7"," A -16 A 41 H -6"," H 21 H 7 H 5"
"387","Central Michigan","Eastern Michigan","-7","7"," A 30 A 4 A -1 A 3"," H 4 H -2 H 8 A 6"
"388","Duke","Florida State","-25","7"," A -1 H -1 A 35 A 10"," A -31 A 5 H 4 H -1"
"389","Fresno State","Utah State","10","7"," A -24 A 7 H -20 A -3 H -3"," A -7 H 4 H -7 A -4 H 1"
"390","Vanderbilt","Georgia","-5","7"," H 23 A 18 H 30 A 6"," A -14 H -3 H 9 A -8"
"391","Iowa","Northwestern","10","7"," A 10 H 21 A 1 H 8"," H -10 A -21 H 15 H -18"
"392","Texas Tech","Kansas State","-7","7"," A -11 H -5 A -3 A 32 H -60"," A -38 H 3 H -41 A -4 A 7"
"393","Louisiana","North Texas","20","7"," A -5 H 3 H 14 A 19 H 1 A 9"," A 25 H 14 A -5 H -10 H 17 A 23"
"394","Tennessee","Louisiana State","-31","7"," A 10 A 31"," H 30 A -3"
"395","Troy","Louisiana-Monroe","-28","7"," H 3 A 14 A 3 H -5 A 23"," H 28 A 1 H -11 A 17 H -3"
"396","Marshall","Rice","4","7"," H 6 A 35 A 42 A -1"," A 24 A 39 H -18 H 22"
"397","North Carolina","Miami (FL)","-6","7"," H 11 A 7 A 3"," H -7 H 17 A 3"
"398","Kent State","Miami (OH)","-6","7"," H 12 A -32"," H -14 H 32"
