"","V1","V2","V3","V4","V5","V6"
"1","Fresno State","Connecticut","45","1"," A -17"," H -2"
"2","Illinois","Nebraska","8","1"," A 4 H -24 A -8"," H -5 A 7 A 7"
"3","San Jose State","Southern Utah","31","1","",""
"4","New Mexico State","Texas-El Paso","-27","1"," A 9"," H 7"
"5","UCLA","Hawaii","34","1"," H -3"," H 3"
"6","0","0","0","0","0","0"
"7","0","0","0","0","0","0"
"8","Arizona State","Southern Utah","27","2","",""
"9","Ball State","Western Illinois","10","2","",""
"10","Buffalo","Wagner","62","2","",""
"11","Tulsa","California-Davis","-2","2","",""
"12","Central Florida","Boise State","5","2","",""
"13","Coastal Carolina","Citadel","38","2","",""
"14","Nevada-Las Vegas","Eastern Washington","-2","2","",""
"15","Florida International","Long Island","38","2","",""
"16","New Mexico","Houston Baptist","10","2","",""
"17","North Carolina State","South Florida","45","2","",""
"18","Minnesota","Ohio State","-14","2"," A -7 H 7 H 18 A -21"," H 28 A -9 H 49 A -47"
"19","Tennessee","Bowling Green State","32","2"," H 46"," H -3"
"20","Utah","Weber State","23","2","",""
"21","Western Kentucky","Tennessee-Martin","38","2","",""
"22","Charlotte","Duke","3","2","",""
"23","Colorado","Northern Colorado","28","2","",""
"24","Eastern Michigan","St. Francis (PA)","20","2","",""
"25","Kansas","South Dakota","3","2","",""
"26","Northwestern","Michigan State","-17","2"," A 49 H 14 A 26"," H 3 A -18 H 4"
"27","Colorado State","South Dakota State","-19","2","",""
"28","Virginia Tech","North Carolina","7","2"," H -3 H -21 H 31 A 12"," A 10 A 7 H 31 H 3"
"29","Wake Forest","Old Dominion","32","2","",""
"30","Air Force","Lafayette","21","2","",""
"31","0","0","0","0","0","0"
"32","Arkansas","Rice","21","2"," H 19"," A 58"
"33","Arkansas State","Central Arkansas","19","2","",""
"34","Georgia State","Army","-33","2","",""
"35","Auburn","Akron","50","2","",""
"36","Texas State","Baylor","-9","2","",""
"37","Boston College","Colgate","51","2","",""
"38","0","0","0","0","0","0"
"39","Cincinnati","Miami (OH)","35","2","",""
"40","Vanderbilt","East Tennessee State","-20","2","",""
"41","Florida","Florida Atlantic","21","2","",""
"42","0","0","0","0","0","0"
"43","Georgia Southern","Gardner-Webb","5","2","",""
"44","Hawaii","Portland State","14","2","",""
"45","Connecticut","Holy Cross","-10","2","",""
"46","Iowa","Indiana","28","2"," A -37 H 3 H 5"," A 3 A 24 H -21"
"47","Iowa State","Northern Iowa","6","2","",""
"48","0","0","0","0","0","0"
"49","Kentucky","Louisiana-Monroe","35","2"," H 21"," A 13"
"50","Liberty","Campbell","41","2","",""
"51","Navy","Marshall","-42","2"," H -3"," H -4"
"52","Maryland","West Virginia","6","2","",""
"53","Memphis","Nicholls State","25","2","",""
"54","Michigan","Western Michigan","33","2","",""
"55","Middle Tennessee State","Monmouth","35","2","",""
"56","Mississippi State","Louisiana Tech","1","2"," H 14"," A 7"
"57","Missouri","Central Michigan","10","2","",""
"58","Washington","Montana","-6","2","",""
"59","Nebraska","Fordham","45","2","",""
"60","California","Nevada","-5","2","",""
"61","North Texas","Northwestern State","30","2","",""
"62","Georgia Tech","Northern Illinois","-1","2","",""
"63","Oklahoma","Tulane","5","2","",""
"64","Oklahoma State","Missouri State","7","2","",""
"65","Oregon","Fresno State","7","2"," A -3"," A -3"
"66","Wisconsin","Penn State","-6","2"," H -21 A -24 H 20 A -49"," H -4 H -2 A 3 H 28"
"67","Pittsburgh","Massachusetts","44","2","",""
"68","Purdue","Oregon State","9","2","",""
"69","Rutgers","Temple","47","2","",""
"70","San Diego State","New Mexico State","18","2"," H 24 A -6 A -7 A -7 H 2"," A 9 A 6 H -20 A 14 A 27"
"71","South Alabama","Southern Mississippi","24","2"," A 7"," H -12"
"72","South Carolina","Eastern Illinois","46","2","",""
"73","Southern California","San Jose State","23","2","",""
"74","Southern Methodist","Abilene Christian","47","2","",""
"75","Ohio","Syracuse","-20","2","",""
"76","Texas","Louisiana","20","2","",""
"77","Texas A&M","Kent State","31","2","",""
"78","Texas Christian","Duquesne","42","2","",""
"79","0","0","0","0","0","0"
"80","Texas-El Paso","Bethune-Cookman","10","2","",""
"81","Illinois","Texas-San Antonio","-7","2","",""
"82","Toledo","Norfolk State","39","2","",""
"83","Troy","Southern","52","2","",""
"84","UCLA","Louisiana State","11","2","",""
"85","Washington State","Utah State","-3","2"," H -2"," H -14"
"86","Virginia","William & Mary","43","2","",""
"87","Wyoming","Montana State","3","2","",""
"88","Florida State","Notre Dame","-3","2"," A -10"," H 10"
"89","0","0","0","0","0","0"
"90","Boise State","Texas-El Paso","41","3"," H 37"," H 7"
"91","Coastal Carolina","Kansas","27","3","",""
"92","Duke","North Carolina A&T","28","3","",""
"93","Utah State","North Dakota","24","3","",""
"94","Navy","Air Force","-20","3","",""
"95","Alabama","Mercer","34","3","",""
"96","Arizona State","Nevada-Las Vegas","27","3","",""
"97","Arkansas","Texas","19","3"," H 21"," H 58"
"98","Army","Western Kentucky","3","3","",""
"99","Auburn","Alabama State","62","3","",""
"100","Baylor","Texas Southern","59","3","",""
"101","Massachusetts","Boston College","-17","3"," A 56"," H -3"
"102","Brigham Young","Utah","9","3"," H 10 A -2"," H 14 H 11"
"103","Central Florida","Bethune-Cookman","49","3","",""
"104","Central Michigan","Robert Morris","45","3","",""
"105","Charlotte","Gardner-Webb","28","3","",""
"106","Cincinnati","Murray State","35","3","",""
"107","Clemson","South Carolina State","46","3","",""
"108","Ohio","Duquesne","-2","3","",""
"109","South Florida","Florida","-22","3","",""
"110","Florida Atlantic","Georgia Southern","32","3","",""
"111","Fresno State","Cal Poly","53","3","",""
"112","Georgia","Alabama-Birmingham","49","3","",""
"113","Georgia Tech","Kennesaw State","28","3","",""
"114","Rice","Houston","-37","3","",""
"115","Indiana","Idaho","42","3","",""
"116","Iowa State","Iowa","-10","3","",""
"117","Florida State","Jacksonville State","-3","3","",""
"118","Kansas State","Southern Illinois","8","3","",""
"119","Kent State","Virginia Military Institute","50","3","",""
"120","Kentucky","Missouri","7","3"," A -6 H 7 A 17 H -3 A -17"," H 3 H 1 A 37 H -38 A -9"
"121","Troy","Liberty","-8","3"," A 13 H -14"," A 3 H -28"
"122","Louisiana","Nicholls State","3","3","",""
"123","Louisiana State","McNeese State","27","3","",""
"124","Louisiana Tech","Southeastern Louisiana","3","3","",""
"125","Louisville","Eastern Kentucky","27","3","",""
"126","Marshall","North Carolina Central","34","3","",""
"127","Maryland","Howard","62","3","",""
"128","Arkansas State","Memphis","-5","3"," A 7"," A 6"
"129","Miami (FL)","Appalachian State","2","3","",""
"130","Michigan","Washington","21","3","",""
"131","Michigan State","Youngstown State","28","3","",""
"132","Minnesota","Miami (OH)","5","3"," H -4"," H 27"
"133","Mississippi","Austin Peay","37","3","",""
"134","Mississippi State","North Carolina State","14","3"," H 1"," H 7"
"135","Nebraska","Buffalo","25","3","",""
"136","Nevada","Idaho State","39","3","",""
"137","New Mexico","New Mexico State","9","3"," A 7 A 24"," H -27 A 18"
"138","North Carolina","Georgia State","42","3","",""
"139","Northwestern","Indiana State","18","3","",""
"140","Notre Dame","Toledo","3","3","",""
"141","Oklahoma","Western Carolina","76","3","",""
"142","Oklahoma State","Tulsa","5","3","",""
"143","Old Dominion","Hampton","40","3","",""
"144","Ohio State","Oregon","-7","3","",""
"145","Oregon State","Hawaii","18","3","",""
"146","Penn State","Ball State","31","3","",""
"147","Tennessee","Pittsburgh","-7","3","",""
"148","Connecticut","Purdue","-49","3","",""
"149","Syracuse","Rutgers","-10","3","",""
"150","Arizona","San Diego State","-24","3"," H -9"," H 2"
"151","Bowling Green State","South Alabama","-3","3"," A 32"," A 46"
"152","East Carolina","South Carolina","-3","3","",""
"153","Southern Methodist","North Texas","23","3"," A -2"," A 7"
"154","Southern Mississippi","Grambling State","37","3","",""
"155","Southern California","Stanford","-14","3"," A -31 H -18 H -16 A 15 H -29"," A 3 A 21 H -45 A 18 H -11"
"156","Akron","Temple","-21","3","",""
"157","0","0","0","0","0","0"
"158","Texas Christian","California","2","3","",""
"159","Florida International","Texas State","-6","3","",""
"160","Texas Tech","Stephen F. Austin","6","3","",""
"161","Texas-San Antonio","Lamar","54","3","",""
"162","Tulane","Morgan State","49","3","",""
"163","Colorado State","Vanderbilt","-3","3","",""
"164","Virginia","Illinois","28","3","",""
"165","Virginia Tech","Middle Tennessee State","21","3","",""
"166","Wake Forest","Norfolk State","25","3","",""
"167","Washington State","Portland State","20","3","",""
"168","West Virginia","Long Island","66","3","",""
"169","Western Michigan","Illinois State","28","3","",""
"170","Wisconsin","Eastern Michigan","27","3","",""
"171","Northern Illinois","Wyoming","-7","3"," H 1"," H 33"
"172","Louisiana","Ohio","35","4","",""
"173","Louisville","Central Florida","7","4","",""
"174","Illinois","Maryland","-3","4"," A -2 A -8 A 10"," H -17 A 18 H -37"
"175","Akron","Bryant","21","4","",""
"176","Florida","Alabama","-2","4"," H 24 A 7"," H 28 H 6"
"177","North Texas","Alabama-Birmingham","-34","4"," A 7 H -28 H -9 A -6 A -24"," H 14 A -7 H -24 H -6 A -34"
"178","Appalachian State","Elon","34","4","",""
"179","Arkansas","Georgia Southern","35","4","",""
"180","Army","Connecticut","31","4"," H 16"," A 14"
"181","Kansas","Baylor","-38","4"," A 52 H -12 A 52 H -25 A -1 A 3"," H 2 H 13 A 10 A -10 H 7 A 2"
"182","Temple","Boston College","-25","4","",""
"183","Bowling Green State","Murray State","17","4","",""
"184","Brigham Young","Arizona State","10","4"," H 9 A -2"," A 14 H -13"
"185","California","Sacramento State","12","4","",""
"186","Indiana","Cincinnati","-14","4","",""
"187","Clemson","Georgia Tech","6","4"," H 6 A 10"," H -11 H -31"
