"","V1","V2","V3","V4","V5","V6"
"48","Florida","Utah","3","2","",""
"49","0","0","0","0","0","0"
"50","Georgia Southern","Morgan State","52","2","",""
"51","Texas-San Antonio","Houston","-2","2"," A -34"," H 7"
"52","Iowa","South Dakota State","4","2","",""
"53","Iowa State","Southeast Missouri State","32","2","",""
"54","James Madison","Middle Tennessee State","37","2","",""
"55","Kansas State","South Dakota","34","2","",""
"56","Kentucky","Miami (OH)","24","2"," H 8"," A -6"
"57","Southern Mississippi","Liberty","-2","2","",""
"58","Louisiana","Southeastern Louisiana","17","2","",""
"59","Marshall","Norfolk State","52","2","",""
"60","Maryland","Buffalo","21","2","",""
"61","Miami (FL)","Bethune-Cookman","57","2","",""
"62","Michigan","Colorado State","44","2"," H 46"," H 4"
"63","Mississippi","Troy","18","2","",""
"64","Mississippi State","Memphis","26","2","",""
"65","Nebraska","North Dakota","21","2","",""
"66","Nevada","Texas State","24","2","",""
"67","New Mexico","Maine","41","2","",""
"68","Appalachian State","North Carolina","-2","2"," H 25"," A -7"
"69","East Carolina","North Carolina State","-1","2","",""
"70","Ohio","Florida Atlantic","3","2","",""
"71","Ohio State","Notre Dame","11","2","",""
"72","Oklahoma","Texas-El Paso","32","2","",""
"73","Oregon State","Boise State","17","2"," A -3"," H 20"
"74","Boston College","Rutgers","-1","2","",""
"75","South Alabama","Nicholls State","41","2","",""
"76","South Carolina","Georgia State","21","2"," H 36"," H -1"
"77","Southern California","Rice","52","2","",""
"78","North Texas","Southern Methodist","-38","2","",""
"79","Stanford","Colgate","31","2","",""
"80","Syracuse","Louisville","24","2"," H 2 H 15 A 6 A 10 H -35 A 10"," A -17 H 15 A 15 H 14 H -4 H 27"
"81","Texas","Louisiana-Monroe","42","2"," H -1"," A 56"
"82","Texas A&M","Sam Houston","31","2","",""
"83","Texas Tech","Murray State","53","2","",""
"84","Tulane","Massachusetts","32","2","",""
"85","UCLA","Bowling Green","28","2","",""
"86","Vanderbilt","Elon","11","2","",""
"87","Virginia","Richmond","17","2","",""
"88","Washington","Kent State","25","2","",""
"89","Washington State","Idaho","7","2","",""
"90","Wisconsin","Illinois State","38","2","",""
"91","Wyoming","Tulsa","3","2","",""
"92","0","0","0","0","0","0"
"93","Hawaii","Western Kentucky","-32","2","",""
"94","Georgia Tech","Clemson","-31","2"," A 25 H -21"," A -6 H 30"
"95","New Mexico","Boise State","-17","3"," H 17 H -13 H -32 A 17 A 32 H -24"," A 17 A -3 H 20 H 19 A -5 H 22"
"96","Central Florida","Louisville","-6","3"," A -7"," H 38"
"97","Air Force","Colorado","31","3","",""
"98","Texas","Alabama","-1","3"," H 42"," H 56"
"99","Texas A&M","Appalachian State","-3","3","",""
"100","Arkansas","South Carolina","14","3","",""
"101","Auburn","San Jose State","8","3","",""
"102","Brigham Young","Baylor","6","3","",""
"103","California","Nevada-Las Vegas","6","3"," A 7"," A 23"
"104","Cincinnati","Kennesaw State","53","3","",""
"105","Clemson","Furman","23","3","",""
"106","Coastal Carolina","Gardner-Webb","4","3"," A -11"," A 21"
"107","Northwestern","Duke","-8","3","",""
"108","East Carolina","Old Dominion","18","3","",""
"109","Bowling Green","Eastern Kentucky","-2","3","",""
"110","Florida Atlantic","Southeastern Louisiana","33","3","",""
"111","Georgia","Samford","33","3","",""
"112","Nebraska","Georgia Southern","-3","3","",""
"113","Georgia Tech","Western Carolina","18","3","",""
"114","Buffalo","Holy Cross","-6","3","",""
"115","Illinois","Virginia","21","3","",""
"116","Nevada","Incarnate Word","-14","3","",""
"117","Indiana","Idaho","13","3","",""
"118","Iowa","Iowa State","-3","3","",""
"119","James Madison","Norfolk State","56","3","",""
"120","West Virginia","Kansas","-13","3"," A 18 H 3 A 38 H -10 A 17 H 3"," H -41 A 12 A 15 H -7 H 3 A 10"
"121","Kansas State","Missouri","28","3","",""
"122","Florida","Kentucky","-10","3"," A 5 H 7 H 32 A 7"," A 38 A -4 H -10 H -3"
"123","Liberty","Alabama-Birmingham","7","3","",""
"124","Louisiana","Eastern Michigan","28","3","",""
"125","Louisiana State","Southern","48","3","",""
"126","Louisiana Tech","Stephen F. Austin","35","3","",""
"127","Louisiana-Monroe","Nicholls State","28","3","",""
"128","Notre Dame","Marshall","-5","3","",""
"129","Charlotte","Maryland","-35","3","",""
"130","Navy","Memphis","-24","3"," A -3 H 32 H -18 H 7"," A 2 H 16 H -1 H 21"
"131","Miami (FL)","Southern Mississippi","23","3","",""
"132","Miami (OH)","Robert Morris","17","3","",""
"133","Michigan","Hawaii","46","3"," H 44"," A 4"
"134","Michigan State","Akron","52","3","",""
"135","Colorado State","Middle Tennessee State","-15","3","",""
"136","Minnesota","Western Illinois","52","3","",""
"137","Mississippi","Central Arkansas","56","3","",""
"138","Arizona","Mississippi State","-22","3","",""
"139","Georgia State","North Carolina","-7","3"," A 25"," A -2"
"140","North Carolina State","Charleston Southern","52","3","",""
"141","North Texas","Texas Southern","32","3","",""
"142","Ohio State","Arkansas State","33","3","",""
"143","Oklahoma","Kent State","30","3","",""
"144","Oklahoma State","Arizona State","17","3","",""
"145","Oregon","Eastern Washington","56","3","",""
"146","Fresno State","Oregon State","-3","3"," A 28 A 20"," H -3 H 17"
"147","Penn State","Ohio","36","3","",""
"148","Purdue","Indiana State","56","3","",""
"149","Rice","McNeese State","42","3","",""
"150","Rutgers","Wagner","59","3","",""
"151","San Diego State","Idaho State","31","3","",""
"152","Central Michigan","South Alabama","-14","3","",""
"153","South Florida","Howard","22","3","",""
"154","Stanford","Southern California","-13","3"," H -1 H 1 A 25 H -38 A 35 A 7"," A -3 H 17 A -3 H 16 A 1 H 6"
"155","Southern Methodist","Lamar","29","3","",""
"156","Connecticut","Syracuse","-34","3"," A 31"," H 15"
"157","Temple","Lafayette","16","3","",""
"158","Pittsburgh","Tennessee","-7","3","",""
"159","Texas Christian","Tarleton State","42","3","",""
"160","Texas State","Florida International","29","3","",""
"161","Texas Tech","Houston","3","3"," H 15"," H -18"
"162","Texas-El Paso","New Mexico State","7","3"," A 17 H 34"," H 12 H -14"
"163","Army","Texas-San Antonio","-3","3","",""
"164","Toledo","Massachusetts","45","3"," A 7 A -3"," H -27 A 7"
"165","Troy","Alabama A&M","21","3","",""
"166","Tulane","Alcorn State","52","3","",""
"167","Tulsa","Northern Illinois","3","3","",""
"168","UCLA","Alabama State","38","3","",""
"169","Utah","Southern Utah","66","3","",""
"170","Virginia Tech","Boston College","17","3"," A 1 A 17"," A -1 H -7"
"171","Vanderbilt","Wake Forest","-20","3","",""
"172","Washington","Portland State","46","3","",""
"173","Wisconsin","Washington State","-3","3","",""
"174","Utah State","Weber State","-28","3","",""
"175","Ball State","Western Michigan","-7","3"," H 6 A -1 H -4 H -14"," H -3 A -2 H -22 H -19"
"176","Wyoming","Northern Colorado","23","3","",""
"177","Louisville","Florida State","-4","4"," A 24 A 1 H 27 A 15 H 15"," A -35 H 30 H -10 H -6 A 2"
"178","Wyoming","Air Force","3","4"," A -13 H 14 A -1 H -3"," H 32 A 7 H 12 H -5"
"179","Alabama","Louisiana-Monroe","56","4"," A -1"," A 42"
"180","Alabama-Birmingham","Georgia Southern","14","4","",""
"181","Appalachian State","Troy","4","4"," A 12 A 7"," H 3 H 9"
"182","Arizona","North Dakota State","3","4","",""
"183","Arkansas","Missouri State","11","4","",""
"184","Army","Villanova","39","4","",""
"185","Ball State","Murray State","31","4","",""
"186","Baylor","Texas State","35","4","",""
"187","Boise State","Tennessee-Martin","23","4","",""
"188","Boston College","Maine","21","4","",""
"189","Bowling Green","Marshall","3","4","",""
"190","Florida Atlantic","Central Florida","-26","4","",""
"191","Central Michigan","Bucknell","41","4","",""
"192","Georgia State","Charlotte","-1","4"," A 21"," A 36"
"193","0","0","0","0","0","0"
"194","Clemson","Louisiana Tech","28","4","",""
"195","Coastal Carolina","Buffalo","12","4","",""
"196","Duke","North Carolina A&T","29","4","",""
"197","East Carolina","Campbell","39","4","",""
"198","Arizona State","Eastern Michigan","-9","4","",""
"199","Florida","South Florida","3","4","",""
"200","South Carolina","Georgia","-41","4"," A -10 H -13 A -11 H 25"," A -10 A -4 H 55 H 14"
"201","Indiana","Western Kentucky","3","4","",""
"202","Iowa","Nevada","27","4","",""
"203","Iowa State","Ohio","33","4","",""
"204","Houston","Kansas","-18","4"," A 3"," A 15"
"205","Kent State","Long Island","53","4","",""
"206","Kentucky","Youngstown State","31","4","",""
"207","Louisiana State","Mississippi State","15","4"," A -4 H 1 A -3"," H 6 A 24 H 23"
"208","Maryland","Southern Methodist","7","4","",""
"209","Massachusetts","Stony Brook","17","4","",""
"210","Memphis","Arkansas State","12","4","",""
"211","Michigan","Connecticut","59","4","",""
"212","Middle Tennessee State","Tennessee State","43","4","",""
"213","Minnesota","Colorado","42","4","",""
"214","Georgia Tech","Mississippi","-42","4","",""
"215","Missouri","Abilene Christian","17","4","",""
"216","Nevada-Las Vegas","North Texas","31","4","",""
"217","New Mexico","Texas-El Paso","17","4"," H -17 A 12"," H 17 H 7"
"218","North Carolina State","Texas Tech","13","4","",""
"219","Notre Dame","California","7","4"," H -2 H 23"," H 7 H 6"
"220","Ohio State","Toledo","56","4","",""
"221","Nebraska","Oklahoma","-35","4","",""
"222","Oklahoma State","Arkansas-Pine Bluff","56","4","",""
"223","Oregon","Brigham Young","21","4","",""
"224","0","0","0","0","0","0"
"225","Auburn","Penn State","-29","4","",""
"226","Western Michigan","Pittsburgh","-21","4","",""
"227","Rice","Louisiana","12","4","",""
"228","Temple","Rutgers","-2","4","",""
"229","Southern California","Fresno State","28","4"," A -3"," H -3"
"230","Northwestern","Southern Illinois","-7","4","",""
"231","Southern Mississippi","Northwestern State","54","4","",""
"232","Syracuse","Purdue","3","4","",""
"233","Tennessee","Akron","57","4","",""
"234","Texas","Texas-San Antonio","21","4","",""
"235","Texas A&M","Miami (FL)","8","4","",""
"236","Kansas State","Tulane","-7","4","",""
"237","Tulsa","Jacksonville State","37","4","",""
"238","UCLA","South Alabama","1","4","",""
"239","Utah","San Diego State","28","4"," H 25"," H -18"
"240","Northern Illinois","Vanderbilt","-10","4"," A 8"," A -3"
"241","Virginia","Old Dominion","2","4","",""
"242","Virginia Tech","Wofford","20","4","",""
"243","Wake Forest","Liberty","1","4","",""
"244","Washington","Michigan State","11","4","",""
"245","Washington State","Colorado State","31","4","",""
"246","West Virginia","Towson","58","4","",""
"247","Wisconsin","New Mexico State","59","4","",""
"248","Hawaii","Duquesne","10","4","",""
"249","Georgia State","Coastal Carolina","-17","5"," A -17 H 8 A 25 H 14 A -28 H -3 A 2"," H 10 H 4 H 7 H -28 H 3 A -7 A 40"
"250","Illinois","Chattanooga","31","5","",""
"251","Virginia Tech","West Virginia","-23","5"," A 16"," A 7"
"252","Air Force","Nevada","28","5"," H -5 H 12"," H -38 H -3"
"253","Syracuse","Virginia","2","5"," H 24"," H -17"
"254","Texas-El Paso","Boise State","17","5"," A 17"," A -17"
"255","Alabama","Vanderbilt","52","5"," A -6"," H -24"
"256","Auburn","Missouri","3","5"," A 32"," H -4"
"257","Iowa State","Baylor","-7","5"," A 3 H -1 H -14 H 17 A 6 H -4"," H 12 H -28 A -3 A 3 H -11 A -28"
"258","Brigham Young","Wyoming","14","5"," H 12 A -3"," H 14 H -3"
"259","Eastern Michigan","Buffalo","-19","5"," H 7 H -3 A -7"," A -27 H 7 H -3"
"260","California","Arizona","18","5"," A 19 A 7 H -7 H -18 A 6"," H -11 H 23 A 10 H -27 H -8"
"261","Central Florida","Georgia Tech","17","5","",""
"262","Cincinnati","Indiana","21","5","",""
"263","Wake Forest","Clemson","-6","5"," A -10 H 28 A 27 A 9 H 10"," A -6 A -28 H 15 H 10 H 6"
"264","Florida State","Boston College","30","5"," A -4 H -10 A 2 H -6"," H 1 A 28 A -1 H -28"
"265","Georgia","Kent State","17","5","",""
"266","Georgia Southern","Ball State","11","5","",""
"267","Houston","Rice","7","5"," A -2"," H -34"
"268","Rutgers","Iowa","-17","5"," A 39 A 31 H -35"," A 44 A -3 H -13"
"269","Appalachian State","James Madison","-4","5"," A 12 H 25 A 7 H 13"," H 27 H 2 H -14 A -34"
"270","Kansas","Duke","8","5","",""
"271","Oklahoma","Kansas State","-7","5"," A 31 A -14 H -3 A 3 H 15"," A 10 A -1 A -28 A -17 H 48"
"272","Kentucky","Northern Illinois","8","5"," H 24 H -3"," H -6 H -10"
"273","Liberty","Akron","9","5","",""
"274","Louisiana State","New Mexico","38","5","",""
"275","Louisiana-Monroe","Louisiana","4","5"," A 17 A 7 A 18"," H 20 H -3 H -6"
"276","Louisville","South Florida","38","5","",""
"277","Memphis","North Texas","10","5","",""
"278","Northwestern","Miami (OH)","-3","5","",""
"279","Michigan","Maryland","7","5"," A -21 H 24 H 22"," A -5 A 30 H 14"
"280","Miami (FL)","Middle Tennessee State","-14","5","",""
"281","Michigan State","Minnesota","-27","5"," A -8 H 6"," A 12 H 31"
"282","Mississippi","Tulsa","8","5","",""
"283","Mississippi State","Bowling Green","31","5","",""
"284","East Carolina","Navy","-3","5"," H 2 A 2 H -39"," H -24 A 10 H -18"
"285","Utah State","Nevada-Las Vegas","-10","5"," H 7 H 17 A -7 H 4"," H -35 H 11 A 6 A 33"
"286","New Mexico State","Hawaii","19","5"," H -11"," H 15"
"287","North Carolina State","Connecticut","31","5"," A 15 H -1"," H -34 H 10"
"288","North Carolina","Notre Dame","-13","5","",""
"289","Ohio","Fordham","7","5","",""
"290","Ohio State","Wisconsin","31","5"," A -29 H 44 A -14 A -13"," A 6 A 14 A -35 H 13"
"291","Old Dominion","Arkansas State","3","5"," H -34"," H -22"
"292","Washington State","Oregon","-3","5"," H 19 H -4 A -38 A -11"," A -18 H 3 H 18 A -27"
"293","Penn State","Central Michigan","19","5","",""
"294","Pittsburgh","Rhode Island","21","5","",""
"295","Purdue","Florida Atlantic","2","5","",""
"296","Colorado State","Sacramento State","-31","5","",""
"297","San Diego State","Toledo","3","5","",""
"298","San Jose State","Western Michigan","28","5","",""
"299","South Alabama","Louisiana Tech","24","5","",""
"300","South Carolina","Charlotte","36","5"," H 21"," A -1"
"301","Oregon State","Southern California","-3","5"," A -3 A 26 A -1 H 14 H 33 H 28 A -24"," H 28 A 1 A -13 H 16 H 38 H 6 H 17"
"302","Tulane","Southern Mississippi","-3","5","",""
"303","Temple","Massachusetts","28","5","",""
"304","Tennessee","Florida","5","5"," A -27 H 38 H 42 A 25"," H -10 H -10 H 7 H 32"
"305","0","0","0","0","0","0"
"306","Southern Methodist","Texas Christian","-8","5","",""
"307","Texas State","Houston Baptist","34","5","",""
"308","Texas Tech","Texas","3","5"," A 9 A 10 H 38 A 10 H 15 A -4"," A -7 A 7 H 18 H -7 A -41 H 3"
"309","Texas-San Antonio","Texas Southern","28","5","",""
"310","Troy","Marshall","9","5"," A 4 A -6"," H 7 H -10"
"311","Colorado","UCLA","-28","5"," A 23 H -8 H -39 A 38 A 47"," H -6 A -14 A 15 H -3 H 8"
"312","Arizona State","Utah","-21","5"," A 17 A 1 H -14 A 10 H -24"," H 1 H 35 A 10 A -4 H 26"
"313","Washington","Stanford","18","5"," A 8 A 7 A -7 H 3 A -3"," A 25 H 1 A 7 H -1 A 18"
"314","Western Kentucky","Florida International","73","5"," A 3 H -27 A -52"," H -20 A 38 A -19"
"315","Brigham Young","Utah State","12","6"," H 14"," A 14"
"316","South Carolina","South Carolina State","40","6","",""
"317","Boise State","San Diego State","22","6"," A -17 H 20 A -38"," A -24 A 4 A -16"
"318","Nevada-Las Vegas","New Mexico","11","6"," A -10 H -35 A 4 H -7"," A 17 A 32 H -24 H -32"
"319","Middle Tennessee State","Texas-San Antonio","-15","6"," A 27 H -18 A -11 A 16"," A -6 H 3 H 3 H 44"
"320","Houston","Tulane","-3","6"," A -1 H 15 A 14 A -39"," H 10 A -14 H 35 H 15"
"321","UCLA","Washington","8","6"," A -28 A 15 H 25 A -14 H -6"," H 47 A -3 H 18 A 7 H 10"
"322","Air Force","Navy","3","6","",""
"323","Arkansas","Alabama","-23","6"," A 23 H -3 H 15"," H 24 A 1 A -6"
"324","Appalachian State","Citadel","49","6","",""
"325","Arizona","Colorado","23","6"," A 18 H -27 A 10 H -8 A -6"," H 7 H -39 A 47 A 38 H -28"
"326","Arkansas State","Louisiana-Monroe","17","6"," A 20 H -28 A 3"," H 4 A 7 H 1"
"327","Ball State","Northern Illinois","6","6"," H -7 A -1 H -4 A 7 H -14"," A -3 H -13 A -29 H -20 A 7"
"328","Boston College","Louisville","1","6"," A 30 H -28 A 28 A -1"," H -4 A 15 H 27 H 15"
"329","Akron","Bowling Green","-3","6"," H -7 A 6 H -18"," A -16 H -34 H 4"
"330","Buffalo","Miami (OH)","4","6"," A -31 A 21 H -3"," A 4 H -16 H 3"
"331","Tulsa","Cincinnati","-10","6"," A 32 A -11 H -11 H 6"," H 10 A -20 A -2 H 4"
"332","Clemson","North Carolina State","10","6"," A -6 A -28 A -6 H 6 H 15"," H 9 H -1 H 2 A 15 A 15"
"333","Coastal Carolina","Georgia Southern","4","6"," A -17 H -28 A -11 A 40"," A 8 A -5 H -13 H 7"
"334","Connecticut","Fresno State","5","6","",""
"335","Duke","Virginia","21","6"," A 3 H -3 A -24"," A -7 H -3 H -2"
"336","0","0","0","0","0","0"
"337","Eastern Michigan","Massachusetts","7","6"," H -19 H -3"," H -27 A 45"
"338","New Mexico State","Florida International","-14","6"," A 7"," A 34"
"339","Missouri","Georgia","-4","6"," A 3 H 3 A -13 H -4 A 42"," H 32 H 55 A -41 A -10 H 14"
"340","Army","Georgia State","-17","6"," A 10 H 24"," H -17 H -3"
"341","Pittsburgh","Georgia Tech","-5","6"," H 16 A 18 A -30 H 2"," A -1 A -4 H -7 H 3"
"342","Wisconsin","Illinois","-24","6"," A 6 H 11 A 14 A -1"," H -8 H -7 H 3 A -17"
"343","James Madison","Texas State","27","6"," A -4 A -22"," H 12 H 3"
"344","Kansas","Iowa State","3","6"," A -13 A 10 A 12 H 21 A 15 H -41"," H 17 H -14 H -7 A 6 H -4 A 3"
"345","Kansas State","Texas Tech","9","6"," A -1 A 10 H 48 H -7 A -28 A -17"," A -4 A 10 A 10 H 3 H -28 H 38"
"346","Kent State","Ohio","7","6"," A 3 H 6 H -7"," A -16 H 21 A -14"
"347","Old Dominion","Liberty","-14","6"," H 3"," H -1"
"348","Auburn","Louisiana State","-4","6"," A 14 H -14 A 6"," H 25 A -3 H 15"
"349","Marshall","Gardner-Webb","21","6"," H -11"," A 4"
"350","Maryland","Michigan State","14","6"," A 7 A -5 A 13 H -13"," A 22 H -8 H 6 H -29"
"351","Memphis","Temple","21","6"," A -24 H -1 H -7 H 16"," A 7 A 7 A 57 H -11"
"352","Iowa","Michigan","-13","6"," A -17 A 3"," A -35 H 2"
"353","Mississippi","Kentucky","3","6"," A -24"," H -3"
"354","Mississippi State","Texas A&M","18","6"," A 24 H 6"," A 4 A 3"
"355","Nebraska","Indiana","14","6"," A -1 H -17 A 31"," A 7 H 3 H -21"
"356","North Carolina","Virginia Tech","31","6"," A -3 A -3 H 18 H -4"," H -6 A 17 A 16 H -1"
"357","North Texas","Florida Atlantic","17","6"," A -18 H 38 A 20 H 4"," A 3 A -45 H 7 H 3"
"358","Ohio State","Rutgers","39","6"," A -29 H 44 A -13 H 42"," A 6 H -17 H -45 H 7"
"359","Baylor","Oklahoma State","-11","6"," A -7 H 12 A -28 A -3 H -28 H -1"," H 6 A 21 H 10 A 15 A 48 A 3"
"360","Oregon","Stanford","18","6"," A -3 H 15 A -18 H -3 H 3"," H -38 A 25 A 7 A 18 A 35"
"361","Penn State","Northwestern","10","6"," A -4 H 28 H -13 H 30"," A 8 A 28 H -14 A 7"
"362","Minnesota","Purdue","-10","6"," A 12 A 28 A -7 H 28 H -3"," A -7 H -4 H 6 H 8 H -21"
"363","Rice","Alabama-Birmingham","4","6"," A 3 H -33 A 35 H -34"," A 7 H 14 A 3 H -6"
"364","Wyoming","San Jose State","-17","6"," H 14 A -1"," A 4 H 12"
"365","Louisiana","South Alabama","-3","6"," A 4 H 20 A 15 H -6 H 19"," H 7 A -28 A -7 H -4 A -7"
"366","Southern California","Arizona State","17","6"," A -13 A -3 H 16 A 1 H 38 A -3"," A 1 H -24 A 10 H -21 A -8 H -14"
"367","Syracuse","Wagner","59","6","",""
"368","Texas","West Virginia","18","6"," A 3 H 3 A -7 H -7 A -41"," A 38 A 17 H -17 H -10 H -13"
"369","Texas Christian","Oklahoma","31","6"," A -7 H 3 H 10 A -10 A -1"," H 10 H 15 H -7 A 3 H -3"
"370","Charlotte","Texas-El Paso","-6","6"," A 30 H -19 A -33 A 10"," H 3 H 34 A 7 H -11"
"371","Toledo","Central Michigan","21","6"," A -20 A 7 H 7 H -7"," A -13 H 4 H -1 H -16"
"372","Western Kentucky","Troy","-7","6","",""
"373","Utah","Oregon State","26","6"," A -21 H 1 A -4 H 35"," A -24 H -3 H 14 A -1"
"374","Florida State","Wake Forest","-10","6"," A -4 H 30 A 2 H -6 A -35"," A 27 H 28 A 9 H -6 H 10"
"375","Washington State","California","19","6"," H -3 A 16 A 14 A -38 A -11"," H -18 A 6 A 28 H 7 H 18"
"376","Western Michigan","New Hampshire","37","6","",""
"377","Florida","Eastern Washington","35","6","",""
"378","Central Florida","Southern Methodist","22","7"," H 4 A -7 H -3 A -7"," H -2 A 35 H 6 A -18"
"379","Nevada","Colorado State","-3","7"," A 28 A 15 A 7 H -38"," A 12 H 4 A 12 A 39"
"380","Memphis","Houston","-1","7"," A -24 H 21 A 2 A 10"," A -18 H 7 A -39 H -3"
"381","Rutgers","Nebraska","-1","7"," H 7 A 31 H -35"," H 14 H -7 A 31"
"382","San Jose State","Nevada-Las Vegas","33","7"," A 7 A 16 A 4"," H -7 A 4 A -10"
"383","Alabama","Texas A&M","4","7"," H 24 A -6"," A 18 H -3"
"384","Alabama-Birmingham","Middle Tennessee State","27","7"," H 14 A 3 A 7 H -6"," H 10 H -18 H 28 H -15"
"385","Arizona State","Washington","7","7"," A 1 A -8 H -14 H -24"," H 18 H 47 A 8 H 3"
"386","Central Michigan","Ball State","-1","7"," A 21 A -13 H -2"," A 7 H 6 H -7"
"387","Boise State","Fresno State","20","7"," A 17 A -17 H 22 A -38"," H -3 A -32 H 4 A -27"
"388","Bowling Green","Buffalo","-31","7"," H 4 A -16 H -34 A -7"," H 4 A 4 H -3 H 7"
"389","Cincinnati","South Florida","4","7"," A -10 A -2 A -20"," A 6 H -18 A 26"
"390","Boston College","Clemson","-28","7"," A 30 H 1 A 28 A -1 A 44"," A -6 H 15 A -6 H 10 A 21"
"391","Louisiana-Monroe","Coastal Carolina","-7","7"," A 24 A -3"," H 10 A -17"
"392","Florida International","Connecticut","-21","7","",""
"393","Western Michigan","Eastern Michigan","-22","7"," A -7 H -3"," A -4 H -29"
"394","Florida","Missouri","7","7"," H -10 A 5 H 32 A 7"," H -4 A 42 A -13 H 3"
"395","Georgia","Auburn","32","7"," A -4 A -26"," H 3 A 6"
"396","Georgia State","Georgia Southern","8","7"," H -17 H 14 A 2"," A 4 A -5 H 7"
"397","Georgia Tech","Duke","3","7"," A -5 H -7 A -1 H -21 A -4"," A 2 H 21 H 17 A -24 H -3"
"398","Illinois","Iowa","3","7"," A -24 H 12 H -7 A 2"," H 14 A -3 A -21 H -13"
"399","Arkansas State","James Madison","-22","7"," A 3 A 3"," A -34 H 27"
"400","Iowa State","Kansas State","-1","7"," H -7 A 3 H -14 H 17 A 6 H -4"," A -28 H -7 A -7 A -17 H 48 H 9"
"401","Massachusetts","Liberty","-18","7"," A 17"," A 3"
"402","Louisiana Tech","Texas-El Paso","10","7"," A 20 H -1 A 8 H 16 A 5"," H -18 A 7 H 34 H -11 A -6"
"403","Virginia","Louisville","-17","7"," A 2"," A 24"
"404","Miami (OH)","Kent State","3","7"," A 4 A -18 H -16"," A -34 H 6 H 7"
"405","Indiana","Michigan","-21","7"," H 3 A 14 H -5 A 7 H -31 A -8"," H 2 H 31 H 7 A -35 H 24 H 22"
"406","Vanderbilt","Mississippi","-24","7"," A 52 A -3"," H -6 H 3"
"407","Mississippi State","Arkansas","23","7"," A 15 A 24 H 6"," H -3 H -23 A -14"
"408","Navy","Tulsa","32","7"," H -24 A 6 H 7 A 10"," A 16 H -11 A -11 H -10"
"409","Miami (FL)","North Carolina","-3","7"," A -6 H -24 A -2 A -21"," H 31 A -3 A -3 H -4"
"410","North Carolina State","Florida State","2","7"," A 10 A 15 H 9 H -1 A 15"," H -6 A -35 H -10 H 30 A -4"
"411","0","0","0","0","0","0"
"412","Ohio","Akron","21","7"," A 7 H 7 A -16"," A 6 A -32 H -18"
"413","Michigan State","Ohio State","-29","7"," A 14 H 6 H 6 H -8"," A -13 H 31 H 39 H 42"
"414","Oklahoma State","Texas Tech","10","7"," A -11 A 3 H 7 A 48 A 21 H 6"," H -28 A 10 H 3 A 9 H 15 A -4"
"415","Arizona","Oregon","-27","7"," A 18 H 23 A 10 A 25 A -6 H -11"," A -18 A -39 H -3 H 3 H 15 A -3"
"416","Stanford","Oregon State","-1","7"," H -13 A 18 H 1 H -38 A 35 A 7"," H -3 A 3 A -24 H 14 A 26 H 28"
"417","Pittsburgh","Virginia Tech","16","7"," H 7 H -5 A 18 H 2"," H -23 H -1 A 31 A 17"
