"","V1","V2","V3","V4","V5","V6"
"1","Colorado State","Hawaii","-9","1"," A -12 H -13 A 39 H -5"," A -3 H 4 H -18 H -39"
"2","Massachusetts","Duquesne","48","1","",""
"3","Rice","Prairie View A&M","3","1","",""
"4","New Mexico State","Wyoming","-22","1"," A 47"," H -8"
"5","Alabama-Birmingham","Savannah State","52","2","",""
"6","Ball State","Central Connecticut State","36","2","",""
"7","San Jose State","California-Davis","-6","2","",""
"8","Connecticut","Central Florida","-39","2"," H -42 A 41 A 8 H -12 A 34"," H 25 A -1 A -28 H 28 A -27"
"9","Georgia State","Kennesaw State","4","2","",""
"10","Louisiana-Monroe","Southeastern Louisiana","3","2","",""
"11","Minnesota","New Mexico State","38","2","",""
"12","Purdue","Northwestern","-4","2"," A -14 A 10 H 2 A 31 H -3"," H 3 A -10 A -4 A -10 H 14"
"13","Oklahoma State","Missouri State","41","2","",""
"14","Texas A&M","Northwestern State","52","2","",""
"15","Utah","Weber State","31","2","",""
"16","Tulane","Wake Forest","-6","2","",""
"17","0","0","0","0","0","0"
"18","Duke","Army","20","2","",""
"19","Eastern Michigan","Monmouth","34","2","",""
"20","Michigan State","Utah State","7","2","",""
"21","Nevada","Portland State","53","2","",""
"22","Stanford","San Diego State","21","2"," A -7"," H 7"
"23","Western Michigan","Syracuse","-13","2","",""
"24","Wisconsin","Western Kentucky","31","2","",""
"25","Air Force","Stony Brook","38","2","",""
"26","0","0","0","0","0","0"
"27","Arizona State","Texas-San Antonio","42","2","",""
"28","Arkansas","Eastern Illinois","35","2","",""
"29","Arkansas State","Southeast Missouri State","27","2","",""
"30","0","0","0","0","0","0"
"31","Baylor","Abilene Christian","28","2","",""
"32","Troy","Boise State","-36","2","",""
"33","Boston College","Massachusetts","34","2","",""
"34","Arizona","Brigham Young","-5","2"," H 7"," H -3"
"35","Buffalo","Delaware State","38","2","",""
"36","California","North Carolina","7","2","",""
"37","Charlotte","Fordham","24","2","",""
"38","UCLA","Cincinnati","-9","2","",""
"39","Clemson","Furman","41","2","",""
"40","Florida","Charleston Southern","47","2","",""
"41","Fresno State","Idaho","66","2","",""
"42","Georgia","Austin Peay","45","2","",""
"43","Georgia Southern","South Carolina State","31","2","",""
"44","Georgia Tech","Alcorn State","41","2","",""
"45","Hawaii","Navy","18","2","",""
"46","Rice","Houston","-18","2","",""
"47","Illinois","Kent State","7","2"," H -39"," A 53"
"48","Florida International","Indiana","-10","2","",""
"49","Iowa","Northern Illinois","26","2","",""
"50","Kansas State","South Dakota","3","2","",""
"51","Kentucky","Central Michigan","15","2","",""
"52","Liberty","Old Dominion","42","2"," H -40"," H 3"
"53","Louisiana","Grambling State","32","2","",""
"54","South Alabama","Louisiana Tech","-4","2","",""
"55","Miami (OH)","Marshall","-7","2","",""
"56","0","0","0","0","0","0"
"57","Memphis","Mercer","52","2","",""
"58","0","0","0","0","0","0"
"59","Mississippi State","Stephen F. Austin","57","2","",""
"60","Missouri","Tennessee-Martin","37","2","",""
"61","New Mexico","Incarnate Word","32","2","",""
"62","Kansas","Nicholls State","-3","2","",""
"63","North Carolina State","James Madison","11","2","",""
"64","North Texas","Southern Methodist","23","2","",""
"65","Texas-El Paso","Northern Arizona","-20","2","",""
"66","Notre Dame","Michigan","7","2"," A -10"," A -3"
"67","Ohio","Howard","6","2","",""
"68","Ohio State","Oregon State","46","2","",""
"69","Oklahoma","Florida Atlantic","49","2","",""
"70","Oregon","Bowling Green State","34","2","",""
"71","Penn State","Appalachian State","7","2","",""
"72","Pittsburgh","Albany","26","2","",""
"73","Rutgers","Texas State","28","2","",""
"74","South Carolina","Coastal Carolina","34","2","",""
"75","South Florida","Elon","20","2","",""
"76","Southern California","Nevada-Las Vegas","22","2","",""
"77","Southern Mississippi","Jackson State","48","2","",""
"78","Texas Christian","Southern","48","2","",""
"79","Toledo","Virginia Military Institute","63","2","",""
"80","Tulsa","Central Arkansas","11","2","",""
"81","Vanderbilt","Middle Tennessee State","28","2"," A 28 A 7"," A 42 A 11"
"82","Temple","Villanova","-2","2","",""
"83","Virginia","Richmond","29","2","",""
"84","Wyoming","Washington State","-22","2"," H 15"," H 31"
"85","0","0","0","0","0","0"
"86","0","0","0","0","0","0"
"87","East Carolina","North Carolina A&T","-5","2","",""
"88","Florida State","Virginia Tech","-21","2"," A 1 A 29 H 1"," H -24 H -22 H -10"
"89","Southern Methodist","Texas Christian","-30","3","",""
"90","Akron","Morgan State","34","3","",""
"91","Alabama","Arkansas State","50","3"," H 42"," A 4"
"92","Charlotte","Appalachian State","-36","3","",""
"93","Arizona State","Michigan State","3","3","",""
"94","Army","Liberty","24","3","",""
"95","Auburn","Alabama State","54","3","",""
"96","Texas-San Antonio","Baylor","-17","3"," A 24"," H 3"
"97","Boise State","Connecticut","55","3","",""
"98","Boston College","Holy Cross","48","3","",""
"99","Temple","Buffalo","-7","3","",""
"100","Brigham Young","California","-3","3"," A -5 A 28"," A 7 H 2"
"101","Central Florida","South Carolina State","38","3","",""
"102","Miami (OH)","Cincinnati","-21","3"," H 2"," H 4"
"103","Texas A&M","Clemson","-2","3","",""
"104","Coastal Carolina","Alabama-Birmingham","23","3","",""
"105","Nebraska","Colorado","-5","3","",""
"106","Colorado State","Arkansas","7","3","",""
"107","Northwestern","Duke","-14","3","",""
"108","East Carolina","North Carolina","22","3","",""
"109","Purdue","Eastern Michigan","-1","3","",""
"110","Florida Atlantic","Air Force","6","3","",""
"111","Old Dominion","Florida International","-8","3"," A 3 A 19 A -3 H -34"," A -7 H -35 A -21 H 3"
"112","Florida State","Samford","10","3","",""
"113","South Carolina","Georgia","-24","3"," A -23 A 14 H 2 H 3"," H 28 A -17 A -14 H 26"
"114","Georgia Southern","Massachusetts","21","3"," A -24"," H -11"
"115","Hawaii","Rice","14","3","",""
"116","Houston","Arizona","27","3","",""
"117","Illinois","Western Illinois","20","3","",""
"118","Indiana","Virginia","4","3","",""
"119","Iowa","Iowa State","10","3","",""
"120","Central Michigan","Kansas","-24","3","",""
"121","Kent State","Howard","40","3","",""
"122","Florida","Kentucky","-11","3"," A -26 A -7 A -10 H -21 H 4"," A 17 H 21 H 7 A -1 H 14"
"123","Louisiana State","Southeastern Louisiana","31","3","",""
"124","Louisiana Tech","Southern","37","3","",""
"125","Southern Mississippi","Louisiana-Monroe","-1","3","",""
"126","Louisville","Indiana State","24","3","",""
"127","Western Kentucky","Maine","-3","3","",""
"128","Marshall","Eastern Kentucky","16","3","",""
"129","Bowling Green State","Maryland","-31","3","",""
"130","Miami (FL)","Savannah State","77","3","",""
"131","Michigan","Western Michigan","46","3","",""
"132","Middle Tennessee State","Tennessee-Martin","24","3","",""
"133","Minnesota","Fresno State","7","3","",""
"134","Mississippi","Southern Illinois","35","3","",""
"135","Kansas State","Mississippi State","-21","3","",""
"136","Missouri","Wyoming","27","3","",""
"137","Navy","Memphis","1","3"," A 1 H -13 A 11 H 8"," A -10 H 21 H -1 H 26"
"138","Nevada-Las Vegas","Texas-El Paso","28","3","",""
"139","North Carolina State","Georgia State","34","3","",""
"140","North Texas","Incarnate Word","42","3","",""
"141","Notre Dame","Ball State","8","3","",""
"142","Ohio State","Rutgers","49","3"," A -1 H 23 A -1"," H -13 H -7 A 27"
