"","V1","V2","V3","V4","V5","V6"
"1","0","0","0","0","0","0"
"2","New Mexico","Montana State","-4","1","",""
"3","Nevada","Southern Methodist","-5","1","",""
"4","Hawaii","Delaware State","21","1","",""
"5","Alabama-Birmingham","Alcorn State","38","2","",""
"6","Arkansas","Arkansas-Pine Bluff","70","2","",""
"7","Bowling Green","Fordham","24","2","",""
"8","Buffalo","Lafayette","17","2","",""
"9","Central Florida","New Hampshire","54","2","",""
"10","Central Michigan","Central Connecticut State","56","2","",""
"11","Jacksonville State","Coastal Carolina","-28","2","",""
"12","Colorado","North Dakota State","5","2","",""
"13","Illinois","Eastern Illinois","45","2","",""
"14","Kansas","Lindenwood","45","2","",""
"15","Louisiana-Monroe","Jackson State","16","2","",""
"16","Missouri","Murray State","51","2","",""
"17","Minnesota","North Carolina","-2","2","",""
"18","North Carolina State","Western Carolina","17","2","",""
"19","Rutgers","Howard","37","2","",""
"20","San Jose State","Sacramento State","18","2","",""
"21","Toledo","Duquesne","39","2","",""
"22","Tulane","Southeastern Louisiana","52","2","",""
"23","Tulsa","Northwestern State","34","2","",""
"24","Utah","Southern Utah","49","2","",""
"25","Wake Forest","North Carolina A&T","32","2","",""
"26","Army","Lehigh","35","2","",""
"27","Duke","Elon","23","2","",""
"28","Michigan State","Florida Atlantic","6","2","",""
"29","Oklahoma","Temple","48","2"," H 15"," A 46"
"30","Stanford","Texas Christian","-7","2"," H -30"," A 24"
"31","Wisconsin","Western Michigan","14","2","",""
"32","Air Force","Merrimack","15","2","",""
"33","Alabama","Western Kentucky","63","2","",""
"34","Appalachian State","East Tennessee State","28","2","",""
"35","Arizona","New Mexico","22","2","",""
"36","Arizona State","Wyoming","41","2"," H 5"," H -20"
"37","Arkansas State","Central Arkansas","3","2","",""
"38","Auburn","Alabama A&M","70","2","",""
"39","Baylor","Tarleton State","42","2","",""
"40","Georgia Southern","Boise State","-11","2"," A -3"," H 7"
"41","Brigham Young","Southern Illinois","28","2","",""
"42","California","California-Davis","18","2","",""
"43","Cincinnati","Towson","18","2","",""
"44","East Carolina","Norfolk State","39","2","",""
"45","Massachusetts","Eastern Michigan","-14","2"," A 15 A 31 A 3"," H -1 H -17 H -24"
"46","0","0","0","0","0","0"
"47","Georgia Tech","Georgia State","23","2","",""
"48","Indiana","Florida International","24","2","",""
"49","Iowa","Illinois State","40","2","",""
"50","Iowa State","North Dakota","18","2","",""
"51","Charlotte","James Madison","-23","2"," A 18 H 1"," A -20 H 7"
"52","Kansas State","Tennessee-Martin","35","2","",""
"53","Kentucky","Southern Mississippi","31","2","",""
"54","Liberty","Campbell","17","2","",""
"55","Louisiana","Grambling State","30","2","",""
"56","Louisiana Tech","Nicholls State","8","2","",""
"57","Louisville","Austin Peay","62","2","",""
"58","Marshall","Stony Brook","42","2","",""
"59","Maryland","Connecticut","43","2","",""
"60","Memphis","North Alabama","40","2","",""
"61","Florida","Miami (FL)","-24","2","",""
"62","Michigan","Fresno State","20","2","",""
"63","Middle Tennessee State","Tennessee Tech","7","2","",""
"64","Mississippi","Furman","76","2","",""
"65","Mississippi State","Eastern Kentucky","49","2","",""
"66","Navy","Bucknell","28","2","",""
"67","Nebraska","Texas-El Paso","33","2","",""
"68","Troy","Nevada","-2","2"," A -8"," H -3"
"69","Houston","Nevada-Las Vegas","-20","2"," A 28"," A -3"
"70","New Mexico State","Southeast Missouri State","7","2","",""
"71","South Alabama","North Texas","-14","2","",""
"72","Northern Illinois","Western Illinois","39","2","",""
"73","Northwestern","Miami (OH)","7","2","",""
"74","Texas A&M","Notre Dame","-10","2","",""
"75","Ohio State","Akron","46","2"," H 56"," A 10"
"76","Oklahoma State","South Dakota State","24","2","",""
"77","Oregon","Idaho","10","2","",""
"78","Oregon State","Idaho State","23","2","",""
"79","West Virginia","Penn State","-22","2","",""
"80","Pittsburgh","Kent State","31","2","",""
"81","Purdue","Indiana State","49","2","",""
"82","Rice","Sam Houston","-20","2","",""
"83","San Diego State","Texas A&M-Commerce","31","2","",""
"84","South Carolina","Old Dominion","4","2","",""
"85","South Florida","Bethune-Cookman","45","2","",""
"86","Southern Methodist","Houston Baptist","52","2","",""
"87","Syracuse","Ohio","16","2","",""
"88","Tennessee","Chattanooga","66","2","",""
"89","Texas","Colorado State","52","2","",""
"90","Texas State","Lamar","7","2","",""
"91","Texas Tech","Abilene Christian","1","2","",""
"92","Texas-San Antonio","Kennesaw State","12","2","",""
"93","Hawaii","UCLA","-3","2","",""
"94","Utah State","Robert Morris","22","2","",""
"95","Vanderbilt","Virginia Tech","7","2","",""
"96","Virginia","Richmond","21","2","",""
"97","Washington","Weber State","32","2","",""
"98","Washington State","Portland State","40","2","",""
"99","0","0","0","0","0","0"
"100","Florida State","Boston College","-15","2"," A 26 H -24"," A 10 H 20"
"101","Southern Methodist","Brigham Young","-3","3","",""
"102","Northwestern","Duke","-6","3","",""
"103","Indiana","Western Illinois","74","3","",""
"104","Alabama","South Florida","26","3","",""
"105","Arizona","Northern Arizona","12","3","",""
"106","Arizona State","Mississippi State","7","3","",""
"107","Arkansas State","Tulsa","4","3","",""
"108","Florida Atlantic","Army","-17","3"," H -4 A 14 A 35 A 3"," A -11 H 5 H 17 A -28"
"109","Ball State","Missouri State","8","3","",""
"110","Boston College","Duquesne","56","3","",""
"111","Auburn","California","-7","3","",""
"112","Central Florida","Sam Houston","31","3","",""
"113","Clemson","Appalachian State","46","3","",""
"114","Coastal Carolina","William & Mary","19","3","",""
"115","Colorado State","Northern Colorado","21","3","",""
"116","Connecticut","Merrimack","46","3","",""
"117","Old Dominion","East Carolina","-6","3"," A 8"," H -2"
"118","Florida","Samford","38","3","",""
"119","Florida International","Central Michigan","36","3","",""
"120","Fresno State","Sacramento State","16","3","",""
"121","Georgia","Tennessee Tech","45","3","",""
"122","Nevada","Georgia Southern","-3","3"," A -2 A 7"," H -8 H -11"
"123","Georgia State","Chattanooga","3","3","",""
"124","Wyoming","Idaho","-4","3","",""
"125","Illinois","Kansas","6","3","",""
"126","Iowa","Iowa State","-1","3","",""
"127","James Madison","Gardner-Webb","7","3","",""
"128","Tulane","Kansas State","-7","3","",""
"129","New Mexico State","Liberty","-6","3"," A 41 A 21 H -13 A -15"," H -10 H 7 H 17 A -20"
"130","Kennesaw State","Louisiana","-24","3","",""
"131","Louisiana State","Nicholls State","23","3","",""
"132","Louisiana-Monroe","Alabama-Birmingham","26","3","",""
"133","Louisville","Jacksonville State","35","3","",""
"134","Memphis","Troy","21","3","",""
"135","Miami (FL)","Florida A&M","47","3","",""
"136","Maryland","Michigan State","-3","3"," A 14 A 21 H -16"," H -37 A 21 H 12"
"137","Minnesota","Rhode Island","48","3","",""
"138","Mississippi","Middle Tennessee State","49","3","",""
"139","Missouri","Buffalo","38","3"," A -42"," H 31"
"140","Navy","Temple","27","3"," H -35"," A 46"
"141","Nebraska","Colorado","18","3","",""
"142","Nevada-Las Vegas","Utah Tech","58","3","",""
"143","North Carolina","Charlotte","18","3"," H -20"," H -23"
"144","North Texas","Stephen F. Austin","15","3","",""
"145","Notre Dame","Northern Illinois","-2","3"," H 25"," A 11"
"146","Ohio","South Alabama","7","3","",""
"147","Ohio State","Western Michigan","56","3"," H 46 H 35"," H 10 A 7"
"148","Oklahoma","Houston","4","3","",""
"149","Oklahoma State","Arkansas","8","3","",""
"150","Oregon","Boise State","3","3"," A -35"," H 16"
"151","San Diego State","Oregon State","-21","3"," A 21 H -3 A 21"," A 37 H 3 H -8"
"152","Penn State","Bowling Green","7","3"," H 56"," H 21"
"153","Cincinnati","Pittsburgh","-1","3"," H -7"," H 4"
"154","Rice","Texas Southern","62","3","",""
"155","Rutgers","Akron","32","3","",""
"156","Air Force","San Jose State","-10","3"," A 12 H -8 H 8 H 28 A -3"," H 10 A 7 A 23 A -11 H 4"
"157","Kentucky","South Carolina","-25","3"," A -3 H -7"," H -24 A -21"
"158","Southern California","Utah State","48","3","",""
"159","Southern Mississippi","Southeastern Louisiana","25","3","",""
"160","Texas-El Paso","Southern Utah","-3","3","",""
"161","Kent State","St. Francis (PA)","-6","3","",""
"162","Stanford","Cal Poly","34","3","",""
"163","Syracuse","Georgia Tech","3","3"," A -7 H 7"," H 1 A 15"
"164","0","0","0","0","0","0"
"165","Michigan","Texas","-19","3","",""
"166","Texas A&M","McNeese State","42","3","",""
"167","Texas Christian","Long Island","45","3","",""
"168","Texas State","Texas-San Antonio","39","3","",""
"169","Toledo","Massachusetts","15","3"," A -24 H 10 A 15 A -7 A -1"," A 25 A 3 A 31 A 14 H -14"
"170","Utah","Baylor","11","3"," A -3 H -6 A 3 H -1 A 25 H -3"," H 10 H 3 A -10 H -6 A 7 A 22"
"171","Vanderbilt","Alcorn State","55","3","",""
"172","Wake Forest","Virginia","-1","3"," H -35 A 7"," A 17 H -27"
"173","Virginia Tech","Marshall","17","3"," A -20"," A -7"
"174","Washington","Eastern Michigan","21","3","",""
"175","Washington State","Texas Tech","21","3","",""
"176","West Virginia","Albany","35","3","",""
"177","Western Kentucky","Eastern Kentucky","31","3","",""
"178","Wisconsin","South Dakota","14","3","",""
